"CPT only copyright 2024 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2024 Part B National Summary Data File 
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17546,,,,,,
ENDOCRINE SYSTEM,61607,80S,N/A,"$3,433.00 ","$2,676.99 ",
ENDOCRINE SYSTEM,61607,OTHER,92 ,"$179,166.66 ","$140,989.82 ",
ENDOCRINE SYSTEM,61607,TOTAL,101 ,"$182,599.66 ","$143,666.81 ",
ENDOCRINE SYSTEM,61608,80S,70 ,"$34,355.22 ","$26,943.72 ",
ENDOCRINE SYSTEM,61608,OTHER,273 ,"$847,913.18 ","$663,010.55 ",
ENDOCRINE SYSTEM,61608,TOTAL,343 ,"$882,268.40 ","$689,954.27 ",
ENDOCRINE SYSTEM,61613,OTHER,N/A,"$13,565.30 ","$10,742.67 ",
ENDOCRINE SYSTEM,61613,TOTAL,N/A,"$13,565.30 ","$10,742.67 ",
ENDOCRINE SYSTEM,61615,80S,N/A,"$1,873.66 ","$1,504.69 ",
ENDOCRINE SYSTEM,61615,OTHER,54 ,"$105,003.47 ","$81,408.11 ",
ENDOCRINE SYSTEM,61615,TOTAL,59 ,"$106,877.13 ","$82,912.80 ",
ENDOCRINE SYSTEM,61616,80S,36 ,"$18,675.11 ","$14,714.16 ",
ENDOCRINE SYSTEM,61616,OTHER,321 ,"$903,593.29 ","$710,697.32 ",
ENDOCRINE SYSTEM,61616,TOTAL,357 ,"$922,268.40 ","$725,411.48 ",
ENDOCRINE SYSTEM,61618,80S,57 ,"$6,596.34 ","$5,154.98 ",
ENDOCRINE SYSTEM,61618,OTHER,318 ,"$265,640.77 ","$207,156.09 ",
ENDOCRINE SYSTEM,61618,TOTAL,375 ,"$272,237.11 ","$212,311.07 ",
ENDOCRINE SYSTEM,61619,80S,N/A,$377.88 ,$298.68 ,
ENDOCRINE SYSTEM,61619,OTHER,76 ,"$70,665.23 ","$55,456.03 ",
ENDOCRINE SYSTEM,61619,TOTAL,78 ,"$71,043.11 ","$55,754.71 ",
ENDOCRINE SYSTEM,61623,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61623,OTHER,195 ,"$89,595.21 ","$69,127.83 ",
ENDOCRINE SYSTEM,61623,TOTAL,195 ,"$89,595.21 ","$69,127.83 ",
ENDOCRINE SYSTEM,61624,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61624,OTHER,"14,403 ","$15,578,536.11 ","$12,284,741.07 ",
ENDOCRINE SYSTEM,61624,TOTAL,"14,403 ","$15,578,536.11 ","$12,284,741.07 ",
ENDOCRINE SYSTEM,61626,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61626,OTHER,"1,350 ","$1,138,434.41 ","$895,195.09 ",
ENDOCRINE SYSTEM,61626,TOTAL,"1,350 ","$1,138,434.41 ","$895,195.09 ",
ENDOCRINE SYSTEM,61630,80S,N/A,"$1,097.44 ",$863.03 ,
ENDOCRINE SYSTEM,61630,OTHER,173 ,"$238,496.07 ","$185,152.34 ",
ENDOCRINE SYSTEM,61630,TOTAL,178 ,"$239,593.51 ","$186,015.37 ",
ENDOCRINE SYSTEM,61635,80S,16 ,"$3,726.01 ","$2,928.30 ",
ENDOCRINE SYSTEM,61635,OTHER,602 ,"$907,643.32 ","$711,607.26 ",
ENDOCRINE SYSTEM,61635,TOTAL,618 ,"$911,369.33 ","$714,535.56 ",
ENDOCRINE SYSTEM,61640,OTHER,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61640,TOTAL,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61641,OTHER,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61641,TOTAL,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61642,OTHER,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61642,TOTAL,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61645,80S,106 ,"$13,521.45 ","$10,550.10 ",
ENDOCRINE SYSTEM,61645,OTHER,"13,210 ","$11,066,222.80 ","$8,704,487.89 ",
ENDOCRINE SYSTEM,61645,TOTAL,"13,316 ","$11,079,744.25 ","$8,715,037.99 ",
ENDOCRINE SYSTEM,61650,OTHER,699 ,"$363,891.18 ","$286,098.94 ",
ENDOCRINE SYSTEM,61650,TOTAL,699 ,"$363,891.18 ","$286,098.94 ",
ENDOCRINE SYSTEM,61651,OTHER,427 ,"$107,050.74 ","$84,555.90 ",
ENDOCRINE SYSTEM,61651,TOTAL,427 ,"$107,050.74 ","$84,555.90 ",
ENDOCRINE SYSTEM,61680,80S,26 ,"$7,909.99 ","$6,226.80 ",
ENDOCRINE SYSTEM,61680,OTHER,94 ,"$205,979.48 ","$162,395.33 ",
ENDOCRINE SYSTEM,61680,TOTAL,120 ,"$213,889.47 ","$168,622.13 ",
ENDOCRINE SYSTEM,61682,80S,19 ,"$11,679.04 ","$9,241.23 ",
ENDOCRINE SYSTEM,61682,OTHER,78 ,"$327,410.80 ","$257,703.12 ",
ENDOCRINE SYSTEM,61682,TOTAL,97 ,"$339,089.84 ","$266,944.35 ",
ENDOCRINE SYSTEM,61684,80S,N/A,"$3,383.98 ","$2,584.08 ",
ENDOCRINE SYSTEM,61684,OTHER,20 ,"$56,336.20 ","$44,504.93 ",
ENDOCRINE SYSTEM,61684,TOTAL,28 ,"$59,720.18 ","$47,089.01 ",
ENDOCRINE SYSTEM,61686,80S,11 ,"$7,462.92 ","$5,918.95 ",
ENDOCRINE SYSTEM,61686,OTHER,54 ,"$247,521.69 ","$197,257.20 ",
ENDOCRINE SYSTEM,61686,TOTAL,65 ,"$254,984.61 ","$203,176.15 ",
ENDOCRINE SYSTEM,61690,80S,N/A,"$1,029.49 ",$826.30 ,
ENDOCRINE SYSTEM,61690,OTHER,11 ,"$20,581.70 ","$16,311.83 ",
ENDOCRINE SYSTEM,61690,TOTAL,15 ,"$21,611.19 ","$17,138.13 ",
ENDOCRINE SYSTEM,61692,80S,N/A,"$1,165.32 ",$913.61 ,
ENDOCRINE SYSTEM,61692,OTHER,32 ,"$107,638.36 ","$85,662.86 ",
ENDOCRINE SYSTEM,61692,TOTAL,35 ,"$108,803.68 ","$86,576.47 ",
ENDOCRINE SYSTEM,61697,80S,164 ,"$100,690.49 ","$79,102.38 ",
ENDOCRINE SYSTEM,61697,OTHER,519 ,"$2,206,571.46 ","$1,743,421.03 ",
ENDOCRINE SYSTEM,61697,TOTAL,683 ,"$2,307,261.95 ","$1,822,523.41 ",
ENDOCRINE SYSTEM,61698,80S,N/A,"$6,490.14 ","$5,098.28 ",
ENDOCRINE SYSTEM,61698,OTHER,22 ,"$103,108.67 ","$82,283.04 ",
ENDOCRINE SYSTEM,61698,TOTAL,31 ,"$109,598.81 ","$87,381.32 ",
ENDOCRINE SYSTEM,61700,80S,29 ,"$13,734.88 ","$10,868.54 ",
ENDOCRINE SYSTEM,61700,OTHER,101 ,"$333,387.37 ","$263,976.76 ",
ENDOCRINE SYSTEM,61700,TOTAL,130 ,"$347,122.25 ","$274,845.30 ",
ENDOCRINE SYSTEM,61702,80S,N/A,$738.04 ,$578.62 ,
ENDOCRINE SYSTEM,61702,OTHER,N/A,"$25,070.77 ","$19,684.96 ",
ENDOCRINE SYSTEM,61702,TOTAL,N/A,"$25,808.81 ","$20,263.58 ",
ENDOCRINE SYSTEM,61703,80S,N/A,$302.12 ,$236.86 ,
ENDOCRINE SYSTEM,61703,OTHER,N/A,"$4,083.00 ","$3,297.09 ",
ENDOCRINE SYSTEM,61703,TOTAL,N/A,"$4,385.12 ","$3,533.95 ",
ENDOCRINE SYSTEM,61705,80S,N/A,$828.56 ,$673.05 ,
ENDOCRINE SYSTEM,61705,OTHER,N/A,"$9,790.73 ","$6,397.24 ",
ENDOCRINE SYSTEM,61705,TOTAL,N/A,"$10,619.29 ","$7,070.29 ",
ENDOCRINE SYSTEM,61708,OTHER,N/A,"$3,755.32 ","$2,944.17 ",
ENDOCRINE SYSTEM,61708,TOTAL,N/A,"$3,755.32 ","$2,944.17 ",
ENDOCRINE SYSTEM,61710,OTHER,N/A,"$4,194.71 ","$3,318.21 ",
ENDOCRINE SYSTEM,61710,TOTAL,N/A,"$4,194.71 ","$3,318.21 ",
ENDOCRINE SYSTEM,61711,80S,34 ,"$12,576.22 ","$9,703.55 ",
ENDOCRINE SYSTEM,61711,OTHER,124 ,"$307,156.09 ","$243,952.98 ",
ENDOCRINE SYSTEM,61711,TOTAL,158 ,"$319,732.31 ","$253,656.53 ",
ENDOCRINE SYSTEM,61720,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61720,OTHER,15 ,"$17,123.44 ","$13,115.09 ",
ENDOCRINE SYSTEM,61720,TOTAL,15 ,"$17,123.44 ","$13,115.09 ",
ENDOCRINE SYSTEM,61735,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61735,OTHER,16 ,"$24,143.01 ","$19,353.63 ",
ENDOCRINE SYSTEM,61735,TOTAL,16 ,"$24,143.01 ","$19,353.63 ",
ENDOCRINE SYSTEM,61736,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61736,OTHER,230 ,"$282,041.25 ","$218,672.59 ",
ENDOCRINE SYSTEM,61736,TOTAL,230 ,"$282,041.25 ","$218,672.59 ",
ENDOCRINE SYSTEM,61737,80S,N/A,"$1,411.28 ","$1,106.44 ",
ENDOCRINE SYSTEM,61737,OTHER,79 ,"$118,622.79 ","$92,565.96 ",
ENDOCRINE SYSTEM,61737,TOTAL,86 ,"$120,034.07 ","$93,672.40 ",
ENDOCRINE SYSTEM,61750,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61750,OTHER,"1,013 ","$1,421,201.94 ","$1,107,988.71 ",
ENDOCRINE SYSTEM,61750,TOTAL,"1,013 ","$1,421,201.94 ","$1,107,988.71 ",
ENDOCRINE SYSTEM,61751,80S,N/A,$203.91 ,$159.87 ,
ENDOCRINE SYSTEM,61751,OTHER,"1,280 ","$1,744,051.90 ","$1,359,909.43 ",
ENDOCRINE SYSTEM,61751,TOTAL,"1,281 ","$1,744,255.81 ","$1,360,069.30 ",
ENDOCRINE SYSTEM,61760,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61760,OTHER,131 ,"$205,763.31 ","$157,221.37 ",
ENDOCRINE SYSTEM,61760,TOTAL,131 ,"$205,763.31 ","$157,221.37 ",
ENDOCRINE SYSTEM,61770,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61770,OTHER,17 ,"$18,020.79 ","$14,359.68 ",
ENDOCRINE SYSTEM,61770,TOTAL,17 ,"$18,020.79 ","$14,359.68 ",
ENDOCRINE SYSTEM,61781,80S,714 ,"$23,319.48 ","$18,377.11 ",
ENDOCRINE SYSTEM,61781,OTHER,"15,637 ","$3,735,845.69 ","$2,939,671.59 ",
ENDOCRINE SYSTEM,61781,TOTAL,"16,351 ","$3,759,165.17 ","$2,958,048.70 ",
ENDOCRINE SYSTEM,61782,80S,N/A,$244.33 ,$192.96 ,
ENDOCRINE SYSTEM,61782,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61782,OTHER,"19,990 ","$3,414,012.66 ","$2,663,901.10 ",
ENDOCRINE SYSTEM,61782,TOTAL,"20,000 ","$3,414,256.99 ","$2,664,094.06 ",
ENDOCRINE SYSTEM,61783,80S,"3,340 ","$104,293.05 ","$81,940.95 ",
ENDOCRINE SYSTEM,61783,OTHER,"35,070 ","$8,011,855.01 ","$6,282,274.63 ",
ENDOCRINE SYSTEM,61783,TOTAL,"38,410 ","$8,116,148.06 ","$6,364,215.58 ",
ENDOCRINE SYSTEM,61790,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61790,OTHER,392 ,"$373,511.58 ","$294,683.49 ",
ENDOCRINE SYSTEM,61790,TOTAL,392 ,"$373,511.58 ","$294,683.49 ",
ENDOCRINE SYSTEM,61791,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61791,OTHER,44 ,"$49,328.42 ","$37,611.19 ",
ENDOCRINE SYSTEM,61791,TOTAL,44 ,"$49,328.42 ","$37,611.19 ",
ENDOCRINE SYSTEM,61796,80S,41 ,"$6,595.79 ","$5,117.21 ",
ENDOCRINE SYSTEM,61796,OTHER,"5,798 ","$6,067,243.92 ","$4,761,077.51 ",
ENDOCRINE SYSTEM,61796,TOTAL,"5,839 ","$6,073,839.71 ","$4,766,194.72 ",
ENDOCRINE SYSTEM,61797,80S,27 ,$845.48 ,$668.12 ,
ENDOCRINE SYSTEM,61797,OTHER,"8,396 ","$1,874,942.17 ","$1,471,205.89 ",
ENDOCRINE SYSTEM,61797,TOTAL,"8,423 ","$1,875,787.65 ","$1,471,874.01 ",
ENDOCRINE SYSTEM,61798,80S,57 ,"$11,680.46 ","$9,150.78 ",
ENDOCRINE SYSTEM,61798,OTHER,"2,988 ","$4,252,846.39 ","$3,341,711.71 ",
ENDOCRINE SYSTEM,61798,TOTAL,"3,045 ","$4,264,526.85 ","$3,350,862.49 ",
ENDOCRINE SYSTEM,61799,80S,46 ,"$1,880.76 ","$1,472.97 ",
ENDOCRINE SYSTEM,61799,OTHER,732 ,"$226,075.20 ","$177,064.58 ",
ENDOCRINE SYSTEM,61799,TOTAL,778 ,"$227,955.96 ","$178,537.55 ",
ENDOCRINE SYSTEM,61800,80S,43 ,$834.92 ,$651.53 ,
ENDOCRINE SYSTEM,61800,OTHER,"3,392 ","$520,020.04 ","$406,415.67 ",
ENDOCRINE SYSTEM,61800,TOTAL,"3,435 ","$520,854.96 ","$407,067.20 ",
ENDOCRINE SYSTEM,61850,80S,N/A,$316.57 ,$247.71 ,
ENDOCRINE SYSTEM,61850,OTHER,N/A,"$6,229.01 ","$4,906.50 ",
ENDOCRINE SYSTEM,61850,TOTAL,N/A,"$6,545.58 ","$5,154.21 ",
ENDOCRINE SYSTEM,61860,80S,N/A,$919.35 ,$720.77 ,
ENDOCRINE SYSTEM,61860,OTHER,13 ,"$15,678.67 ","$11,973.64 ",
ENDOCRINE SYSTEM,61860,TOTAL,17 ,"$16,598.02 ","$12,694.41 ",
ENDOCRINE SYSTEM,61863,80S,252 ,"$57,020.17 ","$43,994.32 ",
ENDOCRINE SYSTEM,61863,OTHER,964 ,"$1,578,404.90 ","$1,237,620.26 ",
ENDOCRINE SYSTEM,61863,TOTAL,"1,216 ","$1,635,425.07 ","$1,281,614.58 ",
ENDOCRINE SYSTEM,61864,80S,140 ,"$5,565.36 ","$4,347.74 ",
ENDOCRINE SYSTEM,61864,OTHER,581 ,"$160,569.55 ","$126,206.77 ",
ENDOCRINE SYSTEM,61864,TOTAL,721 ,"$166,134.91 ","$130,554.51 ",
ENDOCRINE SYSTEM,61867,80S,516 ,"$173,584.57 ","$136,102.06 ",
ENDOCRINE SYSTEM,61867,OTHER,"2,027 ","$4,873,819.43 ","$3,838,432.29 ",
ENDOCRINE SYSTEM,61867,TOTAL,"2,543 ","$5,047,404.00 ","$3,974,534.35 ",
ENDOCRINE SYSTEM,61868,80S,270 ,"$18,459.78 ","$14,530.66 ",
ENDOCRINE SYSTEM,61868,OTHER,921 ,"$453,218.13 ","$358,613.62 ",
ENDOCRINE SYSTEM,61868,TOTAL,"1,191 ","$471,677.91 ","$373,144.28 ",
ENDOCRINE SYSTEM,61880,80S,68 ,"$5,909.03 ","$4,665.61 ",
ENDOCRINE SYSTEM,61880,OTHER,332 ,"$183,536.14 ","$144,374.81 ",
ENDOCRINE SYSTEM,61880,TOTAL,400 ,"$189,445.17 ","$149,040.42 ",
ENDOCRINE SYSTEM,61885,80S,236 ,"$18,182.25 ","$14,210.02 ",
ENDOCRINE SYSTEM,61885,SG,N/A,"$20,690.02 ","$16,220.98 ",
ENDOCRINE SYSTEM,61885,OTHER,"3,332 ","$3,522,669.37 ","$2,730,377.76 ",
ENDOCRINE SYSTEM,61885,TOTAL,"3,569 ","$3,561,541.64 ","$2,760,808.76 ",
ENDOCRINE SYSTEM,61886,80S,396 ,"$47,713.88 ","$37,452.77 ",
ENDOCRINE SYSTEM,61886,SG,21 ,"$570,391.77 ","$425,976.99 ",
ENDOCRINE SYSTEM,61886,OTHER,"4,390 ","$6,370,751.76 ","$4,987,998.23 ",
ENDOCRINE SYSTEM,61886,TOTAL,"4,807 ","$6,988,857.41 ","$5,451,427.99 ",
ENDOCRINE SYSTEM,61888,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61888,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61888,OTHER,415 ,"$271,758.81 ","$212,867.33 ",
ENDOCRINE SYSTEM,61888,TOTAL,415 ,"$271,758.81 ","$212,867.33 ",
ENDOCRINE SYSTEM,61889,80S,N/A,$800.92 ,$629.84 ,
ENDOCRINE SYSTEM,61889,OTHER,71 ,"$56,260.82 ","$42,717.97 ",
ENDOCRINE SYSTEM,61889,TOTAL,79 ,"$57,061.74 ","$43,347.81 ",
ENDOCRINE SYSTEM,61891,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,61891,OTHER,19 ,"$9,852.44 ","$7,543.79 ",
ENDOCRINE SYSTEM,61891,TOTAL,19 ,"$9,852.44 ","$7,543.79 ",
ENDOCRINE SYSTEM,61892,OTHER,N/A,"$5,953.31 ","$4,024.07 ",
ENDOCRINE SYSTEM,61892,TOTAL,N/A,"$5,953.31 ","$4,024.07 ",
ENDOCRINE SYSTEM,62000,OTHER,N/A,"$7,713.97 ","$6,068.18 ",
ENDOCRINE SYSTEM,62000,TOTAL,N/A,"$7,713.97 ","$6,068.18 ",
ENDOCRINE SYSTEM,62005,80S,N/A,$641.37 ,$515.61 ,
ENDOCRINE SYSTEM,62005,OTHER,11 ,"$11,306.80 ","$8,922.64 ",
ENDOCRINE SYSTEM,62005,TOTAL,15 ,"$11,948.17 ","$9,438.25 ",
ENDOCRINE SYSTEM,62010,80S,19 ,"$2,763.16 ","$2,022.64 ",
ENDOCRINE SYSTEM,62010,OTHER,42 ,"$47,399.36 ","$37,212.32 ",
ENDOCRINE SYSTEM,62010,TOTAL,61 ,"$50,162.52 ","$39,234.96 ",
ENDOCRINE SYSTEM,62100,80S,43 ,"$7,061.48 ","$5,513.27 ",
ENDOCRINE SYSTEM,62100,OTHER,226 ,"$255,369.66 ","$200,174.50 ",
ENDOCRINE SYSTEM,62100,TOTAL,269 ,"$262,431.14 ","$205,687.77 ",
ENDOCRINE SYSTEM,62115,OTHER,N/A,"$1,935.65 ","$1,642.90 ",
ENDOCRINE SYSTEM,62115,TOTAL,N/A,"$1,935.65 ","$1,642.90 ",
ENDOCRINE SYSTEM,62120,80S,N/A,$567.94 ,$445.26 ,
ENDOCRINE SYSTEM,62120,SG,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62120,OTHER,68 ,"$121,771.32 ","$96,602.44 ",
ENDOCRINE SYSTEM,62120,TOTAL,70 ,"$122,339.26 ","$97,047.70 ",
ENDOCRINE SYSTEM,62121,80S,13 ,"$3,139.86 ","$2,275.58 ",
ENDOCRINE SYSTEM,62121,OTHER,255 ,"$287,010.77 ","$226,067.39 ",
ENDOCRINE SYSTEM,62121,TOTAL,268 ,"$290,150.63 ","$228,342.97 ",
ENDOCRINE SYSTEM,62140,80S,126 ,"$12,208.16 ","$9,625.64 ",
ENDOCRINE SYSTEM,62140,OTHER,638 ,"$413,104.56 ","$323,862.98 ",
ENDOCRINE SYSTEM,62140,TOTAL,764 ,"$425,312.72 ","$333,488.62 ",
ENDOCRINE SYSTEM,62141,80S,156 ,"$22,144.17 ","$17,223.41 ",
ENDOCRINE SYSTEM,62141,OTHER,637 ,"$581,569.53 ","$458,855.65 ",
ENDOCRINE SYSTEM,62141,TOTAL,793 ,"$603,713.70 ","$476,079.06 ",
ENDOCRINE SYSTEM,62142,80S,130 ,"$15,094.22 ","$11,922.22 ",
ENDOCRINE SYSTEM,62142,OTHER,523 ,"$408,328.54 ","$318,149.87 ",
ENDOCRINE SYSTEM,62142,TOTAL,653 ,"$423,422.76 ","$330,072.09 ",
ENDOCRINE SYSTEM,62143,80S,253 ,"$30,952.54 ","$24,265.16 ",
ENDOCRINE SYSTEM,62143,OTHER,716 ,"$644,091.48 ","$505,066.68 ",
ENDOCRINE SYSTEM,62143,TOTAL,969 ,"$675,044.02 ","$529,331.84 ",
ENDOCRINE SYSTEM,62145,80S,53 ,"$6,197.24 ","$4,873.53 ",
ENDOCRINE SYSTEM,62145,OTHER,122 ,"$106,224.08 ","$82,008.15 ",
ENDOCRINE SYSTEM,62145,TOTAL,175 ,"$112,421.32 ","$86,881.68 ",
ENDOCRINE SYSTEM,62146,80S,11 ,"$1,316.27 ","$1,028.39 ",
ENDOCRINE SYSTEM,62146,OTHER,62 ,"$54,263.44 ","$41,741.60 ",
ENDOCRINE SYSTEM,62146,TOTAL,73 ,"$55,579.71 ","$42,769.99 ",
ENDOCRINE SYSTEM,62147,80S,24 ,"$3,082.52 ","$2,420.71 ",
ENDOCRINE SYSTEM,62147,OTHER,78 ,"$84,208.16 ","$65,628.60 ",
ENDOCRINE SYSTEM,62147,TOTAL,102 ,"$87,290.68 ","$68,049.31 ",
ENDOCRINE SYSTEM,62148,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62148,OTHER,N/A,"$1,305.85 ","$1,016.48 ",
ENDOCRINE SYSTEM,62148,TOTAL,N/A,"$1,305.85 ","$1,016.48 ",
ENDOCRINE SYSTEM,62160,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62160,OTHER,260 ,"$48,547.65 ","$37,724.55 ",
ENDOCRINE SYSTEM,62160,TOTAL,260 ,"$48,547.65 ","$37,724.55 ",
ENDOCRINE SYSTEM,62161,80S,34 ,"$5,343.57 ","$4,158.24 ",
ENDOCRINE SYSTEM,62161,OTHER,86 ,"$109,757.19 ","$84,761.64 ",
ENDOCRINE SYSTEM,62161,TOTAL,120 ,"$115,100.76 ","$88,919.88 ",
ENDOCRINE SYSTEM,62162,80S,N/A,"$1,407.18 ","$1,117.37 ",
ENDOCRINE SYSTEM,62162,OTHER,24 ,"$41,102.03 ","$32,140.92 ",
ENDOCRINE SYSTEM,62162,TOTAL,29 ,"$42,509.21 ","$33,258.29 ",
ENDOCRINE SYSTEM,62164,80S,N/A,"$2,294.12 ","$1,818.67 ",
ENDOCRINE SYSTEM,62164,OTHER,33 ,"$65,378.83 ","$52,110.98 ",
ENDOCRINE SYSTEM,62164,TOTAL,40 ,"$67,672.95 ","$53,929.65 ",
ENDOCRINE SYSTEM,62165,80S,53 ,"$11,923.88 ","$9,411.87 ",
ENDOCRINE SYSTEM,62165,OTHER,"2,181 ","$2,151,476.58 ","$1,700,027.48 ",
ENDOCRINE SYSTEM,62165,TOTAL,"2,234 ","$2,163,400.46 ","$1,709,439.35 ",
ENDOCRINE SYSTEM,62180,OTHER,N/A,"$5,461.74 ","$4,291.67 ",
ENDOCRINE SYSTEM,62180,TOTAL,N/A,"$5,461.74 ","$4,291.67 ",
ENDOCRINE SYSTEM,62190,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62190,OTHER,N/A,"$1,908.25 ","$1,496.07 ",
ENDOCRINE SYSTEM,62190,TOTAL,N/A,"$1,908.25 ","$1,496.07 ",
ENDOCRINE SYSTEM,62192,80S,29 ,"$2,673.95 ","$2,010.39 ",
ENDOCRINE SYSTEM,62192,OTHER,73 ,"$45,866.46 ","$35,239.81 ",
ENDOCRINE SYSTEM,62192,TOTAL,102 ,"$48,540.41 ","$37,250.20 ",
ENDOCRINE SYSTEM,62194,OTHER,202 ,"$57,577.00 ","$45,169.88 ",
ENDOCRINE SYSTEM,62194,TOTAL,202 ,"$57,577.00 ","$45,169.88 ",
ENDOCRINE SYSTEM,62200,80S,N/A,"$1,608.28 ","$1,050.30 ",
ENDOCRINE SYSTEM,62200,OTHER,20 ,"$20,588.25 ","$16,192.36 ",
ENDOCRINE SYSTEM,62200,TOTAL,30 ,"$22,196.53 ","$17,242.66 ",
ENDOCRINE SYSTEM,62201,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62201,OTHER,145 ,"$170,474.30 ","$133,276.79 ",
ENDOCRINE SYSTEM,62201,TOTAL,145 ,"$170,474.30 ","$133,276.79 ",
ENDOCRINE SYSTEM,62220,80S,25 ,"$3,752.52 ","$3,006.53 ",
ENDOCRINE SYSTEM,62220,OTHER,180 ,"$155,519.82 ","$125,171.67 ",
ENDOCRINE SYSTEM,62220,TOTAL,205 ,"$159,272.34 ","$128,178.20 ",
ENDOCRINE SYSTEM,62223,80S,"1,027 ","$148,895.83 ","$115,755.59 ",
ENDOCRINE SYSTEM,62223,OTHER,"7,261 ","$5,519,144.42 ","$4,341,169.24 ",
ENDOCRINE SYSTEM,62223,TOTAL,"8,288 ","$5,668,040.25 ","$4,456,924.83 ",
ENDOCRINE SYSTEM,62225,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62225,OTHER,584 ,"$262,953.26 ","$204,498.68 ",
ENDOCRINE SYSTEM,62225,TOTAL,584 ,"$262,953.26 ","$204,498.68 ",
ENDOCRINE SYSTEM,62230,80S,317 ,"$36,126.89 ","$28,206.12 ",
ENDOCRINE SYSTEM,62230,OTHER,"1,662 ","$1,171,407.95 ","$913,123.05 ",
ENDOCRINE SYSTEM,62230,TOTAL,"1,979 ","$1,207,534.84 ","$941,329.17 ",
ENDOCRINE SYSTEM,62252,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62252,OTHER,"9,741 ","$639,201.38 ","$480,094.61 ",
ENDOCRINE SYSTEM,62252,TOTAL,"9,741 ","$639,201.38 ","$480,094.61 ",
ENDOCRINE SYSTEM,62256,80S,111 ,"$8,688.94 ","$6,821.57 ",
ENDOCRINE SYSTEM,62256,OTHER,453 ,"$246,160.47 ","$191,495.21 ",
ENDOCRINE SYSTEM,62256,TOTAL,564 ,"$254,849.41 ","$198,316.78 ",
ENDOCRINE SYSTEM,62258,80S,52 ,"$8,072.46 ","$6,251.67 ",
ENDOCRINE SYSTEM,62258,OTHER,261 ,"$233,903.32 ","$183,279.41 ",
ENDOCRINE SYSTEM,62258,TOTAL,313 ,"$241,975.78 ","$189,531.08 ",
ENDOCRINE SYSTEM,62263,SG,11 ,"$5,099.51 ","$3,997.99 ",
ENDOCRINE SYSTEM,62263,OTHER,253 ,"$107,281.22 ","$82,845.36 ",
ENDOCRINE SYSTEM,62263,TOTAL,264 ,"$112,380.73 ","$86,843.35 ",
ENDOCRINE SYSTEM,62264,80S,N/A,$0.00 ,$0.00 ,
ENDOCRINE SYSTEM,62264,SG,12 ,"$5,775.88 ","$4,528.25 ",
ENDOCRINE SYSTEM,62264,OTHER,"5,085 ","$1,858,943.96 ","$1,412,026.47 ",
ENDOCRINE SYSTEM,62264,TOTAL,"5,097 ","$1,864,719.84 ","$1,416,554.72 ",
ENDOCRINE SYSTEM,62267,80S,N/A,$34.36 ,$27.30 ,
ENDOCRINE SYSTEM,62267,OTHER,"2,874 ","$433,281.60 ","$338,261.47 ",
ENDOCRINE SYSTEM,62267,TOTAL,"2,876 ","$433,315.96 ","$338,288.77 ",
ENDOCRINE SYSTEM,62268,OTHER,91 ,"$31,149.09 ","$24,258.41 ",
ENDOCRINE SYSTEM,62268,TOTAL,91 ,"$31,149.09 ","$24,258.41 ",
ENDOCRINE SYSTEM,62269,OTHER,25 ,"$5,926.94 ","$4,693.95 ",
