CPT only copyright 2011 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2011 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18117,,,,,,
DIGESTIVE SYSTEM,43227,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43227,OTHER,618,"$129,193.46","$102,097.57",
DIGESTIVE SYSTEM,43228,TOTAL,"4,734","$1,231,328.68","$945,867.95",
DIGESTIVE SYSTEM,43228,SG,117,"$73,422.00","$58,050.85",
DIGESTIVE SYSTEM,43228,OTHER,"4,617","$1,157,906.68","$887,817.10",
DIGESTIVE SYSTEM,43231,TOTAL,511,"$95,217.53","$74,612.49",
DIGESTIVE SYSTEM,43231,SG,N/A,$741.74,$593.40,
DIGESTIVE SYSTEM,43231,OTHER,511,"$94,475.79","$74,019.09",
DIGESTIVE SYSTEM,43232,TOTAL,473,"$126,278.85","$98,527.10",
DIGESTIVE SYSTEM,43232,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43232,SG,N/A,"$1,613.99","$1,177.59",
DIGESTIVE SYSTEM,43232,OTHER,473,"$124,664.86","$97,349.51",
DIGESTIVE SYSTEM,43234,TOTAL,"2,297","$286,946.55","$225,342.44",
DIGESTIVE SYSTEM,43234,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43234,SG,N/A,"$2,510.29","$2,008.24",
DIGESTIVE SYSTEM,43234,OTHER,"2,297","$284,436.26","$223,334.20",
DIGESTIVE SYSTEM,43235,TOTAL,"475,303","$75,457,251.01","$58,795,082.13",
DIGESTIVE SYSTEM,43235,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43235,SG,"19,772","$5,867,142.55","$4,564,970.76",
DIGESTIVE SYSTEM,43235,OTHER,"455,531","$69,590,108.46","$54,230,111.37",
DIGESTIVE SYSTEM,43236,TOTAL,"16,089","$2,153,804.56","$1,686,637.87",
DIGESTIVE SYSTEM,43236,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43236,SG,216,"$54,114.28","$41,905.80",
DIGESTIVE SYSTEM,43236,OTHER,"15,873","$2,099,690.28","$1,644,732.07",
DIGESTIVE SYSTEM,43237,TOTAL,868,"$206,689.92","$162,282.56",
DIGESTIVE SYSTEM,43237,SG,N/A,"$2,535.15","$1,866.99",
DIGESTIVE SYSTEM,43237,OTHER,868,"$204,154.77","$160,415.57",
DIGESTIVE SYSTEM,43238,TOTAL,743,"$221,035.75","$174,035.10",
DIGESTIVE SYSTEM,43238,SG,N/A,"$1,681.10","$1,344.89",
DIGESTIVE SYSTEM,43238,OTHER,743,"$219,354.65","$172,690.21",
DIGESTIVE SYSTEM,43239,TOTAL,"2,011,008","$367,780,166.23","$287,191,638.91",
DIGESTIVE SYSTEM,43239,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43239,SG,"115,069","$33,096,445.38","$25,884,846.53",
DIGESTIVE SYSTEM,43239,OTHER,"1,895,939","$334,683,720.85","$261,306,792.38",
DIGESTIVE SYSTEM,43240,TOTAL,320,"$107,239.06","$84,547.47",
DIGESTIVE SYSTEM,43240,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43240,SG,N/A,"$1,583.07","$1,263.55",
DIGESTIVE SYSTEM,43240,OTHER,320,"$105,655.99","$83,283.92",
DIGESTIVE SYSTEM,43241,TOTAL,"3,829","$470,507.09","$371,575.13",
DIGESTIVE SYSTEM,43241,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43241,SG,16,"$3,987.42","$3,144.11",
DIGESTIVE SYSTEM,43241,OTHER,"3,813","$466,519.67","$368,431.02",
DIGESTIVE SYSTEM,43242,TOTAL,"27,275","$11,699,471.71","$9,220,661.99",
DIGESTIVE SYSTEM,43242,80S,N/A,$132.28,$105.82,
DIGESTIVE SYSTEM,43242,SG,195,"$118,365.20","$93,375.65",
DIGESTIVE SYSTEM,43242,OTHER,"27,080","$11,580,974.23","$9,127,180.52",
DIGESTIVE SYSTEM,43243,TOTAL,"2,376","$604,174.50","$475,263.74",
DIGESTIVE SYSTEM,43243,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43243,SG,34,"$8,703.36","$6,962.67",
DIGESTIVE SYSTEM,43243,OTHER,"2,342","$595,471.14","$468,301.07",
DIGESTIVE SYSTEM,43244,TOTAL,"17,155","$5,138,077.22","$4,006,261.13",
DIGESTIVE SYSTEM,43244,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43244,SG,254,"$81,259.32","$63,635.65",
DIGESTIVE SYSTEM,43244,OTHER,"16,901","$5,056,817.90","$3,942,625.48",
DIGESTIVE SYSTEM,43245,TOTAL,"14,920","$2,798,050.16","$2,178,676.31",
DIGESTIVE SYSTEM,43245,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43245,SG,505,"$149,212.69","$117,100.80",
DIGESTIVE SYSTEM,43245,OTHER,"14,415","$2,648,837.47","$2,061,575.51",
DIGESTIVE SYSTEM,43246,TOTAL,"130,757","$31,625,164.75","$25,124,309.92",
DIGESTIVE SYSTEM,43246,80S,793,"$29,848.55","$23,846.32",
DIGESTIVE SYSTEM,43246,SG,435,"$140,678.50","$111,539.92",
DIGESTIVE SYSTEM,43246,OTHER,"129,529","$31,454,637.70","$24,988,923.68",
DIGESTIVE SYSTEM,43247,TOTAL,"30,470","$6,113,715.37","$4,759,264.46",
DIGESTIVE SYSTEM,43247,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43247,SG,475,"$141,819.33","$110,943.47",
DIGESTIVE SYSTEM,43247,OTHER,"29,995","$5,971,896.04","$4,648,320.99",
DIGESTIVE SYSTEM,43248,TOTAL,"154,419","$32,262,108.80","$25,134,658.99",
DIGESTIVE SYSTEM,43248,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43248,SG,"14,478","$4,204,653.15","$3,293,774.00",
DIGESTIVE SYSTEM,43248,OTHER,"139,941","$28,057,455.65","$21,840,884.99",
DIGESTIVE SYSTEM,43249,TOTAL,"117,018","$21,267,741.03","$16,498,766.10",
DIGESTIVE SYSTEM,43249,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43249,SG,"5,120","$1,496,239.33","$1,166,891.58",
DIGESTIVE SYSTEM,43249,OTHER,"111,898","$19,771,501.70","$15,331,874.52",
DIGESTIVE SYSTEM,43250,TOTAL,"8,726","$1,662,215.42","$1,301,695.63",
DIGESTIVE SYSTEM,43250,SG,460,"$137,948.13","$108,391.16",
DIGESTIVE SYSTEM,43250,OTHER,"8,266","$1,524,267.29","$1,193,304.47",
DIGESTIVE SYSTEM,43251,TOTAL,"35,438","$7,517,014.72","$5,870,164.46",
DIGESTIVE SYSTEM,43251,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43251,SG,"1,720","$494,039.86","$386,370.62",
DIGESTIVE SYSTEM,43251,OTHER,"33,718","$7,022,974.86","$5,483,793.84",
DIGESTIVE SYSTEM,43255,TOTAL,"56,511","$15,752,631.55","$12,474,853.36",
DIGESTIVE SYSTEM,43255,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43255,SG,572,"$145,016.34","$114,518.17",
DIGESTIVE SYSTEM,43255,OTHER,"55,939","$15,607,615.21","$12,360,335.19",
DIGESTIVE SYSTEM,43256,TOTAL,"3,966","$967,468.82","$765,848.99",
DIGESTIVE SYSTEM,43256,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43256,SG,N/A,$600.00,$480.00,
DIGESTIVE SYSTEM,43256,OTHER,"3,966","$966,868.82","$765,368.99",
DIGESTIVE SYSTEM,43257,TOTAL,90,"$29,678.56","$23,483.81",
DIGESTIVE SYSTEM,43257,OTHER,90,"$29,678.56","$23,483.81",
DIGESTIVE SYSTEM,43258,TOTAL,"18,811","$4,896,073.72","$3,832,514.81",
DIGESTIVE SYSTEM,43258,SG,363,"$104,600.61","$82,164.50",
DIGESTIVE SYSTEM,43258,OTHER,"18,448","$4,791,473.11","$3,750,350.31",
DIGESTIVE SYSTEM,43259,TOTAL,"36,621","$11,070,040.37","$8,674,952.06",
DIGESTIVE SYSTEM,43259,80S,N/A,$97.16,$77.72,
DIGESTIVE SYSTEM,43259,SG,342,"$109,108.33","$85,553.53",
DIGESTIVE SYSTEM,43259,OTHER,"36,279","$10,960,834.88","$8,589,320.81",
DIGESTIVE SYSTEM,43260,TOTAL,"11,385","$3,857,433.73","$3,050,553.21",
DIGESTIVE SYSTEM,43260,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43260,SG,N/A,"$7,963.18","$6,370.54",
DIGESTIVE SYSTEM,43260,OTHER,"11,385","$3,849,470.55","$3,044,182.67",
DIGESTIVE SYSTEM,43261,TOTAL,"8,419","$565,064.66","$447,429.09",
DIGESTIVE SYSTEM,43261,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43261,SG,N/A,"$1,778.73","$1,422.98",
DIGESTIVE SYSTEM,43261,OTHER,"8,419","$563,285.93","$446,006.11",
DIGESTIVE SYSTEM,43262,TOTAL,"58,617","$8,537,591.31","$6,771,546.78",
DIGESTIVE SYSTEM,43262,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43262,SG,27,"$17,461.17","$13,819.28",
DIGESTIVE SYSTEM,43262,OTHER,"58,590","$8,520,130.14","$6,757,727.50",
DIGESTIVE SYSTEM,43263,TOTAL,702,"$70,852.92","$55,390.91",
DIGESTIVE SYSTEM,43263,OTHER,702,"$70,852.92","$55,390.91",
DIGESTIVE SYSTEM,43264,TOTAL,"46,068","$23,646,122.43","$18,732,333.15",
DIGESTIVE SYSTEM,43264,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43264,SG,22,"$10,672.37","$8,408.28",
DIGESTIVE SYSTEM,43264,OTHER,"46,046","$23,635,450.06","$18,723,924.87",
DIGESTIVE SYSTEM,43265,TOTAL,"2,796","$1,664,731.53","$1,320,462.88",
DIGESTIVE SYSTEM,43265,OTHER,"2,796","$1,664,731.53","$1,320,462.88",
DIGESTIVE SYSTEM,43267,TOTAL,242,"$39,336.50","$31,363.28",
DIGESTIVE SYSTEM,43267,OTHER,242,"$39,336.50","$31,363.28",
DIGESTIVE SYSTEM,43268,TOTAL,"37,076","$11,855,413.63","$9,393,936.22",
DIGESTIVE SYSTEM,43268,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43268,SG,15,"$15,820.33","$12,656.30",
DIGESTIVE SYSTEM,43268,OTHER,"37,061","$11,839,593.30","$9,381,279.92",
DIGESTIVE SYSTEM,43269,TOTAL,"20,763","$6,864,209.82","$5,414,046.58",
DIGESTIVE SYSTEM,43269,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43269,SG,17,"$17,819.62","$14,255.74",
DIGESTIVE SYSTEM,43269,OTHER,"20,746","$6,846,390.20","$5,399,790.84",
DIGESTIVE SYSTEM,43271,TOTAL,"12,876","$1,469,856.58","$1,164,140.54",
DIGESTIVE SYSTEM,43271,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43271,SG,20,"$9,248.71","$6,988.87",
DIGESTIVE SYSTEM,43271,OTHER,"12,856","$1,460,607.87","$1,157,151.67",
DIGESTIVE SYSTEM,43272,TOTAL,306,"$54,527.07","$43,149.90",
DIGESTIVE SYSTEM,43272,OTHER,306,"$54,527.07","$43,149.90",
DIGESTIVE SYSTEM,43273,TOTAL,"4,028","$532,590.88","$422,341.86",
DIGESTIVE SYSTEM,43273,OTHER,"4,028","$532,590.88","$422,341.86",
DIGESTIVE SYSTEM,43279,TOTAL,934,"$862,534.70","$681,573.54",
DIGESTIVE SYSTEM,43279,80S,241,"$44,282.33","$35,166.62",
DIGESTIVE SYSTEM,43279,OTHER,693,"$818,252.37","$646,406.92",
DIGESTIVE SYSTEM,43280,TOTAL,"6,885","$5,351,144.51","$4,201,835.89",
DIGESTIVE SYSTEM,43280,80S,"1,877","$293,082.75","$230,915.95",
DIGESTIVE SYSTEM,43280,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43280,OTHER,"5,008","$5,058,061.76","$3,970,919.94",
DIGESTIVE SYSTEM,43281,TOTAL,"8,557","$9,456,422.60","$7,469,172.37",
DIGESTIVE SYSTEM,43281,80S,"2,594","$584,616.32","$462,419.59",
DIGESTIVE SYSTEM,43281,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43281,OTHER,"5,963","$8,871,806.28","$7,006,752.78",
DIGESTIVE SYSTEM,43282,TOTAL,"4,882","$6,352,184.74","$5,033,159.44",
DIGESTIVE SYSTEM,43282,80S,"1,477","$394,364.12","$312,796.90",
DIGESTIVE SYSTEM,43282,OTHER,"3,405","$5,957,820.62","$4,720,362.54",
DIGESTIVE SYSTEM,43283,TOTAL,401,"$51,701.80","$40,872.95",
DIGESTIVE SYSTEM,43283,80S,98,"$2,508.06","$1,970.39",
DIGESTIVE SYSTEM,43283,OTHER,303,"$49,193.74","$38,902.56",
DIGESTIVE SYSTEM,43289,TOTAL,721,"$937,305.28","$745,586.14",
DIGESTIVE SYSTEM,43289,80S,157,"$50,280.13","$40,103.79",
DIGESTIVE SYSTEM,43289,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43289,OTHER,564,"$887,025.15","$705,482.35",
DIGESTIVE SYSTEM,43300,TOTAL,50,"$21,581.53","$17,192.19",
DIGESTIVE SYSTEM,43300,80S,N/A,$416.26,$333.02,
DIGESTIVE SYSTEM,43300,OTHER,50,"$21,165.27","$16,859.17",
DIGESTIVE SYSTEM,43305,TOTAL,91,"$86,377.14","$68,160.57",
DIGESTIVE SYSTEM,43305,80S,N/A,"$1,019.61",$815.69,
DIGESTIVE SYSTEM,43305,OTHER,91,"$85,357.53","$67,344.88",
DIGESTIVE SYSTEM,43310,TOTAL,96,"$107,847.40","$86,277.91",
DIGESTIVE SYSTEM,43310,80S,22,"$4,764.95","$3,811.96",
DIGESTIVE SYSTEM,43310,OTHER,74,"$103,082.45","$82,465.95",
DIGESTIVE SYSTEM,43312,TOTAL,19,"$31,847.50","$24,846.57",
DIGESTIVE SYSTEM,43312,80S,N/A,"$1,883.02","$1,506.41",
DIGESTIVE SYSTEM,43312,OTHER,19,"$29,964.48","$23,340.16",
DIGESTIVE SYSTEM,43313,TOTAL,N/A,"$3,058.60","$2,446.88",
DIGESTIVE SYSTEM,43313,OTHER,N/A,"$3,058.60","$2,446.88",
DIGESTIVE SYSTEM,43314,TOTAL,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43314,OTHER,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43320,TOTAL,76,"$62,375.82","$48,675.87",
DIGESTIVE SYSTEM,43320,80S,21,"$3,842.77","$3,074.24",
DIGESTIVE SYSTEM,43320,OTHER,55,"$58,533.05","$45,601.63",
DIGESTIVE SYSTEM,43325,TOTAL,248,"$229,593.61","$183,578.27",
DIGESTIVE SYSTEM,43325,80S,65,"$12,169.77","$9,735.80",
DIGESTIVE SYSTEM,43325,OTHER,183,"$217,423.84","$173,842.47",
DIGESTIVE SYSTEM,43327,TOTAL,679,"$365,391.07","$287,385.09",
DIGESTIVE SYSTEM,43327,80S,171,"$17,825.50","$14,072.06",
DIGESTIVE SYSTEM,43327,OTHER,508,"$347,565.57","$273,313.03",
DIGESTIVE SYSTEM,43328,TOTAL,148,"$108,297.60","$84,502.73",
DIGESTIVE SYSTEM,43328,80S,34,"$4,525.25","$3,620.21",
DIGESTIVE SYSTEM,43328,OTHER,114,"$103,772.35","$80,882.52",
DIGESTIVE SYSTEM,43330,TOTAL,92,"$89,253.49","$70,685.69",
DIGESTIVE SYSTEM,43330,80S,20,"$3,850.48","$3,080.39",
DIGESTIVE SYSTEM,43330,OTHER,72,"$85,403.01","$67,605.30",
DIGESTIVE SYSTEM,43331,TOTAL,74,"$69,139.87","$53,345.83",
DIGESTIVE SYSTEM,43331,80S,17,"$2,850.64","$2,280.51",
DIGESTIVE SYSTEM,43331,OTHER,57,"$66,289.23","$51,065.32",
DIGESTIVE SYSTEM,43332,TOTAL,"1,953","$1,617,676.38","$1,285,708.24",
DIGESTIVE SYSTEM,43332,80S,513,"$84,642.60","$67,043.29",
DIGESTIVE SYSTEM,43332,OTHER,"1,440","$1,533,033.78","$1,218,664.95",
DIGESTIVE SYSTEM,43333,TOTAL,522,"$473,662.57","$375,628.19",
DIGESTIVE SYSTEM,43333,80S,151,"$28,509.68","$22,733.78",
DIGESTIVE SYSTEM,43333,OTHER,371,"$445,152.89","$352,894.41",
DIGESTIVE SYSTEM,43334,TOTAL,387,"$374,094.39","$297,081.52",
DIGESTIVE SYSTEM,43334,80S,96,"$18,438.03","$14,690.72",
DIGESTIVE SYSTEM,43334,OTHER,291,"$355,656.36","$282,390.80",
DIGESTIVE SYSTEM,43335,TOTAL,89,"$89,613.83","$71,036.88",
DIGESTIVE SYSTEM,43335,80S,20,"$4,089.04","$3,271.24",
DIGESTIVE SYSTEM,43335,OTHER,69,"$85,524.79","$67,765.64",
DIGESTIVE SYSTEM,43336,TOTAL,169,"$186,820.96","$149,456.62",
DIGESTIVE SYSTEM,43336,80S,36,"$8,208.05","$6,566.44",
DIGESTIVE SYSTEM,43336,OTHER,133,"$178,612.91","$142,890.18",
DIGESTIVE SYSTEM,43337,TOTAL,72,"$83,535.09","$66,789.14",
DIGESTIVE SYSTEM,43337,80S,20,"$4,975.83","$3,980.67",
DIGESTIVE SYSTEM,43337,OTHER,52,"$78,559.26","$62,808.47",
DIGESTIVE SYSTEM,43338,TOTAL,219,"$25,357.95","$19,948.93",
DIGESTIVE SYSTEM,43338,80S,35,$724.96,$579.99,
DIGESTIVE SYSTEM,43338,OTHER,184,"$24,632.99","$19,368.94",
DIGESTIVE SYSTEM,43340,TOTAL,36,"$29,018.69","$23,214.97",
DIGESTIVE SYSTEM,43340,80S,12,"$2,246.25","$1,797.02",
DIGESTIVE SYSTEM,43340,OTHER,24,"$26,772.44","$21,417.95",
DIGESTIVE SYSTEM,43341,TOTAL,12,"$14,992.19","$11,993.77",
DIGESTIVE SYSTEM,43341,80S,N/A,$929.80,$743.84,
DIGESTIVE SYSTEM,43341,OTHER,12,"$14,062.39","$11,249.93",
DIGESTIVE SYSTEM,43350,TOTAL,N/A,"$3,821.31","$3,057.06",
DIGESTIVE SYSTEM,43350,OTHER,N/A,"$3,821.31","$3,057.06",
DIGESTIVE SYSTEM,43351,TOTAL,13,"$14,068.21","$10,060.95",
DIGESTIVE SYSTEM,43351,80S,N/A,$741.44,$593.16,
DIGESTIVE SYSTEM,43351,OTHER,13,"$13,326.77","$9,467.79",
DIGESTIVE SYSTEM,43352,TOTAL,49,"$43,999.09","$35,199.26",
DIGESTIVE SYSTEM,43352,80S,N/A,$990.05,$792.04,
DIGESTIVE SYSTEM,43352,OTHER,49,"$43,009.04","$34,407.22",
DIGESTIVE SYSTEM,43360,TOTAL,49,"$102,616.21","$81,743.67",
DIGESTIVE SYSTEM,43360,80S,N/A,"$2,189.17","$1,751.33",
DIGESTIVE SYSTEM,43360,OTHER,49,"$100,427.04","$79,992.34",
DIGESTIVE SYSTEM,43361,TOTAL,34,"$79,875.18","$63,900.13",
DIGESTIVE SYSTEM,43361,80S,N/A,"$2,081.28","$1,665.01",
DIGESTIVE SYSTEM,43361,OTHER,34,"$77,793.90","$62,235.12",
DIGESTIVE SYSTEM,43400,TOTAL,12,"$15,121.44","$11,967.55",
DIGESTIVE SYSTEM,43400,OTHER,12,"$15,121.44","$11,967.55",
DIGESTIVE SYSTEM,43401,TOTAL,N/A,"$5,206.26","$4,119.57",
DIGESTIVE SYSTEM,43401,80S,N/A,$477.89,$382.31,
DIGESTIVE SYSTEM,43401,OTHER,N/A,"$4,728.37","$3,737.26",
DIGESTIVE SYSTEM,43405,TOTAL,40,"$36,573.60","$29,189.01",
DIGESTIVE SYSTEM,43405,80S,12,"$2,225.53","$1,780.43",
DIGESTIVE SYSTEM,43405,OTHER,28,"$34,348.07","$27,408.58",
DIGESTIVE SYSTEM,43410,TOTAL,80,"$60,018.99","$48,015.19",
DIGESTIVE SYSTEM,43410,80S,11,"$1,587.50","$1,269.99",
DIGESTIVE SYSTEM,43410,OTHER,69,"$58,431.49","$46,745.20",
DIGESTIVE SYSTEM,43415,TOTAL,304,"$384,050.97","$304,683.76",
DIGESTIVE SYSTEM,43415,80S,81,"$20,831.09","$16,498.58",
DIGESTIVE SYSTEM,43415,OTHER,223,"$363,219.88","$288,185.18",
DIGESTIVE SYSTEM,43420,TOTAL,40,"$32,390.42","$25,912.38",
DIGESTIVE SYSTEM,43420,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43420,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43420,OTHER,40,"$32,390.42","$25,912.38",
DIGESTIVE SYSTEM,43425,TOTAL,26,"$36,141.99","$27,937.25",
DIGESTIVE SYSTEM,43425,80S,N/A,"$1,731.46","$1,385.17",
DIGESTIVE SYSTEM,43425,OTHER,26,"$34,410.53","$26,552.08",
DIGESTIVE SYSTEM,43450,TOTAL,"114,049","$8,442,231.01","$6,661,849.88",
DIGESTIVE SYSTEM,43450,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43450,SG,"10,722","$1,330,252.72","$1,054,568.20",
DIGESTIVE SYSTEM,43450,OTHER,"103,327","$7,111,978.29","$5,607,281.68",
DIGESTIVE SYSTEM,43453,TOTAL,"3,966","$292,978.38","$231,062.06",
DIGESTIVE SYSTEM,43453,SG,180,"$21,470.21","$17,010.42",
DIGESTIVE SYSTEM,43453,OTHER,"3,786","$271,508.17","$214,051.64",
DIGESTIVE SYSTEM,43456,TOTAL,"1,956","$300,256.91","$237,030.49",
DIGESTIVE SYSTEM,43456,SG,28,"$3,998.36","$3,085.23",
DIGESTIVE SYSTEM,43456,OTHER,"1,928","$296,258.55","$233,945.26",
DIGESTIVE SYSTEM,43458,TOTAL,"1,709","$303,048.23","$233,614.52",
DIGESTIVE SYSTEM,43458,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,43458,SG,63,"$16,002.31","$12,116.17",
DIGESTIVE SYSTEM,43458,OTHER,"1,646","$287,045.92","$221,498.35",
DIGESTIVE SYSTEM,43460,TOTAL,44,"$9,090.29","$7,255.14",
DIGESTIVE SYSTEM,43460,OTHER,44,"$9,090.29","$7,255.14",
DIGESTIVE SYSTEM,43496,TOTAL,14,"$31,038.88","$24,831.13",
DIGESTIVE SYSTEM,43496,80S,N/A,$873.22,$698.58,
DIGESTIVE SYSTEM,43496,OTHER,14,"$30,165.66","$24,132.55",
DIGESTIVE SYSTEM,43499,TOTAL,799,"$464,633.95","$371,222.17",
DIGESTIVE SYSTEM,43499,80S,N/A,$628.24,$502.60,
DIGESTIVE SYSTEM,43499,OTHER,799,"$464,005.71","$370,719.57",
DIGESTIVE SYSTEM,43500,TOTAL,416,"$209,515.17","$166,222.56",
DIGESTIVE SYSTEM,43500,80S,61,"$5,159.59","$4,127.66",
DIGESTIVE SYSTEM,43500,OTHER,355,"$204,355.58","$162,094.90",
DIGESTIVE SYSTEM,43501,TOTAL,733,"$768,489.82","$609,789.78",
DIGESTIVE SYSTEM,43501,80S,137,"$26,780.94","$21,424.78",
DIGESTIVE SYSTEM,43501,OTHER,596,"$741,708.88","$588,365.00",
DIGESTIVE SYSTEM,43502,TOTAL,62,"$68,593.07","$54,452.79",
DIGESTIVE SYSTEM,43502,80S,14,"$2,809.24","$2,247.37",
DIGESTIVE SYSTEM,43502,OTHER,48,"$65,783.83","$52,205.42",
DIGESTIVE SYSTEM,43510,TOTAL,24,"$22,564.01","$17,957.42",
DIGESTIVE SYSTEM,43510,80S,N/A,$361.41,$289.13,
DIGESTIVE SYSTEM,43510,OTHER,24,"$22,202.60","$17,668.29",
DIGESTIVE SYSTEM,43520,TOTAL,187,"$57,036.42","$45,629.27",
DIGESTIVE SYSTEM,43520,80S,39,"$2,121.90","$1,697.52",
DIGESTIVE SYSTEM,43520,OTHER,148,"$54,914.52","$43,931.75",
DIGESTIVE SYSTEM,43605,TOTAL,284,"$138,666.81","$110,695.34",
DIGESTIVE SYSTEM,43605,80S,49,"$3,879.95","$3,103.98",
DIGESTIVE SYSTEM,43605,OTHER,235,"$134,786.86","$107,591.36",
DIGESTIVE SYSTEM,43610,TOTAL,"1,208","$787,745.19","$624,389.63",
DIGESTIVE SYSTEM,43610,80S,261,"$31,712.82","$25,300.85",
DIGESTIVE SYSTEM,43610,OTHER,947,"$756,032.37","$599,088.78",
DIGESTIVE SYSTEM,43611,TOTAL,957,"$767,681.95","$610,082.90",
DIGESTIVE SYSTEM,43611,80S,215,"$33,868.50","$27,053.42",
DIGESTIVE SYSTEM,43611,OTHER,742,"$733,813.45","$583,029.48",
DIGESTIVE SYSTEM,43620,TOTAL,143,"$207,014.58","$165,482.08",
DIGESTIVE SYSTEM,43620,80S,33,"$9,661.34","$7,599.50",
DIGESTIVE SYSTEM,43620,OTHER,110,"$197,353.24","$157,882.58",
DIGESTIVE SYSTEM,43621,TOTAL,752,"$1,306,397.07","$1,038,163.89",
DIGESTIVE SYSTEM,43621,80S,179,"$62,217.62","$49,644.37",
DIGESTIVE SYSTEM,43621,OTHER,573,"$1,244,179.45","$988,519.52",
DIGESTIVE SYSTEM,43622,TOTAL,101,"$166,926.54","$133,541.24",
DIGESTIVE SYSTEM,43622,80S,29,"$9,549.12","$7,639.29",
DIGESTIVE SYSTEM,43622,OTHER,72,"$157,377.42","$125,901.95",
DIGESTIVE SYSTEM,43631,TOTAL,"1,438","$1,520,158.18","$1,212,067.11",
DIGESTIVE SYSTEM,43631,80S,371,"$80,040.97","$64,032.92",
DIGESTIVE SYSTEM,43631,OTHER,"1,067","$1,440,117.21","$1,148,034.19",
DIGESTIVE SYSTEM,43632,TOTAL,"2,301","$3,566,007.06","$2,832,693.62",
DIGESTIVE SYSTEM,43632,80S,566,"$172,280.63","$136,807.97",
DIGESTIVE SYSTEM,43632,OTHER,"1,735","$3,393,726.43","$2,695,885.65",
DIGESTIVE SYSTEM,43633,TOTAL,"1,747","$2,498,165.91","$1,986,148.64",
DIGESTIVE SYSTEM,43633,80S,457,"$129,825.67","$103,187.89",
DIGESTIVE SYSTEM,43633,OTHER,"1,290","$2,368,340.24","$1,882,960.75",
DIGESTIVE SYSTEM,43634,TOTAL,48,"$74,634.96","$59,175.61",
DIGESTIVE SYSTEM,43634,80S,12,"$3,916.97","$2,955.34",
DIGESTIVE SYSTEM,43634,OTHER,36,"$70,717.99","$56,220.27",
DIGESTIVE SYSTEM,43635,TOTAL,397,"$36,547.68","$28,968.30",
DIGESTIVE SYSTEM,43635,80S,74,"$1,272.80","$1,018.20",
DIGESTIVE SYSTEM,43635,OTHER,323,"$35,274.88","$27,950.10",
DIGESTIVE SYSTEM,43640,TOTAL,403,"$307,460.15","$244,930.91",
DIGESTIVE SYSTEM,43640,80S,90,"$13,037.21","$10,315.75",
DIGESTIVE SYSTEM,43640,OTHER,313,"$294,422.94","$234,615.16",
DIGESTIVE SYSTEM,43641,TOTAL,43,"$27,615.15","$22,092.13",
DIGESTIVE SYSTEM,43641,80S,11,"$1,469.55","$1,175.66",
DIGESTIVE SYSTEM,43641,OTHER,32,"$26,145.60","$20,916.47",
DIGESTIVE SYSTEM,43644,TOTAL,"11,960","$14,240,960.99","$11,265,532.28",
DIGESTIVE SYSTEM,43644,80S,"4,119","$1,041,947.21","$825,402.20",
DIGESTIVE SYSTEM,43644,OTHER,"7,841","$13,199,013.78","$10,440,130.08",
DIGESTIVE SYSTEM,43645,TOTAL,542,"$683,810.51","$543,959.85",
