"CPT only copyright 2021 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2021 Part B National Summary Data File 
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17810,,,,,,
CARDIOVASCULAR,35508,TOTAL,20 ,"$9,766.89 ","$7,876.18 ",
CARDIOVASCULAR,35509,80S,N/A,$350.94 ,$284.13 ,
CARDIOVASCULAR,35509,OTHER,N/A,"$5,671.89 ","$4,554.81 ",
CARDIOVASCULAR,35509,TOTAL,N/A,"$6,022.83 ","$4,838.94 ",
CARDIOVASCULAR,35510,80S,N/A,$927.81 ,$744.66 ,
CARDIOVASCULAR,35510,OTHER,13 ,"$16,230.02 ","$12,937.18 ",
CARDIOVASCULAR,35510,TOTAL,18 ,"$17,157.83 ","$13,681.84 ",
CARDIOVASCULAR,35511,OTHER,N/A,"$1,102.08 ",$881.66 ,
CARDIOVASCULAR,35511,TOTAL,N/A,"$1,102.08 ",$881.66 ,
CARDIOVASCULAR,35512,80S,N/A,$153.60 ,$122.88 ,
CARDIOVASCULAR,35512,OTHER,N/A,"$4,542.86 ","$3,649.59 ",
CARDIOVASCULAR,35512,TOTAL,N/A,"$4,696.46 ","$3,772.47 ",
CARDIOVASCULAR,35515,80S,N/A,$214.36 ,$171.49 ,
CARDIOVASCULAR,35515,OTHER,N/A,"$2,007.05 ","$1,617.36 ",
CARDIOVASCULAR,35515,TOTAL,N/A,"$2,221.41 ","$1,788.85 ",
CARDIOVASCULAR,35516,80S,N/A,$349.58 ,$279.67 ,
CARDIOVASCULAR,35516,OTHER,N/A,"$4,528.68 ","$3,642.49 ",
CARDIOVASCULAR,35516,TOTAL,N/A,"$4,878.26 ","$3,922.16 ",
CARDIOVASCULAR,35518,80S,N/A,$277.27 ,$221.82 ,
CARDIOVASCULAR,35518,OTHER,N/A,"$8,167.40 ","$6,574.63 ",
CARDIOVASCULAR,35518,TOTAL,N/A,"$8,444.67 ","$6,796.45 ",
CARDIOVASCULAR,35521,80S,N/A,$645.78 ,$520.24 ,
CARDIOVASCULAR,35521,OTHER,19 ,"$19,416.01 ","$15,624.28 ",
CARDIOVASCULAR,35521,TOTAL,24 ,"$20,061.79 ","$16,144.52 ",
CARDIOVASCULAR,35522,80S,16 ,"$2,979.22 ","$2,400.57 ",
CARDIOVASCULAR,35522,OTHER,73 ,"$86,926.77 ","$69,089.05 ",
CARDIOVASCULAR,35522,TOTAL,89 ,"$89,905.99 ","$71,489.62 ",
CARDIOVASCULAR,35523,80S,18 ,"$3,359.26 ","$2,700.11 ",
CARDIOVASCULAR,35523,OTHER,63 ,"$77,770.04 ","$62,612.65 ",
CARDIOVASCULAR,35523,TOTAL,81 ,"$81,129.30 ","$65,312.76 ",
CARDIOVASCULAR,35525,80S,18 ,"$2,618.28 ","$2,105.73 ",
CARDIOVASCULAR,35525,OTHER,88 ,"$95,278.77 ","$76,656.67 ",
CARDIOVASCULAR,35525,TOTAL,106 ,"$97,897.05 ","$78,762.40 ",
CARDIOVASCULAR,35526,80S,N/A,$228.05 ,$183.99 ,
CARDIOVASCULAR,35526,OTHER,11 ,"$13,541.42 ","$10,868.70 ",
CARDIOVASCULAR,35526,TOTAL,13 ,"$13,769.47 ","$11,052.69 ",
CARDIOVASCULAR,35531,80S,17 ,"$5,241.80 ","$4,214.32 ",
CARDIOVASCULAR,35531,OTHER,44 ,"$81,366.70 ","$65,669.17 ",
CARDIOVASCULAR,35531,TOTAL,61 ,"$86,608.50 ","$69,883.49 ",
CARDIOVASCULAR,35533,80S,N/A,"$1,354.94 ","$1,090.63 ",
CARDIOVASCULAR,35533,OTHER,13 ,"$20,614.97 ","$16,679.68 ",
CARDIOVASCULAR,35533,TOTAL,19 ,"$21,969.91 ","$17,770.31 ",
CARDIOVASCULAR,35535,80S,N/A,$773.79 ,$623.49 ,
CARDIOVASCULAR,35535,OTHER,N/A,"$16,997.06 ","$13,676.48 ",
CARDIOVASCULAR,35535,TOTAL,13 ,"$17,770.85 ","$14,299.97 ",
CARDIOVASCULAR,35536,OTHER,N/A,"$1,675.30 ","$1,361.42 ",
CARDIOVASCULAR,35536,TOTAL,N/A,"$1,675.30 ","$1,361.42 ",
CARDIOVASCULAR,35537,80S,N/A,$851.01 ,$685.79 ,
CARDIOVASCULAR,35537,OTHER,N/A,"$7,721.86 ","$6,209.66 ",
CARDIOVASCULAR,35537,TOTAL,N/A,"$8,572.87 ","$6,895.45 ",
CARDIOVASCULAR,35538,80S,N/A,$360.86 ,$292.21 ,
CARDIOVASCULAR,35538,OTHER,N/A,"$19,965.34 ","$15,923.17 ",
CARDIOVASCULAR,35538,TOTAL,N/A,"$20,326.20 ","$16,215.38 ",
CARDIOVASCULAR,35539,OTHER,N/A,"$8,553.65 ","$6,719.44 ",
CARDIOVASCULAR,35539,TOTAL,N/A,"$8,553.65 ","$6,719.44 ",
CARDIOVASCULAR,35540,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,35540,OTHER,36 ,"$86,593.50 ","$69,801.39 ",
CARDIOVASCULAR,35540,TOTAL,36 ,"$86,593.50 ","$69,801.39 ",
CARDIOVASCULAR,35556,80S,704 ,"$140,249.75 ","$111,269.60 ",
CARDIOVASCULAR,35556,OTHER,"2,061 ","$2,832,952.77 ","$2,257,994.21 ",
CARDIOVASCULAR,35556,TOTAL,"2,765 ","$2,973,202.52 ","$2,369,263.81 ",
CARDIOVASCULAR,35558,80S,32 ,"$5,216.08 ","$4,190.45 ",
CARDIOVASCULAR,35558,OTHER,137 ,"$142,164.54 ","$114,411.04 ",
CARDIOVASCULAR,35558,TOTAL,169 ,"$147,380.62 ","$118,601.49 ",
CARDIOVASCULAR,35560,OTHER,N/A,"$6,630.48 ","$4,633.93 ",
CARDIOVASCULAR,35560,TOTAL,N/A,"$6,630.48 ","$4,633.93 ",
CARDIOVASCULAR,35563,80S,N/A,$568.95 ,$459.36 ,
CARDIOVASCULAR,35563,OTHER,N/A,"$4,680.40 ","$3,753.68 ",
CARDIOVASCULAR,35563,TOTAL,N/A,"$5,249.35 ","$4,213.04 ",
CARDIOVASCULAR,35565,80S,27 ,"$4,653.60 ","$3,741.77 ",
CARDIOVASCULAR,35565,OTHER,109 ,"$125,434.22 ","$99,286.45 ",
CARDIOVASCULAR,35565,TOTAL,136 ,"$130,087.82 ","$103,028.22 ",
CARDIOVASCULAR,35566,80S,598 ,"$146,667.30 ","$116,708.59 ",
CARDIOVASCULAR,35566,OTHER,"1,972 ","$3,242,697.10 ","$2,583,024.54 ",
CARDIOVASCULAR,35566,TOTAL,"2,570 ","$3,389,364.40 ","$2,699,733.13 ",
CARDIOVASCULAR,35570,80S,17 ,"$3,223.32 ","$2,596.40 ",
CARDIOVASCULAR,35570,OTHER,71 ,"$96,409.77 ","$77,617.13 ",
CARDIOVASCULAR,35570,TOTAL,88 ,"$99,633.09 ","$80,213.53 ",
CARDIOVASCULAR,35571,80S,199 ,"$37,911.56 ","$30,246.83 ",
CARDIOVASCULAR,35571,OTHER,753 ,"$994,669.97 ","$793,234.11 ",
CARDIOVASCULAR,35571,TOTAL,952 ,"$1,032,581.53 ","$823,480.94 ",
CARDIOVASCULAR,35572,80S,68 ,"$3,576.11 ","$2,872.29 ",
CARDIOVASCULAR,35572,OTHER,183 ,"$62,835.43 ","$50,527.98 ",
CARDIOVASCULAR,35572,TOTAL,251 ,"$66,411.54 ","$53,400.27 ",
CARDIOVASCULAR,35583,80S,216 ,"$44,877.09 ","$35,630.24 ",
CARDIOVASCULAR,35583,OTHER,587 ,"$833,805.76 ","$663,188.61 ",
CARDIOVASCULAR,35583,TOTAL,803 ,"$878,682.85 ","$698,818.85 ",
CARDIOVASCULAR,35585,80S,185 ,"$45,793.42 ","$36,481.65 ",
CARDIOVASCULAR,35585,OTHER,632 ,"$1,045,766.74 ","$834,495.20 ",
CARDIOVASCULAR,35585,TOTAL,817 ,"$1,091,560.16 ","$870,976.85 ",
CARDIOVASCULAR,35587,80S,15 ,"$2,938.61 ","$2,362.18 ",
CARDIOVASCULAR,35587,OTHER,61 ,"$83,717.80 ","$67,385.19 ",
CARDIOVASCULAR,35587,TOTAL,76 ,"$86,656.41 ","$69,747.37 ",
CARDIOVASCULAR,35600,80S,"1,358 ","$50,249.12 ","$40,331.44 ",
CARDIOVASCULAR,35600,OTHER,"2,529 ","$660,925.31 ","$529,722.06 ",
CARDIOVASCULAR,35600,TOTAL,"3,887 ","$711,174.43 ","$570,053.50 ",
CARDIOVASCULAR,35601,80S,29 ,"$5,830.95 ","$4,649.00 ",
CARDIOVASCULAR,35601,OTHER,95 ,"$128,755.38 ","$103,250.24 ",
CARDIOVASCULAR,35601,TOTAL,124 ,"$134,586.33 ","$107,899.24 ",
CARDIOVASCULAR,35606,80S,191 ,"$30,189.60 ","$24,175.36 ",
CARDIOVASCULAR,35606,OTHER,704 ,"$717,074.76 ","$572,820.75 ",
CARDIOVASCULAR,35606,TOTAL,895 ,"$747,264.36 ","$596,996.11 ",
CARDIOVASCULAR,35612,80S,N/A,$82.02 ,$65.62 ,
CARDIOVASCULAR,35612,OTHER,N/A,"$3,338.16 ","$2,683.57 ",
CARDIOVASCULAR,35612,TOTAL,N/A,"$3,420.18 ","$2,749.19 ",
CARDIOVASCULAR,35616,80S,N/A,$663.07 ,$533.45 ,
CARDIOVASCULAR,35616,OTHER,19 ,"$16,506.94 ","$13,271.53 ",
CARDIOVASCULAR,35616,TOTAL,24 ,"$17,170.01 ","$13,804.98 ",
CARDIOVASCULAR,35621,80S,100 ,"$15,952.77 ","$12,639.69 ",
CARDIOVASCULAR,35621,OTHER,394 ,"$411,181.62 ","$328,953.93 ",
CARDIOVASCULAR,35621,TOTAL,494 ,"$427,134.39 ","$341,593.62 ",
CARDIOVASCULAR,35623,80S,N/A,"$1,512.58 ","$1,220.26 ",
CARDIOVASCULAR,35623,OTHER,18 ,"$25,768.71 ","$20,807.03 ",
CARDIOVASCULAR,35623,TOTAL,25 ,"$27,281.29 ","$22,027.29 ",
CARDIOVASCULAR,35626,80S,77 ,"$11,952.30 ","$9,507.25 ",
CARDIOVASCULAR,35626,OTHER,283 ,"$277,523.31 ","$218,906.67 ",
CARDIOVASCULAR,35626,TOTAL,360 ,"$289,475.61 ","$228,413.92 ",
CARDIOVASCULAR,35631,80S,99 ,"$25,381.67 ","$20,453.08 ",
CARDIOVASCULAR,35631,OTHER,381 ,"$545,821.14 ","$435,861.39 ",
CARDIOVASCULAR,35631,TOTAL,480 ,"$571,202.81 ","$456,314.47 ",
CARDIOVASCULAR,35632,80S,N/A,"$1,148.27 ",$927.21 ,
CARDIOVASCULAR,35632,OTHER,24 ,"$24,345.26 ","$19,645.14 ",
CARDIOVASCULAR,35632,TOTAL,32 ,"$25,493.53 ","$20,572.35 ",
CARDIOVASCULAR,35633,80S,33 ,"$9,912.54 ","$7,987.68 ",
CARDIOVASCULAR,35633,OTHER,152 ,"$286,034.56 ","$230,417.42 ",
CARDIOVASCULAR,35633,TOTAL,185 ,"$295,947.10 ","$238,405.10 ",
CARDIOVASCULAR,35634,80S,11 ,"$2,704.08 ","$2,178.69 ",
CARDIOVASCULAR,35634,OTHER,39 ,"$63,263.97 ","$51,009.95 ",
CARDIOVASCULAR,35634,TOTAL,50 ,"$65,968.05 ","$53,188.64 ",
CARDIOVASCULAR,35636,80S,N/A,$491.89 ,$396.72 ,
CARDIOVASCULAR,35636,OTHER,N/A,"$9,013.05 ","$7,236.46 ",
CARDIOVASCULAR,35636,TOTAL,N/A,"$9,504.94 ","$7,633.18 ",
CARDIOVASCULAR,35637,80S,13 ,"$2,838.34 ","$2,280.05 ",
CARDIOVASCULAR,35637,OTHER,42 ,"$54,485.89 ","$42,470.28 ",
CARDIOVASCULAR,35637,TOTAL,55 ,"$57,324.23 ","$44,750.33 ",
CARDIOVASCULAR,35638,80S,40 ,"$9,351.15 ","$7,535.55 ",
CARDIOVASCULAR,35638,OTHER,118 ,"$180,042.42 ","$142,318.24 ",
CARDIOVASCULAR,35638,TOTAL,158 ,"$189,393.57 ","$149,853.79 ",
CARDIOVASCULAR,35642,OTHER,N/A,$925.62 ,$751.76 ,
CARDIOVASCULAR,35642,TOTAL,N/A,$925.62 ,$751.76 ,
CARDIOVASCULAR,35645,80S,N/A,$179.49 ,$143.59 ,
CARDIOVASCULAR,35645,OTHER,N/A,"$2,263.23 ","$1,830.21 ",
CARDIOVASCULAR,35645,TOTAL,N/A,"$2,442.72 ","$1,973.80 ",
CARDIOVASCULAR,35646,80S,362 ,"$90,767.36 ","$71,512.11 ",
CARDIOVASCULAR,35646,OTHER,874 ,"$1,389,057.73 ","$1,103,946.74 ",
CARDIOVASCULAR,35646,TOTAL,"1,236 ","$1,479,825.09 ","$1,175,458.85 ",
CARDIOVASCULAR,35647,80S,30 ,"$5,780.65 ","$4,485.99 ",
CARDIOVASCULAR,35647,OTHER,93 ,"$119,451.75 ","$94,619.45 ",
CARDIOVASCULAR,35647,TOTAL,123 ,"$125,232.40 ","$99,105.44 ",
CARDIOVASCULAR,35650,80S,18 ,"$2,630.15 ","$2,126.58 ",
CARDIOVASCULAR,35650,OTHER,50 ,"$52,151.74 ","$42,052.37 ",
CARDIOVASCULAR,35650,TOTAL,68 ,"$54,781.89 ","$44,178.95 ",
CARDIOVASCULAR,35654,80S,188 ,"$36,447.31 ","$29,137.60 ",
CARDIOVASCULAR,35654,OTHER,607 ,"$773,886.35 ","$619,232.41 ",
CARDIOVASCULAR,35654,TOTAL,795 ,"$810,333.66 ","$648,370.01 ",
CARDIOVASCULAR,35656,80S,"1,210 ","$178,443.95 ","$141,918.31 ",
CARDIOVASCULAR,35656,OTHER,"4,009 ","$4,057,591.81 ","$3,243,404.22 ",
CARDIOVASCULAR,35656,TOTAL,"5,219 ","$4,236,035.76 ","$3,385,322.53 ",
CARDIOVASCULAR,35661,80S,661 ,"$95,848.68 ","$76,061.90 ",
CARDIOVASCULAR,35661,OTHER,"2,141 ","$2,075,196.75 ","$1,655,715.67 ",
CARDIOVASCULAR,35661,TOTAL,"2,802 ","$2,171,045.43 ","$1,731,777.57 ",
CARDIOVASCULAR,35663,80S,N/A,"$1,067.56 ",$860.41 ,
CARDIOVASCULAR,35663,OTHER,49 ,"$48,467.02 ","$39,086.31 ",
CARDIOVASCULAR,35663,TOTAL,57 ,"$49,534.58 ","$39,946.72 ",
CARDIOVASCULAR,35665,80S,167 ,"$25,312.68 ","$19,739.82 ",
CARDIOVASCULAR,35665,OTHER,751 ,"$753,404.66 ","$601,233.94 ",
CARDIOVASCULAR,35665,TOTAL,918 ,"$778,717.34 ","$620,973.76 ",
CARDIOVASCULAR,35666,80S,479 ,"$90,022.84 ","$71,968.01 ",
CARDIOVASCULAR,35666,OTHER,"1,645 ","$2,081,428.54 ","$1,662,944.84 ",
CARDIOVASCULAR,35666,TOTAL,"2,124 ","$2,171,451.38 ","$1,734,912.85 ",
CARDIOVASCULAR,35671,80S,35 ,"$5,416.72 ","$4,364.88 ",
CARDIOVASCULAR,35671,OTHER,163 ,"$175,034.53 ","$140,123.86 ",
CARDIOVASCULAR,35671,TOTAL,198 ,"$180,451.25 ","$144,488.74 ",
CARDIOVASCULAR,35681,80S,56 ,$642.33 ,$517.59 ,
CARDIOVASCULAR,35681,OTHER,172 ,"$14,007.18 ","$11,289.13 ",
CARDIOVASCULAR,35681,TOTAL,228 ,"$14,649.51 ","$11,806.72 ",
CARDIOVASCULAR,35682,80S,13 ,$666.16 ,$538.41 ,
CARDIOVASCULAR,35682,OTHER,150 ,"$51,400.61 ","$41,142.86 ",
CARDIOVASCULAR,35682,TOTAL,163 ,"$52,066.77 ","$41,681.27 ",
CARDIOVASCULAR,35683,80S,N/A,$64.73 ,$52.58 ,
CARDIOVASCULAR,35683,OTHER,13 ,"$5,215.79 ","$4,206.32 ",
CARDIOVASCULAR,35683,TOTAL,14 ,"$5,280.52 ","$4,258.90 ",
CARDIOVASCULAR,35685,80S,69 ,"$2,037.46 ","$1,615.51 ",
CARDIOVASCULAR,35685,OTHER,311 ,"$63,403.16 ","$50,793.44 ",
CARDIOVASCULAR,35685,TOTAL,380 ,"$65,440.62 ","$52,408.95 ",
CARDIOVASCULAR,35686,80S,N/A,$140.42 ,$112.82 ,
CARDIOVASCULAR,35686,OTHER,30 ,"$4,589.05 ","$3,699.40 ",
CARDIOVASCULAR,35686,TOTAL,36 ,"$4,729.47 ","$3,812.22 ",
CARDIOVASCULAR,35691,80S,N/A,"$1,104.02 ",$886.15 ,
CARDIOVASCULAR,35691,OTHER,25 ,"$17,351.43 ","$13,993.57 ",
CARDIOVASCULAR,35691,TOTAL,35 ,"$18,455.45 ","$14,879.72 ",
CARDIOVASCULAR,35693,80S,N/A,$266.73 ,$214.82 ,
CARDIOVASCULAR,35693,OTHER,12 ,"$6,509.26 ","$5,238.75 ",
CARDIOVASCULAR,35693,TOTAL,15 ,"$6,775.99 ","$5,453.57 ",
CARDIOVASCULAR,35694,80S,11 ,"$1,541.00 ","$1,125.63 ",
CARDIOVASCULAR,35694,OTHER,34 ,"$31,195.12 ","$24,489.75 ",
CARDIOVASCULAR,35694,TOTAL,45 ,"$32,736.12 ","$25,615.38 ",
CARDIOVASCULAR,35695,80S,N/A,$515.50 ,$415.84 ,
CARDIOVASCULAR,35695,OTHER,20 ,"$14,187.39 ","$11,430.13 ",
CARDIOVASCULAR,35695,TOTAL,24 ,"$14,702.89 ","$11,845.97 ",
CARDIOVASCULAR,35697,80S,58 ,"$1,317.37 ","$1,021.32 ",
CARDIOVASCULAR,35697,OTHER,151 ,"$21,601.14 ","$16,974.90 ",
CARDIOVASCULAR,35697,TOTAL,209 ,"$22,918.51 ","$17,996.22 ",
CARDIOVASCULAR,35700,80S,304 ,"$6,740.27 ","$5,352.68 ",
CARDIOVASCULAR,35700,OTHER,"1,167 ","$176,854.12 ","$141,422.74 ",
CARDIOVASCULAR,35700,TOTAL,"1,471 ","$183,594.39 ","$146,775.42 ",
CARDIOVASCULAR,35701,80S,55 ,"$2,567.59 ","$2,062.85 ",
CARDIOVASCULAR,35701,OTHER,699 ,"$202,330.16 ","$161,724.09 ",
CARDIOVASCULAR,35701,TOTAL,754 ,"$204,897.75 ","$163,786.94 ",
CARDIOVASCULAR,35702,80S,59 ,"$2,863.06 ","$2,204.60 ",
CARDIOVASCULAR,35702,OTHER,410 ,"$130,443.03 ","$104,515.76 ",
CARDIOVASCULAR,35702,TOTAL,469 ,"$133,306.09 ","$106,720.36 ",
CARDIOVASCULAR,35703,80S,101 ,"$4,836.18 ","$3,889.73 ",
CARDIOVASCULAR,35703,OTHER,601 ,"$194,628.74 ","$155,919.94 ",
CARDIOVASCULAR,35703,TOTAL,702 ,"$199,464.92 ","$159,809.67 ",
CARDIOVASCULAR,35800,80S,129 ,"$13,038.05 ","$10,363.44 ",
CARDIOVASCULAR,35800,OTHER,"1,203 ","$741,500.49 ","$593,081.38 ",
CARDIOVASCULAR,35800,TOTAL,"1,332 ","$754,538.54 ","$603,444.82 ",
CARDIOVASCULAR,35820,80S,"1,163 ","$326,590.56 ","$260,899.23 ",
CARDIOVASCULAR,35820,OTHER,"3,327 ","$5,797,019.80 ","$4,631,646.39 ",
CARDIOVASCULAR,35820,TOTAL,"4,490 ","$6,123,610.36 ","$4,892,545.62 ",
CARDIOVASCULAR,35840,80S,281 ,"$51,154.85 ","$40,815.39 ",
CARDIOVASCULAR,35840,OTHER,"1,265 ","$1,315,469.89 ","$1,049,040.67 ",
CARDIOVASCULAR,35840,TOTAL,"1,546 ","$1,366,624.74 ","$1,089,856.06 ",
CARDIOVASCULAR,35860,80S,302 ,"$33,679.78 ","$26,784.43 ",
CARDIOVASCULAR,35860,OTHER,"1,940 ","$1,432,126.44 ","$1,144,262.17 ",
CARDIOVASCULAR,35860,TOTAL,"2,242 ","$1,465,806.22 ","$1,171,046.60 ",
CARDIOVASCULAR,35870,80S,N/A,$548.02 ,$440.62 ,
CARDIOVASCULAR,35870,OTHER,21 ,"$16,675.84 ","$13,425.97 ",
CARDIOVASCULAR,35870,TOTAL,25 ,"$17,223.86 ","$13,866.59 ",
CARDIOVASCULAR,35875,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,35875,OTHER,984 ,"$460,497.38 ","$368,283.80 ",
CARDIOVASCULAR,35875,TOTAL,984 ,"$460,497.38 ","$368,283.80 ",
CARDIOVASCULAR,35876,80S,136 ,"$16,821.94 ","$13,325.96 ",
CARDIOVASCULAR,35876,OTHER,706 ,"$569,635.60 ","$453,348.32 ",
CARDIOVASCULAR,35876,TOTAL,842 ,"$586,457.54 ","$466,674.28 ",
CARDIOVASCULAR,35879,80S,41 ,"$4,706.08 ","$3,685.20 ",
CARDIOVASCULAR,35879,OTHER,174 ,"$135,196.66 ","$107,752.36 ",
CARDIOVASCULAR,35879,TOTAL,215 ,"$139,902.74 ","$111,437.56 ",
CARDIOVASCULAR,35881,80S,23 ,"$3,066.95 ","$2,415.88 ",
CARDIOVASCULAR,35881,OTHER,107 ,"$99,232.04 ","$78,580.44 ",
CARDIOVASCULAR,35881,TOTAL,130 ,"$102,298.99 ","$80,996.32 ",
CARDIOVASCULAR,35883,80S,62 ,"$10,734.86 ","$8,628.02 ",
CARDIOVASCULAR,35883,OTHER,267 ,"$292,963.21 ","$232,560.61 ",
CARDIOVASCULAR,35883,TOTAL,329 ,"$303,698.07 ","$241,188.63 ",
CARDIOVASCULAR,35884,80S,12 ,"$2,093.92 ","$1,689.25 ",
CARDIOVASCULAR,35884,OTHER,45 ,"$49,848.64 ","$39,983.16 ",
CARDIOVASCULAR,35884,TOTAL,57 ,"$51,942.56 ","$41,672.41 ",
CARDIOVASCULAR,35901,80S,N/A,$163.42 ,$130.99 ,
CARDIOVASCULAR,35901,OTHER,47 ,"$17,480.68 ","$14,050.05 ",
CARDIOVASCULAR,35901,TOTAL,50 ,"$17,644.10 ","$14,181.04 ",
CARDIOVASCULAR,35903,80S,692 ,"$47,581.14 ","$38,040.94 ",
CARDIOVASCULAR,35903,SG,N/A,"$5,281.59 ","$4,225.28 ",
CARDIOVASCULAR,35903,OTHER,"4,622 ","$2,234,615.82 ","$1,790,398.17 ",
CARDIOVASCULAR,35903,TOTAL,"5,320 ","$2,287,478.55 ","$1,832,664.39 ",
CARDIOVASCULAR,35905,80S,12 ,"$2,522.49 ","$2,031.79 ",
CARDIOVASCULAR,35905,OTHER,41 ,"$54,786.75 ","$42,629.98 ",
CARDIOVASCULAR,35905,TOTAL,53 ,"$57,309.24 ","$44,661.77 ",
CARDIOVASCULAR,35907,80S,48 ,"$13,806.82 ","$10,896.23 ",
CARDIOVASCULAR,35907,OTHER,212 ,"$350,511.24 ","$278,617.80 ",
CARDIOVASCULAR,35907,TOTAL,260 ,"$364,318.06 ","$289,514.03 ",
CARDIOVASCULAR,36000,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36000,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36000,OTHER,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36000,TOTAL,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36002,OTHER,"4,022 ","$419,358.70 ","$334,697.08 ",
CARDIOVASCULAR,36002,TOTAL,"4,022 ","$419,358.70 ","$334,697.08 ",
CARDIOVASCULAR,36005,80S,15 ,$302.68 ,$242.39 ,
CARDIOVASCULAR,36005,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36005,OTHER,"18,167 ","$2,068,454.30 ","$1,631,596.42 ",
CARDIOVASCULAR,36005,TOTAL,"18,182 ","$2,068,756.98 ","$1,631,838.81 ",
CARDIOVASCULAR,36010,80S,N/A,$56.54 ,$45.23 ,
CARDIOVASCULAR,36010,OTHER,"12,628 ","$2,145,438.10 ","$1,711,976.56 ",
CARDIOVASCULAR,36010,TOTAL,"12,629 ","$2,145,494.64 ","$1,712,021.79 ",
CARDIOVASCULAR,36011,80S,N/A,$88.68 ,$70.94 ,
CARDIOVASCULAR,36011,OTHER,"8,601 ","$2,018,549.32 ","$1,604,484.92 ",
CARDIOVASCULAR,36011,TOTAL,"8,602 ","$2,018,638.00 ","$1,604,555.86 ",
CARDIOVASCULAR,36012,80S,N/A,$89.98 ,$71.98 ,
CARDIOVASCULAR,36012,OTHER,"9,887 ","$3,454,801.14 ","$2,743,438.19 ",
CARDIOVASCULAR,36012,TOTAL,"9,888 ","$3,454,891.12 ","$2,743,510.17 ",
CARDIOVASCULAR,36013,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36013,OTHER,524 ,"$50,975.40 ","$40,601.91 ",
CARDIOVASCULAR,36013,TOTAL,524 ,"$50,975.40 ","$40,601.91 ",
CARDIOVASCULAR,36014,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36014,OTHER,"3,241 ","$350,995.00 ","$278,794.10 ",
CARDIOVASCULAR,36014,TOTAL,"3,241 ","$350,995.00 ","$278,794.10 ",
CARDIOVASCULAR,36015,OTHER,"3,542 ","$385,523.51 ","$309,089.56 ",
CARDIOVASCULAR,36015,TOTAL,"3,542 ","$385,523.51 ","$309,089.56 ",
CARDIOVASCULAR,36100,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36100,OTHER,186 ,"$18,917.45 ","$14,563.06 ",
CARDIOVASCULAR,36100,TOTAL,186 ,"$18,917.45 ","$14,563.06 ",
CARDIOVASCULAR,36120,OTHER,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36120,TOTAL,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36140,80S,N/A,$52.54 ,$42.03 ,
CARDIOVASCULAR,36140,OTHER,"17,265 ","$3,068,695.15 ","$2,450,497.33 ",
CARDIOVASCULAR,36140,TOTAL,"17,266 ","$3,068,747.69 ","$2,450,539.36 ",
CARDIOVASCULAR,36160,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36160,OTHER,224 ,"$22,626.45 ","$18,162.49 ",
CARDIOVASCULAR,36160,TOTAL,224 ,"$22,626.45 ","$18,162.49 ",
CARDIOVASCULAR,36200,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36200,OTHER,"14,977 ","$2,753,986.57 ","$2,186,545.26 ",
CARDIOVASCULAR,36200,TOTAL,"14,977 ","$2,753,986.57 ","$2,186,545.26 ",
CARDIOVASCULAR,36215,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36215,SG,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36215,OTHER,"35,712 ","$13,853,783.51 ","$11,098,157.19 ",
CARDIOVASCULAR,36215,TOTAL,"35,712 ","$13,853,783.51 ","$11,098,157.19 ",
CARDIOVASCULAR,36216,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36216,OTHER,"3,582 ","$1,177,352.80 ","$939,915.29 ",
CARDIOVASCULAR,36216,TOTAL,"3,582 ","$1,177,352.80 ","$939,915.29 ",
CARDIOVASCULAR,36217,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36217,OTHER,"3,616 ","$1,193,505.41 ","$952,444.58 ",
CARDIOVASCULAR,36217,TOTAL,"3,616 ","$1,193,505.41 ","$952,444.58 ",
CARDIOVASCULAR,36218,OTHER,"1,889 ","$113,431.85 ","$90,931.49 ",
CARDIOVASCULAR,36218,TOTAL,"1,889 ","$113,431.85 ","$90,931.49 ",
CARDIOVASCULAR,36221,80S,N/A,$0.00 ,$0.00 ,
CARDIOVASCULAR,36221,OTHER,"1,471 ","$319,194.52 ","$254,229.79 ",
CARDIOVASCULAR,36221,TOTAL,"1,471 ","$319,194.52 ","$254,229.79 ",
