CPT only copyright 2016 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2016 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17951,,,,,,,,
DIGESTIVE SYSTEM,42410,TOTAL,"1,087","$660,043.37","$510,614.22",,,
DIGESTIVE SYSTEM,42415,80S,"1,121","$176,525.12","$134,980.41",,,
DIGESTIVE SYSTEM,42415,SG,39,"$79,161.22","$61,023.55",,,
DIGESTIVE SYSTEM,42415,OTHER,"5,545","$5,683,838.60","$4,401,266.18",,,
DIGESTIVE SYSTEM,42415,TOTAL,"6,705","$5,939,524.94","$4,597,270.14",,,
DIGESTIVE SYSTEM,42420,80S,332,"$55,843.66","$43,065.59",,,
DIGESTIVE SYSTEM,42420,SG,N/A,"$18,105.63","$14,194.79",,,
DIGESTIVE SYSTEM,42420,OTHER,"1,723","$1,872,969.38","$1,452,461.78",,,
DIGESTIVE SYSTEM,42420,TOTAL,"2,064","$1,946,918.67","$1,509,722.16",,,
DIGESTIVE SYSTEM,42425,80S,37,"$3,241.66","$2,445.78",,,
DIGESTIVE SYSTEM,42425,SG,N/A,"$2,190.14","$1,717.07",,,
DIGESTIVE SYSTEM,42425,OTHER,269,"$151,077.06","$117,728.17",,,
DIGESTIVE SYSTEM,42425,TOTAL,307,"$156,508.86","$121,891.02",,,
DIGESTIVE SYSTEM,42426,80S,45,"$9,463.27","$7,355.11",,,
DIGESTIVE SYSTEM,42426,OTHER,253,"$329,483.29","$255,817.58",,,
DIGESTIVE SYSTEM,42426,TOTAL,298,"$338,946.56","$263,172.69",,,
DIGESTIVE SYSTEM,42440,80S,255,"$15,491.68","$11,735.87",,,
DIGESTIVE SYSTEM,42440,SG,14,"$28,433.87","$21,045.28",,,
DIGESTIVE SYSTEM,42440,OTHER,"2,120","$1,169,683.92","$902,559.32",,,
DIGESTIVE SYSTEM,42440,TOTAL,"2,389","$1,213,609.47","$935,340.47",,,
DIGESTIVE SYSTEM,42450,80S,N/A,$148.25,$115.77,,,
DIGESTIVE SYSTEM,42450,OTHER,105,"$36,360.01","$28,154.55",,,
DIGESTIVE SYSTEM,42450,TOTAL,110,"$36,508.26","$28,270.32",,,
DIGESTIVE SYSTEM,42500,80S,N/A,$101.87,$79.87,,,
DIGESTIVE SYSTEM,42500,SG,N/A,"$1,753.55","$1,374.78",,,
DIGESTIVE SYSTEM,42500,OTHER,273,"$102,966.51","$78,956.97",,,
DIGESTIVE SYSTEM,42500,TOTAL,277,"$104,821.93","$80,411.62",,,
DIGESTIVE SYSTEM,42505,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42505,OTHER,245,"$137,379.12","$105,624.39",,,
DIGESTIVE SYSTEM,42505,TOTAL,245,"$137,379.12","$105,624.39",,,
DIGESTIVE SYSTEM,42507,OTHER,N/A,"$3,666.50","$2,864.07",,,
DIGESTIVE SYSTEM,42507,TOTAL,N/A,"$3,666.50","$2,864.07",,,
DIGESTIVE SYSTEM,42509,80S,N/A,$128.73,$98.90,,,
DIGESTIVE SYSTEM,42509,OTHER,N/A,$772.74,$593.71,,,
DIGESTIVE SYSTEM,42509,TOTAL,N/A,$901.47,$692.61,,,
DIGESTIVE SYSTEM,42510,OTHER,N/A,"$2,835.14","$2,198.33",,,
DIGESTIVE SYSTEM,42510,TOTAL,N/A,"$2,835.14","$2,198.33",,,
DIGESTIVE SYSTEM,42550,OTHER,130,"$9,869.42","$7,469.86",,,
DIGESTIVE SYSTEM,42550,TOTAL,130,"$9,869.42","$7,469.86",,,
DIGESTIVE SYSTEM,42600,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42600,OTHER,35,"$10,192.48","$8,033.71",,,
DIGESTIVE SYSTEM,42600,TOTAL,35,"$10,192.48","$8,033.71",,,
DIGESTIVE SYSTEM,42650,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42650,OTHER,885,"$65,645.38","$48,464.68",,,
DIGESTIVE SYSTEM,42650,TOTAL,885,"$65,645.38","$48,464.68",,,
DIGESTIVE SYSTEM,42660,80S,N/A,$6.38,$5.00,,,
DIGESTIVE SYSTEM,42660,OTHER,512,"$54,943.64","$41,982.18",,,
DIGESTIVE SYSTEM,42660,TOTAL,513,"$54,950.02","$41,987.18",,,
DIGESTIVE SYSTEM,42665,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42665,OTHER,17,"$2,687.88","$2,106.33",,,
DIGESTIVE SYSTEM,42665,TOTAL,17,"$2,687.88","$2,106.33",,,
DIGESTIVE SYSTEM,42699,80S,N/A,$289.92,$227.28,,,
DIGESTIVE SYSTEM,42699,OTHER,377,"$95,070.12","$73,658.50",,,
DIGESTIVE SYSTEM,42699,TOTAL,384,"$95,360.04","$73,885.78",,,
DIGESTIVE SYSTEM,42700,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42700,OTHER,"1,007","$158,272.83","$117,199.58",,,
DIGESTIVE SYSTEM,42700,TOTAL,"1,007","$158,272.83","$117,199.58",,,
DIGESTIVE SYSTEM,42720,80S,N/A,$93.24,$73.11,,,
DIGESTIVE SYSTEM,42720,OTHER,216,"$83,725.09","$64,964.41",,,
DIGESTIVE SYSTEM,42720,TOTAL,218,"$83,818.33","$65,037.52",,,
DIGESTIVE SYSTEM,42725,80S,N/A,"$1,092.86",$854.46,,,
DIGESTIVE SYSTEM,42725,OTHER,120,"$92,629.42","$71,469.88",,,
DIGESTIVE SYSTEM,42725,TOTAL,130,"$93,722.28","$72,324.34",,,
DIGESTIVE SYSTEM,42800,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42800,SG,N/A,$418.75,$328.31,,,
DIGESTIVE SYSTEM,42800,OTHER,"3,014","$413,793.68","$312,157.01",,,
DIGESTIVE SYSTEM,42800,TOTAL,"3,020","$414,212.43","$312,485.32",,,
DIGESTIVE SYSTEM,42804,SG,N/A,"$4,702.81","$3,687.02",,,
DIGESTIVE SYSTEM,42804,OTHER,711,"$122,187.16","$93,496.84",,,
DIGESTIVE SYSTEM,42804,TOTAL,719,"$126,889.97","$97,183.86",,,
DIGESTIVE SYSTEM,42806,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42806,SG,N/A,"$2,375.25","$1,862.20",,,
DIGESTIVE SYSTEM,42806,OTHER,240,"$33,542.30","$26,008.26",,,
DIGESTIVE SYSTEM,42806,TOTAL,243,"$35,917.55","$27,870.46",,,
DIGESTIVE SYSTEM,42808,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42808,SG,N/A,"$8,633.59","$6,768.75",,,
DIGESTIVE SYSTEM,42808,OTHER,892,"$218,139.99","$164,658.70",,,
DIGESTIVE SYSTEM,42808,TOTAL,901,"$226,773.58","$171,427.45",,,
DIGESTIVE SYSTEM,42809,OTHER,383,"$58,890.38","$44,889.80",,,
DIGESTIVE SYSTEM,42809,TOTAL,383,"$58,890.38","$44,889.80",,,
DIGESTIVE SYSTEM,42810,80S,N/A,$76.90,$60.29,,,
DIGESTIVE SYSTEM,42810,SG,N/A,"$1,988.63","$1,559.08",,,
DIGESTIVE SYSTEM,42810,OTHER,77,"$29,327.97","$22,191.15",,,
DIGESTIVE SYSTEM,42810,TOTAL,81,"$31,393.50","$23,810.52",,,
DIGESTIVE SYSTEM,42815,80S,19,"$1,554.57","$1,218.78",,,
DIGESTIVE SYSTEM,42815,SG,N/A,"$6,286.69","$4,278.96",,,
DIGESTIVE SYSTEM,42815,OTHER,180,"$123,675.92","$95,442.93",,,
DIGESTIVE SYSTEM,42815,TOTAL,203,"$131,517.18","$100,940.67",,,
DIGESTIVE SYSTEM,42820,OTHER,30,"$8,858.73","$6,921.88",,,
DIGESTIVE SYSTEM,42820,TOTAL,30,"$8,858.73","$6,921.88",,,
DIGESTIVE SYSTEM,42821,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42821,SG,N/A,"$5,639.36","$4,421.28",,,
DIGESTIVE SYSTEM,42821,OTHER,474,"$172,439.56","$130,238.81",,,
DIGESTIVE SYSTEM,42821,TOTAL,481,"$178,078.92","$134,660.09",,,
DIGESTIVE SYSTEM,42825,OTHER,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42825,TOTAL,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42826,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42826,SG,41,"$31,901.56","$22,777.04",,,
DIGESTIVE SYSTEM,42826,OTHER,"3,213","$1,032,951.53","$787,684.78",,,
DIGESTIVE SYSTEM,42826,TOTAL,"3,254","$1,064,853.09","$810,461.82",,,
DIGESTIVE SYSTEM,42830,OTHER,N/A,$721.72,$562.69,,,
DIGESTIVE SYSTEM,42830,TOTAL,N/A,$721.72,$562.69,,,
DIGESTIVE SYSTEM,42831,SG,N/A,"$4,568.04","$3,581.35",,,
DIGESTIVE SYSTEM,42831,OTHER,323,"$82,017.77","$62,348.71",,,
DIGESTIVE SYSTEM,42831,TOTAL,328,"$86,585.81","$65,930.06",,,
DIGESTIVE SYSTEM,42836,OTHER,21,"$4,777.37","$3,664.21",,,
DIGESTIVE SYSTEM,42836,TOTAL,21,"$4,777.37","$3,664.21",,,
DIGESTIVE SYSTEM,42842,80S,24,"$2,453.56","$1,922.27",,,
DIGESTIVE SYSTEM,42842,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42842,OTHER,461,"$318,296.77","$247,367.74",,,
DIGESTIVE SYSTEM,42842,TOTAL,485,"$320,750.33","$249,290.01",,,
DIGESTIVE SYSTEM,42844,80S,N/A,"$1,627.01","$1,275.58",,,
DIGESTIVE SYSTEM,42844,OTHER,116,"$132,889.73","$103,291.46",,,
DIGESTIVE SYSTEM,42844,TOTAL,125,"$134,516.74","$104,567.04",,,
DIGESTIVE SYSTEM,42845,80S,14,"$4,620.00","$3,622.04",,,
DIGESTIVE SYSTEM,42845,OTHER,88,"$176,370.35","$136,285.41",,,
DIGESTIVE SYSTEM,42845,TOTAL,102,"$180,990.35","$139,907.45",,,
DIGESTIVE SYSTEM,42860,SG,N/A,"$1,957.72","$1,534.86",,,
DIGESTIVE SYSTEM,42860,OTHER,50,"$12,015.26","$9,317.18",,,
DIGESTIVE SYSTEM,42860,TOTAL,51,"$13,972.98","$10,852.04",,,
DIGESTIVE SYSTEM,42870,80S,N/A,$101.92,$79.90,,,
DIGESTIVE SYSTEM,42870,SG,N/A,"$1,880.67","$1,474.43",,,
DIGESTIVE SYSTEM,42870,OTHER,248,"$140,852.14","$108,282.48",,,
DIGESTIVE SYSTEM,42870,TOTAL,253,"$142,834.73","$109,836.81",,,
DIGESTIVE SYSTEM,42890,80S,41,"$7,483.03","$5,810.72",,,
DIGESTIVE SYSTEM,42890,OTHER,578,"$658,065.00","$513,386.32",,,
DIGESTIVE SYSTEM,42890,TOTAL,619,"$665,548.03","$519,197.04",,,
DIGESTIVE SYSTEM,42892,80S,18,"$4,560.58","$3,615.79",,,
DIGESTIVE SYSTEM,42892,OTHER,105,"$177,239.01","$139,085.05",,,
DIGESTIVE SYSTEM,42892,TOTAL,123,"$181,799.59","$142,700.84",,,
DIGESTIVE SYSTEM,42894,80S,26,"$9,039.51","$7,079.53",,,
DIGESTIVE SYSTEM,42894,OTHER,201,"$460,723.15","$358,709.01",,,
DIGESTIVE SYSTEM,42894,TOTAL,227,"$469,762.66","$365,788.54",,,
DIGESTIVE SYSTEM,42900,80S,N/A,$101.91,$79.89,,,
DIGESTIVE SYSTEM,42900,OTHER,54,"$12,664.77","$9,891.49",,,
DIGESTIVE SYSTEM,42900,TOTAL,56,"$12,766.68","$9,971.38",,,
DIGESTIVE SYSTEM,42950,80S,55,"$3,978.67","$3,119.27",,,
DIGESTIVE SYSTEM,42950,OTHER,666,"$361,046.80","$280,774.25",,,
DIGESTIVE SYSTEM,42950,TOTAL,721,"$365,025.47","$283,893.52",,,
DIGESTIVE SYSTEM,42953,80S,19,"$2,419.54","$1,895.30",,,
DIGESTIVE SYSTEM,42953,OTHER,188,"$120,791.84","$93,940.12",,,
DIGESTIVE SYSTEM,42953,TOTAL,207,"$123,211.38","$95,835.42",,,
DIGESTIVE SYSTEM,42955,80S,N/A,$191.26,$149.95,,,
DIGESTIVE SYSTEM,42955,OTHER,29,"$18,311.66","$14,276.93",,,
DIGESTIVE SYSTEM,42955,TOTAL,31,"$18,502.92","$14,426.88",,,
DIGESTIVE SYSTEM,42960,OTHER,177,"$28,955.23","$21,646.43",,,
DIGESTIVE SYSTEM,42960,TOTAL,177,"$28,955.23","$21,646.43",,,
DIGESTIVE SYSTEM,42961,OTHER,111,"$44,621.98","$34,903.72",,,
DIGESTIVE SYSTEM,42961,TOTAL,111,"$44,621.98","$34,903.72",,,
DIGESTIVE SYSTEM,42962,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42962,SG,N/A,$496.49,$389.25,,,
DIGESTIVE SYSTEM,42962,OTHER,168,"$80,828.26","$62,264.70",,,
DIGESTIVE SYSTEM,42962,TOTAL,169,"$81,324.75","$62,653.95",,,
DIGESTIVE SYSTEM,42970,OTHER,47,"$17,379.39","$13,530.09",,,
DIGESTIVE SYSTEM,42970,TOTAL,47,"$17,379.39","$13,530.09",,,
DIGESTIVE SYSTEM,42971,80S,N/A,$67.33,$52.78,,,
DIGESTIVE SYSTEM,42971,OTHER,17,"$7,374.15","$5,781.32",,,
DIGESTIVE SYSTEM,42971,TOTAL,18,"$7,441.48","$5,834.10",,,
DIGESTIVE SYSTEM,42972,80S,N/A,$87.01,$4.46,,,
DIGESTIVE SYSTEM,42972,OTHER,13,"$6,519.45","$5,175.54",,,
DIGESTIVE SYSTEM,42972,TOTAL,14,"$6,606.46","$5,180.00",,,
DIGESTIVE SYSTEM,42999,80S,N/A,$391.32,$306.79,,,
DIGESTIVE SYSTEM,42999,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42999,OTHER,117,"$67,747.07","$53,079.93",,,
DIGESTIVE SYSTEM,42999,TOTAL,119,"$68,138.39","$53,386.72",,,
DIGESTIVE SYSTEM,43020,80S,N/A,$43.38,$34.01,,,
DIGESTIVE SYSTEM,43020,OTHER,N/A,"$1,975.26","$1,538.42",,,
DIGESTIVE SYSTEM,43020,TOTAL,N/A,"$2,018.64","$1,572.43",,,
DIGESTIVE SYSTEM,43030,80S,102,"$5,873.97","$4,495.03",,,
DIGESTIVE SYSTEM,43030,OTHER,694,"$271,114.93","$210,116.91",,,
DIGESTIVE SYSTEM,43030,TOTAL,796,"$276,988.90","$214,611.94",,,
DIGESTIVE SYSTEM,43045,80S,N/A,$361.24,$283.21,,,
DIGESTIVE SYSTEM,43045,OTHER,N/A,"$2,816.74","$2,208.32",,,
DIGESTIVE SYSTEM,43045,TOTAL,N/A,"$3,177.98","$2,491.53",,,
DIGESTIVE SYSTEM,43100,80S,N/A,$725.19,$564.99,,,
DIGESTIVE SYSTEM,43100,OTHER,45,"$20,067.75","$15,704.94",,,
DIGESTIVE SYSTEM,43100,TOTAL,55,"$20,792.94","$16,269.93",,,
DIGESTIVE SYSTEM,43101,80S,N/A,$664.04,$520.58,,,
DIGESTIVE SYSTEM,43101,OTHER,44,"$35,704.50","$27,968.83",,,
DIGESTIVE SYSTEM,43101,TOTAL,51,"$36,368.54","$28,489.41",,,
DIGESTIVE SYSTEM,43107,80S,103,"$41,149.51","$31,387.68",,,
DIGESTIVE SYSTEM,43107,OTHER,424,"$978,620.99","$762,130.02",,,
DIGESTIVE SYSTEM,43107,TOTAL,527,"$1,019,770.50","$793,517.70",,,
DIGESTIVE SYSTEM,43108,80S,N/A,"$1,436.72","$1,126.39",,,
DIGESTIVE SYSTEM,43108,OTHER,N/A,"$17,127.71","$13,428.12",,,
DIGESTIVE SYSTEM,43108,TOTAL,N/A,"$18,564.43","$14,554.51",,,
DIGESTIVE SYSTEM,43112,80S,38,"$16,239.46","$12,397.10",,,
DIGESTIVE SYSTEM,43112,OTHER,161,"$412,559.70","$321,274.48",,,
DIGESTIVE SYSTEM,43112,TOTAL,199,"$428,799.16","$333,671.58",,,
DIGESTIVE SYSTEM,43113,OTHER,14,"$45,085.17","$35,340.68",,,
DIGESTIVE SYSTEM,43113,TOTAL,14,"$45,085.17","$35,340.68",,,
DIGESTIVE SYSTEM,43116,80S,N/A,$808.34,$633.74,,,
DIGESTIVE SYSTEM,43116,OTHER,N/A,"$33,322.41","$26,124.76",,,
DIGESTIVE SYSTEM,43116,TOTAL,11,"$34,130.75","$26,758.50",,,
DIGESTIVE SYSTEM,43117,80S,214,"$84,042.78","$65,136.60",,,
DIGESTIVE SYSTEM,43117,OTHER,909,"$2,006,883.59","$1,553,561.43",,,
DIGESTIVE SYSTEM,43117,TOTAL,"1,123","$2,090,926.37","$1,618,698.03",,,
DIGESTIVE SYSTEM,43118,80S,N/A,"$1,672.80","$1,302.52",,,
DIGESTIVE SYSTEM,43118,OTHER,17,"$52,097.71","$40,777.78",,,
DIGESTIVE SYSTEM,43118,TOTAL,20,"$53,770.51","$42,080.30",,,
DIGESTIVE SYSTEM,43121,80S,N/A,"$2,386.70","$1,871.17",,,
DIGESTIVE SYSTEM,43121,OTHER,26,"$70,351.79","$54,860.41",,,
DIGESTIVE SYSTEM,43121,TOTAL,31,"$72,738.49","$56,731.58",,,
DIGESTIVE SYSTEM,43122,80S,47,"$19,047.44","$14,929.96",,,
DIGESTIVE SYSTEM,43122,OTHER,180,"$450,342.06","$351,685.24",,,
DIGESTIVE SYSTEM,43122,TOTAL,227,"$469,389.50","$366,615.20",,,
DIGESTIVE SYSTEM,43123,80S,N/A,"$2,545.79","$1,995.91",,,
DIGESTIVE SYSTEM,43123,OTHER,23,"$98,637.80","$77,332.00",,,
DIGESTIVE SYSTEM,43123,TOTAL,26,"$101,183.59","$79,327.91",,,
DIGESTIVE SYSTEM,43124,80S,N/A,"$5,855.84","$3,638.66",,,
DIGESTIVE SYSTEM,43124,OTHER,60,"$216,203.06","$166,489.66",,,
DIGESTIVE SYSTEM,43124,TOTAL,70,"$222,058.90","$170,128.32",,,
DIGESTIVE SYSTEM,43130,80S,143,"$17,235.76","$13,365.29",,,
DIGESTIVE SYSTEM,43130,OTHER,620,"$482,500.13","$374,235.27",,,
DIGESTIVE SYSTEM,43130,TOTAL,763,"$499,735.89","$387,600.56",,,
DIGESTIVE SYSTEM,43135,80S,22,"$4,590.50","$3,598.92",,,
DIGESTIVE SYSTEM,43135,OTHER,79,"$113,417.73","$87,257.84",,,
DIGESTIVE SYSTEM,43135,TOTAL,101,"$118,008.23","$90,856.76",,,
DIGESTIVE SYSTEM,43180,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43180,OTHER,"1,034","$580,927.10","$451,074.19",,,
DIGESTIVE SYSTEM,43180,TOTAL,"1,034","$580,927.10","$451,074.19",,,
DIGESTIVE SYSTEM,43191,80S,N/A,$12.61,$9.89,,,
DIGESTIVE SYSTEM,43191,SG,40,"$8,595.57","$6,738.92",,,
DIGESTIVE SYSTEM,43191,OTHER,"3,247","$327,776.44","$253,320.25",,,
DIGESTIVE SYSTEM,43191,TOTAL,"3,288","$336,384.62","$260,069.06",,,
DIGESTIVE SYSTEM,43192,OTHER,152,"$16,699.38","$12,857.20",,,
DIGESTIVE SYSTEM,43192,TOTAL,152,"$16,699.38","$12,857.20",,,
DIGESTIVE SYSTEM,43193,OTHER,299,"$38,429.29","$29,490.91",,,
DIGESTIVE SYSTEM,43193,TOTAL,299,"$38,429.29","$29,490.91",,,
DIGESTIVE SYSTEM,43194,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43194,OTHER,209,"$39,371.92","$30,113.51",,,
DIGESTIVE SYSTEM,43194,TOTAL,209,"$39,371.92","$30,113.51",,,
DIGESTIVE SYSTEM,43195,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43195,OTHER,458,"$84,693.05","$65,200.22",,,
DIGESTIVE SYSTEM,43195,TOTAL,458,"$84,693.05","$65,200.22",,,
DIGESTIVE SYSTEM,43196,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43196,SG,N/A,$334.08,$261.91,,,
DIGESTIVE SYSTEM,43196,OTHER,290,"$59,818.80","$46,233.08",,,
DIGESTIVE SYSTEM,43196,TOTAL,291,"$60,152.88","$46,494.99",,,
DIGESTIVE SYSTEM,43197,SG,N/A,$116.21,$91.11,,,
DIGESTIVE SYSTEM,43197,OTHER,"1,736","$253,222.58","$190,915.74",,,
DIGESTIVE SYSTEM,43197,TOTAL,"1,737","$253,338.79","$191,006.85",,,
DIGESTIVE SYSTEM,43198,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43198,OTHER,257,"$37,865.31","$28,534.37",,,
DIGESTIVE SYSTEM,43198,TOTAL,257,"$37,865.31","$28,534.37",,,
DIGESTIVE SYSTEM,43200,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43200,SG,55,"$17,708.69","$13,517.60",,,
DIGESTIVE SYSTEM,43200,OTHER,"7,869","$857,951.77","$657,844.66",,,
DIGESTIVE SYSTEM,43200,TOTAL,"7,924","$875,660.46","$671,362.26",,,
DIGESTIVE SYSTEM,43201,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43201,SG,N/A,$286.57,$224.67,,,
DIGESTIVE SYSTEM,43201,OTHER,304,"$22,512.38","$16,999.18",,,
DIGESTIVE SYSTEM,43201,TOTAL,305,"$22,798.95","$17,223.85",,,
DIGESTIVE SYSTEM,43202,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43202,SG,101,"$33,222.93","$25,345.24",,,
DIGESTIVE SYSTEM,43202,OTHER,"3,190","$410,139.54","$312,306.04",,,
DIGESTIVE SYSTEM,43202,TOTAL,"3,291","$443,362.47","$337,651.28",,,
DIGESTIVE SYSTEM,43204,OTHER,14,"$1,942.19","$1,520.53",,,
DIGESTIVE SYSTEM,43204,TOTAL,14,"$1,942.19","$1,520.53",,,
DIGESTIVE SYSTEM,43205,SG,N/A,$641.85,$503.21,,,
DIGESTIVE SYSTEM,43205,OTHER,261,"$39,817.61","$29,976.84",,,
DIGESTIVE SYSTEM,43205,TOTAL,262,"$40,459.46","$30,480.05",,,
DIGESTIVE SYSTEM,43206,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43206,OTHER,74,"$5,371.18","$4,207.50",,,
DIGESTIVE SYSTEM,43206,TOTAL,74,"$5,371.18","$4,207.50",,,
DIGESTIVE SYSTEM,43210,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43210,OTHER,70,"$29,560.17","$23,061.91",,,
DIGESTIVE SYSTEM,43210,TOTAL,70,"$29,560.17","$23,061.91",,,
DIGESTIVE SYSTEM,43211,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43211,OTHER,104,"$25,134.92","$19,373.64",,,
DIGESTIVE SYSTEM,43211,TOTAL,104,"$25,134.92","$19,373.64",,,
DIGESTIVE SYSTEM,43212,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43212,OTHER,600,"$119,198.41","$91,291.87",,,
DIGESTIVE SYSTEM,43212,TOTAL,600,"$119,198.41","$91,291.87",,,
DIGESTIVE SYSTEM,43213,OTHER,477,"$298,230.26","$229,495.92",,,
DIGESTIVE SYSTEM,43213,TOTAL,477,"$298,230.26","$229,495.92",,,
DIGESTIVE SYSTEM,43214,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43214,SG,N/A,$578.40,$453.47,,,
DIGESTIVE SYSTEM,43214,OTHER,242,"$52,429.45","$41,065.68",,,
DIGESTIVE SYSTEM,43214,TOTAL,243,"$53,007.85","$41,519.15",,,
DIGESTIVE SYSTEM,43215,SG,N/A,$601.73,$471.75,,,
DIGESTIVE SYSTEM,43215,OTHER,"1,092","$163,699.68","$124,269.76",,,
DIGESTIVE SYSTEM,43215,TOTAL,"1,093","$164,301.41","$124,741.51",,,
DIGESTIVE SYSTEM,43216,SG,109,"$100,309.43","$78,643.50",,,
DIGESTIVE SYSTEM,43216,OTHER,202,"$38,584.18","$29,727.38",,,
DIGESTIVE SYSTEM,43216,TOTAL,311,"$138,893.61","$108,370.88",,,
DIGESTIVE SYSTEM,43217,OTHER,108,"$17,529.47","$13,751.96",,,
DIGESTIVE SYSTEM,43217,TOTAL,108,"$17,529.47","$13,751.96",,,
DIGESTIVE SYSTEM,43220,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43220,SG,24,"$13,980.46","$10,960.68",,,
DIGESTIVE SYSTEM,43220,OTHER,"2,396","$421,173.36","$320,734.27",,,
DIGESTIVE SYSTEM,43220,TOTAL,"2,420","$435,153.82","$331,694.95",,,
DIGESTIVE SYSTEM,43226,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43226,SG,14,"$8,169.55","$6,274.77",,,
DIGESTIVE SYSTEM,43226,OTHER,"1,906","$352,287.88","$268,783.54",,,
DIGESTIVE SYSTEM,43226,TOTAL,"1,920","$360,457.43","$275,058.31",,,
DIGESTIVE SYSTEM,43227,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43227,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43227,OTHER,303,"$52,757.62","$40,730.39",,,
DIGESTIVE SYSTEM,43227,TOTAL,303,"$52,757.62","$40,730.39",,,
DIGESTIVE SYSTEM,43229,SG,104,"$117,579.84","$91,592.59",,,
DIGESTIVE SYSTEM,43229,OTHER,"3,689","$1,039,961.15","$785,315.71",,,
DIGESTIVE SYSTEM,43229,TOTAL,"3,793","$1,157,540.99","$876,908.30",,,
DIGESTIVE SYSTEM,43231,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43231,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43231,OTHER,586,"$102,625.67","$78,554.02",,,
DIGESTIVE SYSTEM,43231,TOTAL,586,"$102,625.67","$78,554.02",,,
DIGESTIVE SYSTEM,43232,OTHER,500,"$100,010.13","$77,361.39",,,
DIGESTIVE SYSTEM,43232,TOTAL,500,"$100,010.13","$77,361.39",,,
DIGESTIVE SYSTEM,43233,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43233,SG,16,"$9,732.83","$7,013.87",,,
DIGESTIVE SYSTEM,43233,OTHER,"2,092","$553,456.62","$424,102.68",,,
DIGESTIVE SYSTEM,43233,TOTAL,"2,108","$563,189.45","$431,116.55",,,
DIGESTIVE SYSTEM,43234,OTHER,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43234,TOTAL,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43235,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43235,SG,"8,073","$2,642,444.16","$2,019,901.80",,,
DIGESTIVE SYSTEM,43235,OTHER,"414,340","$60,443,897.26","$46,238,613.96",,,
DIGESTIVE SYSTEM,43235,TOTAL,"422,413","$63,086,341.42","$48,258,515.76",,,
DIGESTIVE SYSTEM,43236,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43236,SG,107,"$26,251.59","$20,451.09",,,
DIGESTIVE SYSTEM,43236,OTHER,"17,298","$1,640,942.04","$1,256,460.38",,,
DIGESTIVE SYSTEM,43236,TOTAL,"17,405","$1,667,193.63","$1,276,911.47",,,
DIGESTIVE SYSTEM,43237,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,43237,SG,14,"$8,076.04","$6,186.18",,,
