CPT only copyright 2015 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2015 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18033,,,,,,,,
ENDOCRINE SYSTEM,61582,TOTAL,100,"$252,041.71","$197,568.10",,,
ENDOCRINE SYSTEM,61583,80S,62,"$27,066.68","$20,864.83",,,
ENDOCRINE SYSTEM,61583,OTHER,240,"$652,497.72","$509,200.84",,,
ENDOCRINE SYSTEM,61583,TOTAL,302,"$679,564.40","$530,065.67",,,
ENDOCRINE SYSTEM,61584,80S,65,"$25,732.73","$19,854.36",,,
ENDOCRINE SYSTEM,61584,OTHER,276,"$708,852.42","$553,070.54",,,
ENDOCRINE SYSTEM,61584,TOTAL,341,"$734,585.15","$572,924.90",,,
ENDOCRINE SYSTEM,61585,80S,N/A,"$2,097.74","$1,644.62",,,
ENDOCRINE SYSTEM,61585,OTHER,31,"$69,648.53","$54,604.41",,,
ENDOCRINE SYSTEM,61585,TOTAL,35,"$71,746.27","$56,249.03",,,
ENDOCRINE SYSTEM,61586,80S,N/A,"$3,067.33","$2,404.78",,,
ENDOCRINE SYSTEM,61586,OTHER,36,"$71,741.30","$56,214.12",,,
ENDOCRINE SYSTEM,61586,TOTAL,46,"$74,808.63","$58,618.90",,,
ENDOCRINE SYSTEM,61590,80S,59,"$25,456.68","$19,967.33",,,
ENDOCRINE SYSTEM,61590,OTHER,348,"$972,124.60","$757,762.19",,,
ENDOCRINE SYSTEM,61590,TOTAL,407,"$997,581.28","$777,729.52",,,
ENDOCRINE SYSTEM,61591,80S,14,"$6,677.93","$5,235.51",,,
ENDOCRINE SYSTEM,61591,SG,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61591,OTHER,143,"$370,951.79","$290,684.05",,,
ENDOCRINE SYSTEM,61591,TOTAL,157,"$377,629.72","$295,919.56",,,
ENDOCRINE SYSTEM,61592,80S,87,"$30,255.34","$23,598.49",,,
ENDOCRINE SYSTEM,61592,OTHER,312,"$737,877.14","$574,846.07",,,
ENDOCRINE SYSTEM,61592,TOTAL,399,"$768,132.48","$598,444.56",,,
ENDOCRINE SYSTEM,61595,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61595,OTHER,216,"$326,079.12","$250,209.51",,,
ENDOCRINE SYSTEM,61595,TOTAL,216,"$326,079.12","$250,209.51",,,
ENDOCRINE SYSTEM,61596,80S,17,"$6,992.34","$5,482.05",,,
ENDOCRINE SYSTEM,61596,OTHER,77,"$146,444.65","$114,697.28",,,
ENDOCRINE SYSTEM,61596,TOTAL,94,"$153,436.99","$120,179.33",,,
ENDOCRINE SYSTEM,61597,80S,20,"$6,369.80","$4,993.93",,,
ENDOCRINE SYSTEM,61597,OTHER,104,"$205,175.08","$160,279.69",,,
ENDOCRINE SYSTEM,61597,TOTAL,124,"$211,544.88","$165,273.62",,,
ENDOCRINE SYSTEM,61598,80S,14,"$5,002.42","$3,921.90",,,
ENDOCRINE SYSTEM,61598,OTHER,59,"$120,044.60","$93,346.88",,,
ENDOCRINE SYSTEM,61598,TOTAL,73,"$125,047.02","$97,268.78",,,
ENDOCRINE SYSTEM,61600,80S,39,"$8,880.33","$6,959.66",,,
ENDOCRINE SYSTEM,61600,OTHER,270,"$382,663.35","$297,253.74",,,
ENDOCRINE SYSTEM,61600,TOTAL,309,"$391,543.68","$304,213.40",,,
ENDOCRINE SYSTEM,61601,80S,84,"$17,959.15","$13,734.96",,,
ENDOCRINE SYSTEM,61601,OTHER,457,"$654,519.77","$510,499.51",,,
ENDOCRINE SYSTEM,61601,TOTAL,541,"$672,478.92","$524,234.47",,,
ENDOCRINE SYSTEM,61605,80S,51,"$12,103.81","$9,486.58",,,
ENDOCRINE SYSTEM,61605,SG,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61605,OTHER,444,"$688,192.02","$536,342.78",,,
ENDOCRINE SYSTEM,61605,TOTAL,495,"$700,295.83","$545,829.36",,,
ENDOCRINE SYSTEM,61606,80S,28,"$10,825.56","$8,485.09",,,
ENDOCRINE SYSTEM,61606,OTHER,147,"$316,774.31","$245,244.61",,,
ENDOCRINE SYSTEM,61606,TOTAL,175,"$327,599.87","$253,729.70",,,
ENDOCRINE SYSTEM,61607,80S,11,"$3,037.63","$2,381.49",,,
ENDOCRINE SYSTEM,61607,OTHER,108,"$220,659.09","$171,373.74",,,
ENDOCRINE SYSTEM,61607,TOTAL,119,"$223,696.72","$173,755.23",,,
ENDOCRINE SYSTEM,61608,80S,73,"$36,520.33","$28,647.02",,,
ENDOCRINE SYSTEM,61608,OTHER,325,"$994,873.80","$774,640.08",,,
ENDOCRINE SYSTEM,61608,TOTAL,398,"$1,031,394.13","$803,287.10",,,
ENDOCRINE SYSTEM,61610,80S,N/A,$259.23,$203.23,,,
ENDOCRINE SYSTEM,61610,OTHER,N/A,"$8,099.71","$6,350.17",,,
ENDOCRINE SYSTEM,61610,TOTAL,N/A,"$8,358.94","$6,553.40",,,
ENDOCRINE SYSTEM,61612,OTHER,N/A,"$1,400.72","$1,098.17",,,
ENDOCRINE SYSTEM,61612,TOTAL,N/A,"$1,400.72","$1,098.17",,,
ENDOCRINE SYSTEM,61613,80S,N/A,$437.85,$343.27,,,
ENDOCRINE SYSTEM,61613,OTHER,N/A,"$14,848.76","$11,641.42",,,
ENDOCRINE SYSTEM,61613,TOTAL,N/A,"$15,286.61","$11,984.69",,,
ENDOCRINE SYSTEM,61615,80S,N/A,"$1,125.97",$882.76,,,
ENDOCRINE SYSTEM,61615,OTHER,73,"$156,265.70","$120,536.52",,,
ENDOCRINE SYSTEM,61615,TOTAL,77,"$157,391.67","$121,419.28",,,
ENDOCRINE SYSTEM,61616,80S,68,"$37,380.65","$29,124.07",,,
ENDOCRINE SYSTEM,61616,OTHER,378,"$1,158,099.43","$901,846.70",,,
ENDOCRINE SYSTEM,61616,TOTAL,446,"$1,195,480.08","$930,970.77",,,
ENDOCRINE SYSTEM,61618,80S,174,"$20,323.12","$15,785.50",,,
ENDOCRINE SYSTEM,61618,OTHER,863,"$673,290.72","$525,295.58",,,
ENDOCRINE SYSTEM,61618,TOTAL,"1,037","$693,613.84","$541,081.08",,,
ENDOCRINE SYSTEM,61619,80S,56,"$6,991.58","$5,481.35",,,
ENDOCRINE SYSTEM,61619,OTHER,291,"$245,043.19","$192,077.30",,,
ENDOCRINE SYSTEM,61619,TOTAL,347,"$252,034.77","$197,558.65",,,
ENDOCRINE SYSTEM,61623,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61623,OTHER,337,"$173,416.63","$135,297.79",,,
ENDOCRINE SYSTEM,61623,TOTAL,337,"$173,416.63","$135,297.79",,,
ENDOCRINE SYSTEM,61624,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61624,OTHER,"5,374","$6,297,961.97","$4,904,373.30",,,
ENDOCRINE SYSTEM,61624,TOTAL,"5,374","$6,297,961.97","$4,904,373.30",,,
ENDOCRINE SYSTEM,61626,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61626,OTHER,"1,248","$1,085,031.42","$843,829.60",,,
ENDOCRINE SYSTEM,61626,TOTAL,"1,248","$1,085,031.42","$843,829.60",,,
ENDOCRINE SYSTEM,61630,80S,N/A,"$1,510.94","$1,184.59",,,
ENDOCRINE SYSTEM,61630,OTHER,178,"$241,643.04","$187,158.89",,,
ENDOCRINE SYSTEM,61630,TOTAL,185,"$243,153.98","$188,343.48",,,
ENDOCRINE SYSTEM,61635,80S,N/A,"$1,438.90","$1,126.13",,,
ENDOCRINE SYSTEM,61635,OTHER,382,"$535,231.92","$416,547.72",,,
ENDOCRINE SYSTEM,61635,TOTAL,388,"$536,670.82","$417,673.85",,,
ENDOCRINE SYSTEM,61640,OTHER,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61640,TOTAL,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61641,OTHER,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61641,TOTAL,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61642,OTHER,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61642,TOTAL,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61680,80S,24,"$7,104.69","$5,570.09",,,
ENDOCRINE SYSTEM,61680,OTHER,95,"$216,022.98","$167,780.89",,,
ENDOCRINE SYSTEM,61680,TOTAL,119,"$223,127.67","$173,350.98",,,
ENDOCRINE SYSTEM,61682,80S,35,"$23,093.82","$17,660.23",,,
ENDOCRINE SYSTEM,61682,OTHER,119,"$506,818.68","$385,566.40",,,
ENDOCRINE SYSTEM,61682,TOTAL,154,"$529,912.50","$403,226.63",,,
ENDOCRINE SYSTEM,61684,80S,N/A,"$3,480.18","$2,728.46",,,
ENDOCRINE SYSTEM,61684,OTHER,28,"$81,907.28","$64,285.05",,,
ENDOCRINE SYSTEM,61684,TOTAL,37,"$85,387.46","$67,013.51",,,
ENDOCRINE SYSTEM,61686,80S,17,"$12,080.62","$9,471.18",,,
ENDOCRINE SYSTEM,61686,OTHER,57,"$273,541.14","$214,340.98",,,
ENDOCRINE SYSTEM,61686,TOTAL,74,"$285,621.76","$223,812.16",,,
ENDOCRINE SYSTEM,61690,80S,N/A,"$1,479.78","$1,160.15",,,
ENDOCRINE SYSTEM,61690,OTHER,25,"$53,454.39","$41,958.10",,,
ENDOCRINE SYSTEM,61690,TOTAL,30,"$54,934.17","$43,118.25",,,
ENDOCRINE SYSTEM,61692,80S,N/A,"$4,337.70","$3,400.75",,,
ENDOCRINE SYSTEM,61692,OTHER,33,"$124,319.24","$97,466.33",,,
ENDOCRINE SYSTEM,61692,TOTAL,41,"$128,656.94","$100,867.08",,,
ENDOCRINE SYSTEM,61697,80S,241,"$154,320.19","$119,124.82",,,
ENDOCRINE SYSTEM,61697,OTHER,926,"$4,001,455.10","$3,120,069.35",,,
ENDOCRINE SYSTEM,61697,TOTAL,"1,167","$4,155,775.29","$3,239,194.17",,,
ENDOCRINE SYSTEM,61698,80S,14,"$10,045.86","$7,875.96",,,
ENDOCRINE SYSTEM,61698,OTHER,50,"$240,793.26","$188,744.95",,,
ENDOCRINE SYSTEM,61698,TOTAL,64,"$250,839.12","$196,620.91",,,
ENDOCRINE SYSTEM,61700,80S,107,"$53,804.71","$41,706.24",,,
ENDOCRINE SYSTEM,61700,OTHER,365,"$1,266,295.58","$987,216.98",,,
ENDOCRINE SYSTEM,61700,TOTAL,472,"$1,320,100.29","$1,028,923.22",,,
ENDOCRINE SYSTEM,61702,80S,N/A,$895.63,$702.18,,,
ENDOCRINE SYSTEM,61702,OTHER,11,"$40,352.78","$31,603.55",,,
ENDOCRINE SYSTEM,61702,TOTAL,13,"$41,248.41","$32,305.73",,,
ENDOCRINE SYSTEM,61703,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61703,OTHER,N/A,"$4,675.89","$3,665.88",,,
ENDOCRINE SYSTEM,61703,TOTAL,N/A,"$4,675.89","$3,665.88",,,
ENDOCRINE SYSTEM,61705,80S,N/A,$462.90,$362.91,,,
ENDOCRINE SYSTEM,61705,OTHER,N/A,"$20,470.78","$16,049.10",,,
ENDOCRINE SYSTEM,61705,TOTAL,N/A,"$20,933.68","$16,412.01",,,
ENDOCRINE SYSTEM,61708,80S,N/A,$406.59,$318.76,,,
ENDOCRINE SYSTEM,61708,OTHER,12,"$33,085.34","$25,917.46",,,
ENDOCRINE SYSTEM,61708,TOTAL,13,"$33,491.93","$26,236.22",,,
ENDOCRINE SYSTEM,61710,80S,N/A,$133.36,$104.56,,,
ENDOCRINE SYSTEM,61710,OTHER,36,"$73,973.35","$57,853.05",,,
ENDOCRINE SYSTEM,61710,TOTAL,37,"$74,106.71","$57,957.61",,,
ENDOCRINE SYSTEM,61711,80S,25,"$9,855.58","$7,726.81",,,
ENDOCRINE SYSTEM,61711,OTHER,94,"$231,535.49","$181,511.28",,,
ENDOCRINE SYSTEM,61711,TOTAL,119,"$241,391.07","$189,238.09",,,
ENDOCRINE SYSTEM,61720,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61720,OTHER,11,"$14,861.35","$11,651.32",,,
ENDOCRINE SYSTEM,61720,TOTAL,11,"$14,861.35","$11,651.32",,,
ENDOCRINE SYSTEM,61735,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61735,OTHER,52,"$90,388.65","$70,838.30",,,
ENDOCRINE SYSTEM,61735,TOTAL,52,"$90,388.65","$70,838.30",,,
ENDOCRINE SYSTEM,61750,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61750,OTHER,927,"$1,318,943.13","$1,025,732.19",,,
ENDOCRINE SYSTEM,61750,TOTAL,927,"$1,318,943.13","$1,025,732.19",,,
ENDOCRINE SYSTEM,61751,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61751,OTHER,"1,317","$1,818,613.99","$1,412,833.37",,,
ENDOCRINE SYSTEM,61751,TOTAL,"1,317","$1,818,613.99","$1,412,833.37",,,
ENDOCRINE SYSTEM,61760,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61760,OTHER,117,"$190,088.78","$144,580.71",,,
ENDOCRINE SYSTEM,61760,TOTAL,117,"$190,088.78","$144,580.71",,,
ENDOCRINE SYSTEM,61770,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61770,OTHER,30,"$45,574.74","$35,730.57",,,
ENDOCRINE SYSTEM,61770,TOTAL,30,"$45,574.74","$35,730.57",,,
ENDOCRINE SYSTEM,61781,80S,425,"$15,103.81","$11,839.06",,,
ENDOCRINE SYSTEM,61781,SG,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61781,OTHER,"12,310","$3,121,457.44","$2,430,913.10",,,
ENDOCRINE SYSTEM,61781,TOTAL,"12,735","$3,136,561.25","$2,442,752.16",,,
ENDOCRINE SYSTEM,61782,80S,16,$420.98,$330.04,,,
ENDOCRINE SYSTEM,61782,SG,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61782,OTHER,"10,460","$1,911,196.30","$1,478,771.60",,,
ENDOCRINE SYSTEM,61782,TOTAL,"10,476","$1,911,617.28","$1,479,101.64",,,
ENDOCRINE SYSTEM,61783,80S,664,"$22,231.63","$17,402.78",,,
ENDOCRINE SYSTEM,61783,OTHER,"7,007","$1,708,894.77","$1,330,527.41",,,
ENDOCRINE SYSTEM,61783,TOTAL,"7,671","$1,731,126.40","$1,347,930.19",,,
ENDOCRINE SYSTEM,61790,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61790,OTHER,606,"$558,539.39","$433,635.73",,,
ENDOCRINE SYSTEM,61790,TOTAL,606,"$558,539.39","$433,635.73",,,
ENDOCRINE SYSTEM,61791,80S,N/A,$186.24,$146.01,,,
ENDOCRINE SYSTEM,61791,OTHER,63,"$71,835.75","$55,752.14",,,
ENDOCRINE SYSTEM,61791,TOTAL,64,"$72,021.99","$55,898.15",,,
ENDOCRINE SYSTEM,61796,80S,103,"$15,549.60","$12,190.82",,,
ENDOCRINE SYSTEM,61796,OTHER,"6,012","$6,400,578.79","$4,984,664.02",,,
ENDOCRINE SYSTEM,61796,TOTAL,"6,115","$6,416,128.39","$4,996,854.84",,,
ENDOCRINE SYSTEM,61797,80S,110,"$3,602.52","$2,824.48",,,
ENDOCRINE SYSTEM,61797,OTHER,"6,171","$1,447,199.66","$1,127,718.91",,,
ENDOCRINE SYSTEM,61797,TOTAL,"6,281","$1,450,802.18","$1,130,543.39",,,
ENDOCRINE SYSTEM,61798,80S,106,"$20,950.79","$16,425.74",,,
ENDOCRINE SYSTEM,61798,OTHER,"3,696","$5,391,733.11","$4,195,174.71",,,
ENDOCRINE SYSTEM,61798,TOTAL,"3,802","$5,412,683.90","$4,211,600.45",,,
ENDOCRINE SYSTEM,61799,80S,29,"$1,231.88",$965.78,,,
ENDOCRINE SYSTEM,61799,OTHER,880,"$295,277.43","$230,894.47",,,
ENDOCRINE SYSTEM,61799,TOTAL,909,"$296,509.31","$231,860.25",,,
ENDOCRINE SYSTEM,61800,80S,188,"$4,220.75","$3,308.77",,,
ENDOCRINE SYSTEM,61800,OTHER,"5,967","$989,071.88","$770,766.85",,,
ENDOCRINE SYSTEM,61800,TOTAL,"6,155","$993,292.63","$774,075.62",,,
ENDOCRINE SYSTEM,61850,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61850,OTHER,N/A,"$1,289.91","$1,011.29",,,
ENDOCRINE SYSTEM,61850,TOTAL,N/A,"$1,289.91","$1,011.29",,,
ENDOCRINE SYSTEM,61860,80S,N/A,"$1,994.90","$1,564.01",,,
ENDOCRINE SYSTEM,61860,OTHER,35,"$52,304.54","$39,144.13",,,
ENDOCRINE SYSTEM,61860,TOTAL,45,"$54,299.44","$40,708.14",,,
ENDOCRINE SYSTEM,61863,80S,78,"$16,968.95","$13,303.63",,,
ENDOCRINE SYSTEM,61863,OTHER,514,"$813,592.18","$628,346.42",,,
ENDOCRINE SYSTEM,61863,TOTAL,592,"$830,561.13","$641,650.05",,,
ENDOCRINE SYSTEM,61864,80S,33,"$1,347.72","$1,056.55",,,
ENDOCRINE SYSTEM,61864,OTHER,279,"$82,603.23","$63,838.70",,,
ENDOCRINE SYSTEM,61864,TOTAL,312,"$83,950.95","$64,895.25",,,
ENDOCRINE SYSTEM,61867,80S,456,"$156,125.28","$120,136.01",,,
ENDOCRINE SYSTEM,61867,OTHER,"2,301","$5,745,392.53","$4,447,318.33",,,
ENDOCRINE SYSTEM,61867,TOTAL,"2,757","$5,901,517.81","$4,567,454.34",,,
ENDOCRINE SYSTEM,61868,80S,159,"$11,543.17","$8,987.04",,,
ENDOCRINE SYSTEM,61868,OTHER,935,"$492,935.45","$381,938.17",,,
ENDOCRINE SYSTEM,61868,TOTAL,"1,094","$504,478.62","$390,925.21",,,
ENDOCRINE SYSTEM,61870,OTHER,N/A,"$4,899.24","$3,841.00",,,
ENDOCRINE SYSTEM,61870,TOTAL,N/A,"$4,899.24","$3,841.00",,,
ENDOCRINE SYSTEM,61880,80S,101,"$9,909.77","$7,602.26",,,
ENDOCRINE SYSTEM,61880,OTHER,438,"$259,130.02","$200,934.97",,,
ENDOCRINE SYSTEM,61880,TOTAL,539,"$269,039.79","$208,537.23",,,
ENDOCRINE SYSTEM,61885,80S,278,"$20,450.73","$15,981.15",,,
ENDOCRINE SYSTEM,61885,SG,18,"$317,348.14","$248,800.89",,,
ENDOCRINE SYSTEM,61885,OTHER,"5,079","$4,025,046.44","$3,126,177.63",,,
ENDOCRINE SYSTEM,61885,TOTAL,"5,375","$4,362,845.31","$3,390,959.67",,,
ENDOCRINE SYSTEM,61886,80S,150,"$17,529.79","$13,550.97",,,
ENDOCRINE SYSTEM,61886,SG,N/A,"$23,336.25","$18,194.43",,,
ENDOCRINE SYSTEM,61886,OTHER,"2,743","$2,806,183.39","$2,145,650.62",,,
ENDOCRINE SYSTEM,61886,TOTAL,"2,894","$2,847,049.43","$2,177,396.02",,,
ENDOCRINE SYSTEM,61888,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,61888,SG,N/A,"$37,619.46","$29,493.66",,,
ENDOCRINE SYSTEM,61888,OTHER,580,"$217,198.70","$168,258.85",,,
ENDOCRINE SYSTEM,61888,TOTAL,590,"$254,818.16","$197,752.51",,,
ENDOCRINE SYSTEM,62000,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62000,OTHER,15,"$10,955.44","$7,620.82",,,
ENDOCRINE SYSTEM,62000,TOTAL,15,"$10,955.44","$7,620.82",,,
ENDOCRINE SYSTEM,62005,80S,N/A,$911.81,$714.86,,,
ENDOCRINE SYSTEM,62005,OTHER,36,"$30,630.53","$23,928.91",,,
ENDOCRINE SYSTEM,62005,TOTAL,43,"$31,542.34","$24,643.77",,,
ENDOCRINE SYSTEM,62010,80S,N/A,"$1,686.65","$1,322.32",,,
ENDOCRINE SYSTEM,62010,OTHER,85,"$108,107.68","$82,960.20",,,
ENDOCRINE SYSTEM,62010,TOTAL,95,"$109,794.33","$84,282.52",,,
ENDOCRINE SYSTEM,62100,80S,87,"$14,628.80","$11,468.83",,,
ENDOCRINE SYSTEM,62100,OTHER,320,"$383,147.10","$298,383.40",,,
ENDOCRINE SYSTEM,62100,TOTAL,407,"$397,775.90","$309,852.23",,,
ENDOCRINE SYSTEM,62117,OTHER,N/A,"$2,752.33","$2,157.82",,,
ENDOCRINE SYSTEM,62117,TOTAL,N/A,"$2,752.33","$2,157.82",,,
ENDOCRINE SYSTEM,62120,80S,N/A,$427.78,$335.38,,,
ENDOCRINE SYSTEM,62120,OTHER,67,"$104,843.06","$82,125.20",,,
ENDOCRINE SYSTEM,62120,TOTAL,69,"$105,270.84","$82,460.58",,,
ENDOCRINE SYSTEM,62121,80S,N/A,"$1,654.60","$1,297.21",,,
ENDOCRINE SYSTEM,62121,OTHER,132,"$169,304.33","$131,895.42",,,
ENDOCRINE SYSTEM,62121,TOTAL,139,"$170,958.93","$133,192.63",,,
ENDOCRINE SYSTEM,62140,80S,124,"$13,602.20","$10,445.89",,,
ENDOCRINE SYSTEM,62140,OTHER,760,"$520,471.08","$404,839.73",,,
ENDOCRINE SYSTEM,62140,TOTAL,884,"$534,073.28","$415,285.62",,,
ENDOCRINE SYSTEM,62141,80S,149,"$21,496.07","$16,668.84",,,
ENDOCRINE SYSTEM,62141,OTHER,759,"$700,673.85","$541,871.21",,,
ENDOCRINE SYSTEM,62141,TOTAL,908,"$722,169.92","$558,540.05",,,
ENDOCRINE SYSTEM,62142,80S,103,"$11,427.94","$8,962.57",,,
ENDOCRINE SYSTEM,62142,OTHER,613,"$469,964.02","$363,484.75",,,
ENDOCRINE SYSTEM,62142,TOTAL,716,"$481,391.96","$372,447.32",,,
ENDOCRINE SYSTEM,62143,80S,200,"$24,839.34","$19,297.08",,,
ENDOCRINE SYSTEM,62143,OTHER,784,"$682,811.14","$529,272.59",,,
ENDOCRINE SYSTEM,62143,TOTAL,984,"$707,650.48","$548,569.67",,,
ENDOCRINE SYSTEM,62145,80S,85,"$9,755.68","$7,648.32",,,
ENDOCRINE SYSTEM,62145,OTHER,181,"$149,989.76","$117,601.20",,,
ENDOCRINE SYSTEM,62145,TOTAL,266,"$159,745.44","$125,249.52",,,
ENDOCRINE SYSTEM,62146,80S,24,"$2,858.57","$2,241.14",,,
ENDOCRINE SYSTEM,62146,OTHER,88,"$74,843.43","$58,703.33",,,
ENDOCRINE SYSTEM,62146,TOTAL,112,"$77,702.00","$60,944.47",,,
ENDOCRINE SYSTEM,62147,80S,29,"$5,021.32","$3,936.70",,,
ENDOCRINE SYSTEM,62147,OTHER,111,"$130,319.78","$101,131.26",,,
ENDOCRINE SYSTEM,62147,TOTAL,140,"$135,341.10","$105,067.96",,,
ENDOCRINE SYSTEM,62148,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62148,OTHER,71,"$9,622.17","$7,464.30",,,
ENDOCRINE SYSTEM,62148,TOTAL,71,"$9,622.17","$7,464.30",,,
ENDOCRINE SYSTEM,62160,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62160,OTHER,401,"$83,649.09","$65,444.86",,,
ENDOCRINE SYSTEM,62160,TOTAL,401,"$83,649.09","$65,444.86",,,
ENDOCRINE SYSTEM,62161,80S,19,"$4,280.25","$3,311.82",,,
ENDOCRINE SYSTEM,62161,OTHER,97,"$149,112.23","$116,515.51",,,
ENDOCRINE SYSTEM,62161,TOTAL,116,"$153,392.48","$119,827.33",,,
ENDOCRINE SYSTEM,62162,80S,N/A,"$1,878.20","$1,472.50",,,
ENDOCRINE SYSTEM,62162,OTHER,33,"$60,116.64","$47,116.41",,,
ENDOCRINE SYSTEM,62162,TOTAL,40,"$61,994.84","$48,588.91",,,
ENDOCRINE SYSTEM,62163,OTHER,N/A,$750.58,$588.45,,,
ENDOCRINE SYSTEM,62163,TOTAL,N/A,$750.58,$588.45,,,
ENDOCRINE SYSTEM,62164,80S,12,"$3,772.37","$2,957.55",,,
ENDOCRINE SYSTEM,62164,OTHER,56,"$109,357.08","$85,696.30",,,
ENDOCRINE SYSTEM,62164,TOTAL,68,"$113,129.45","$88,653.85",,,
ENDOCRINE SYSTEM,62165,80S,32,"$7,918.09","$6,207.78",,,
ENDOCRINE SYSTEM,62165,OTHER,"1,627","$1,769,982.68","$1,381,100.27",,,
ENDOCRINE SYSTEM,62165,TOTAL,"1,659","$1,777,900.77","$1,387,308.05",,,
ENDOCRINE SYSTEM,62180,80S,N/A,$330.86,$259.40,,,
ENDOCRINE SYSTEM,62180,OTHER,15,"$19,479.09","$13,885.46",,,
ENDOCRINE SYSTEM,62180,TOTAL,17,"$19,809.95","$14,144.86",,,
ENDOCRINE SYSTEM,62190,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62190,OTHER,N/A,"$3,411.86","$2,674.89",,,
ENDOCRINE SYSTEM,62190,TOTAL,N/A,"$3,411.86","$2,674.89",,,
ENDOCRINE SYSTEM,62192,80S,54,"$5,585.49","$4,378.96",,,
ENDOCRINE SYSTEM,62192,OTHER,163,"$118,609.15","$92,692.63",,,
ENDOCRINE SYSTEM,62192,TOTAL,217,"$124,194.64","$97,071.59",,,
ENDOCRINE SYSTEM,62194,80S,N/A,$153.55,$120.39,,,
ENDOCRINE SYSTEM,62194,OTHER,56,"$27,680.31","$21,586.07",,,
ENDOCRINE SYSTEM,62194,TOTAL,59,"$27,833.86","$21,706.46",,,
ENDOCRINE SYSTEM,62200,80S,15,"$2,249.16","$1,763.34",,,
ENDOCRINE SYSTEM,62200,OTHER,41,"$42,526.07","$33,398.80",,,
ENDOCRINE SYSTEM,62200,TOTAL,56,"$44,775.23","$35,162.14",,,
ENDOCRINE SYSTEM,62201,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62201,OTHER,202,"$234,262.11","$182,236.97",,,
ENDOCRINE SYSTEM,62201,TOTAL,202,"$234,262.11","$182,236.97",,,
ENDOCRINE SYSTEM,62220,80S,26,"$3,968.87","$3,110.02",,,
ENDOCRINE SYSTEM,62220,OTHER,129,"$118,059.50","$92,105.94",,,
ENDOCRINE SYSTEM,62220,TOTAL,155,"$122,028.37","$95,215.96",,,
ENDOCRINE SYSTEM,62223,80S,"1,419","$219,706.76","$170,147.01",,,
ENDOCRINE SYSTEM,62223,OTHER,"6,912","$6,304,065.82","$4,905,887.42",,,
ENDOCRINE SYSTEM,62223,TOTAL,"8,331","$6,523,772.58","$5,076,034.43",,,
ENDOCRINE SYSTEM,62225,80S,N/A,$0.00,$0.00,,,
ENDOCRINE SYSTEM,62225,OTHER,600,"$258,395.75","$200,091.49",,,
ENDOCRINE SYSTEM,62225,TOTAL,600,"$258,395.75","$200,091.49",,,
ENDOCRINE SYSTEM,62230,80S,455,"$53,364.62","$41,283.74",,,
ENDOCRINE SYSTEM,62230,OTHER,"2,414","$1,789,108.86","$1,382,933.53",,,
ENDOCRINE SYSTEM,62230,TOTAL,"2,869","$1,842,473.48","$1,424,217.27",,,
ENDOCRINE SYSTEM,62252,80S,N/A,$10.56,$8.28,,,
ENDOCRINE SYSTEM,62252,OTHER,"7,744","$556,371.53","$416,864.27",,,
ENDOCRINE SYSTEM,62252,TOTAL,"7,745","$556,382.09","$416,872.55",,,
ENDOCRINE SYSTEM,62256,80S,130,"$9,755.75","$7,596.03",,,
ENDOCRINE SYSTEM,62256,OTHER,677,"$362,689.06","$281,937.85",,,
