CPT only copyright 2012 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2012 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17980,,,,,,
CARDIOVASCULAR,35142,OTHER,306,"$420,808.46","$336,529.01",
CARDIOVASCULAR,35151,TOTAL,918,"$901,206.83","$714,404.28",
CARDIOVASCULAR,35151,80S,225,"$41,654.59","$32,536.27",
CARDIOVASCULAR,35151,OTHER,693,"$859,552.24","$681,868.01",
CARDIOVASCULAR,35152,TOTAL,35,"$52,718.27","$42,174.64",
CARDIOVASCULAR,35152,80S,N/A,"$1,786.68","$1,429.35",
CARDIOVASCULAR,35152,OTHER,35,"$50,931.59","$40,745.29",
CARDIOVASCULAR,35180,TOTAL,N/A,"$3,540.61","$2,752.83",
CARDIOVASCULAR,35180,OTHER,N/A,"$3,540.61","$2,752.83",
CARDIOVASCULAR,35182,TOTAL,N/A,"$9,249.26","$7,399.41",
CARDIOVASCULAR,35182,80S,N/A,$355.34,$284.27,
CARDIOVASCULAR,35182,OTHER,N/A,"$8,893.92","$7,115.14",
CARDIOVASCULAR,35184,TOTAL,91,"$90,733.73","$72,542.21",
CARDIOVASCULAR,35184,80S,N/A,"$1,582.95","$1,221.59",
CARDIOVASCULAR,35184,OTHER,91,"$89,150.78","$71,320.62",
CARDIOVASCULAR,35188,TOTAL,14,"$16,085.07","$12,868.07",
CARDIOVASCULAR,35188,80S,N/A,$533.37,$426.70,
CARDIOVASCULAR,35188,OTHER,14,"$15,551.70","$12,441.37",
CARDIOVASCULAR,35189,TOTAL,40,"$32,098.79","$25,679.02",
CARDIOVASCULAR,35189,80S,12,"$2,039.86","$1,631.88",
CARDIOVASCULAR,35189,OTHER,28,"$30,058.93","$24,047.14",
CARDIOVASCULAR,35190,TOTAL,"1,114","$720,000.79","$569,556.27",
CARDIOVASCULAR,35190,80S,138,"$14,423.57","$11,450.70",
CARDIOVASCULAR,35190,SG,N/A,$0.00,$0.00,
CARDIOVASCULAR,35190,OTHER,976,"$705,577.22","$558,105.57",
CARDIOVASCULAR,35201,TOTAL,539,"$378,838.58","$300,574.42",
CARDIOVASCULAR,35201,80S,92,"$11,853.39","$9,453.42",
CARDIOVASCULAR,35201,OTHER,447,"$366,985.19","$291,121.00",
CARDIOVASCULAR,35206,TOTAL,"1,810","$1,169,374.22","$929,576.54",
CARDIOVASCULAR,35206,80S,178,"$17,346.46","$13,797.92",
CARDIOVASCULAR,35206,SG,N/A,$0.00,$0.00,
CARDIOVASCULAR,35206,OTHER,"1,632","$1,152,027.76","$915,778.62",
CARDIOVASCULAR,35207,TOTAL,339,"$212,417.60","$168,990.29",
CARDIOVASCULAR,35207,80S,N/A,$56.54,$45.23,
CARDIOVASCULAR,35207,SG,N/A,"$7,097.73","$5,678.18",
CARDIOVASCULAR,35207,OTHER,339,"$205,263.33","$163,266.88",
CARDIOVASCULAR,35211,TOTAL,420,"$234,611.69","$185,817.15",
CARDIOVASCULAR,35211,80S,155,"$18,177.14","$14,560.87",
CARDIOVASCULAR,35211,OTHER,265,"$216,434.55","$171,256.28",
CARDIOVASCULAR,35216,TOTAL,393,"$582,060.60","$463,884.76",
CARDIOVASCULAR,35216,80S,93,"$26,113.92","$20,891.23",
CARDIOVASCULAR,35216,OTHER,300,"$555,946.68","$442,993.53",
CARDIOVASCULAR,35221,TOTAL,"1,545","$1,605,620.53","$1,275,760.41",
CARDIOVASCULAR,35221,80S,256,"$45,500.69","$36,170.98",
CARDIOVASCULAR,35221,OTHER,"1,289","$1,560,119.84","$1,239,589.43",
CARDIOVASCULAR,35226,TOTAL,"4,175","$2,590,573.65","$2,060,693.33",
CARDIOVASCULAR,35226,80S,738,"$72,949.83","$57,745.64",
CARDIOVASCULAR,35226,OTHER,"3,437","$2,517,623.82","$2,002,947.69",
CARDIOVASCULAR,35231,TOTAL,153,"$129,456.63","$102,425.54",
CARDIOVASCULAR,35231,80S,13,"$2,330.12","$1,864.12",
CARDIOVASCULAR,35231,OTHER,140,"$127,126.51","$100,561.42",
CARDIOVASCULAR,35236,TOTAL,598,"$495,649.10","$394,425.55",
CARDIOVASCULAR,35236,80S,74,"$10,283.75","$8,227.07",
CARDIOVASCULAR,35236,OTHER,524,"$485,365.35","$386,198.48",
CARDIOVASCULAR,35241,TOTAL,163,"$76,685.26","$60,453.53",
CARDIOVASCULAR,35241,80S,74,"$7,893.26","$6,246.78",
CARDIOVASCULAR,35241,OTHER,89,"$68,792.00","$54,206.75",
CARDIOVASCULAR,35246,TOTAL,29,"$35,172.20","$28,137.77",
CARDIOVASCULAR,35246,80S,N/A,"$1,546.46","$1,237.18",
CARDIOVASCULAR,35246,OTHER,29,"$33,625.74","$26,900.59",
CARDIOVASCULAR,35251,TOTAL,193,"$226,301.45","$176,883.34",
CARDIOVASCULAR,35251,80S,32,"$6,905.11","$5,397.44",
CARDIOVASCULAR,35251,OTHER,161,"$219,396.34","$171,485.90",
CARDIOVASCULAR,35256,TOTAL,524,"$401,789.24","$319,493.03",
CARDIOVASCULAR,35256,80S,67,"$8,524.50","$6,819.66",
CARDIOVASCULAR,35256,OTHER,457,"$393,264.74","$312,673.37",
CARDIOVASCULAR,35261,TOTAL,235,"$147,820.48","$117,049.66",
CARDIOVASCULAR,35261,80S,73,"$10,453.93","$8,181.37",
CARDIOVASCULAR,35261,OTHER,162,"$137,366.55","$108,868.29",
CARDIOVASCULAR,35266,TOTAL,377,"$267,440.36","$211,040.69",
CARDIOVASCULAR,35266,80S,31,"$3,277.98","$2,516.62",
CARDIOVASCULAR,35266,OTHER,346,"$264,162.38","$208,524.07",
CARDIOVASCULAR,35271,TOTAL,170,"$103,132.43","$82,012.96",
CARDIOVASCULAR,35271,80S,56,"$6,456.72","$5,165.42",
CARDIOVASCULAR,35271,OTHER,114,"$96,675.71","$76,847.54",
CARDIOVASCULAR,35276,TOTAL,43,"$33,595.27","$26,876.20",
CARDIOVASCULAR,35276,80S,13,"$1,706.29","$1,365.03",
CARDIOVASCULAR,35276,OTHER,30,"$31,888.98","$25,511.17",
CARDIOVASCULAR,35281,TOTAL,178,"$193,452.87","$152,875.78",
CARDIOVASCULAR,35281,80S,38,"$7,263.16","$5,810.53",
CARDIOVASCULAR,35281,OTHER,140,"$186,189.71","$147,065.25",
CARDIOVASCULAR,35286,TOTAL,938,"$585,125.74","$464,191.74",
CARDIOVASCULAR,35286,80S,183,"$18,799.73","$15,039.72",
CARDIOVASCULAR,35286,OTHER,755,"$566,326.01","$449,152.02",
CARDIOVASCULAR,35301,TOTAL,"68,598","$57,839,190.51","$45,861,697.49",
CARDIOVASCULAR,35301,80S,"17,902","$2,857,231.72","$2,263,068.06",
CARDIOVASCULAR,35301,OTHER,"50,696","$54,981,958.79","$43,598,629.43",
CARDIOVASCULAR,35302,TOTAL,"3,310","$2,711,552.01","$2,151,909.88",
CARDIOVASCULAR,35302,80S,684,"$103,024.50","$81,161.10",
CARDIOVASCULAR,35302,OTHER,"2,626","$2,608,527.51","$2,070,748.78",
CARDIOVASCULAR,35303,TOTAL,"1,222","$1,094,293.83","$866,060.38",
CARDIOVASCULAR,35303,80S,229,"$36,482.72","$28,995.62",
CARDIOVASCULAR,35303,OTHER,993,"$1,057,811.11","$837,064.76",
CARDIOVASCULAR,35304,TOTAL,402,"$368,121.68","$291,434.52",
CARDIOVASCULAR,35304,80S,72,"$12,011.59","$9,609.30",
CARDIOVASCULAR,35304,OTHER,330,"$356,110.09","$281,825.22",
CARDIOVASCULAR,35305,TOTAL,509,"$362,069.75","$287,934.89",
CARDIOVASCULAR,35305,80S,106,"$13,429.96","$10,631.97",
CARDIOVASCULAR,35305,OTHER,403,"$348,639.79","$277,302.92",
CARDIOVASCULAR,35306,TOTAL,114,"$41,961.02","$33,341.68",
CARDIOVASCULAR,35306,80S,31,"$2,204.39","$1,763.52",
CARDIOVASCULAR,35306,OTHER,83,"$39,756.63","$31,578.16",
CARDIOVASCULAR,35311,TOTAL,33,"$45,002.06","$36,001.64",
CARDIOVASCULAR,35311,80S,N/A,"$1,504.77","$1,203.81",
CARDIOVASCULAR,35311,OTHER,33,"$43,497.29","$34,797.83",
CARDIOVASCULAR,35321,TOTAL,592,"$473,818.23","$378,764.79",
CARDIOVASCULAR,35321,80S,62,"$7,896.34","$6,317.08",
CARDIOVASCULAR,35321,OTHER,530,"$465,921.89","$372,447.71",
CARDIOVASCULAR,35331,TOTAL,338,"$237,403.94","$188,908.94",
CARDIOVASCULAR,35331,80S,102,"$14,897.94","$11,785.05",
CARDIOVASCULAR,35331,OTHER,236,"$222,506.00","$177,123.89",
CARDIOVASCULAR,35341,TOTAL,303,"$252,388.20","$201,232.06",
CARDIOVASCULAR,35341,80S,62,"$11,129.53","$8,852.35",
CARDIOVASCULAR,35341,OTHER,241,"$241,258.67","$192,379.71",
CARDIOVASCULAR,35351,TOTAL,"1,257","$1,247,819.63","$996,277.46",
CARDIOVASCULAR,35351,80S,281,"$50,354.76","$39,703.43",
CARDIOVASCULAR,35351,OTHER,976,"$1,197,464.87","$956,574.03",
CARDIOVASCULAR,35355,TOTAL,"2,945","$2,082,719.75","$1,655,893.30",
CARDIOVASCULAR,35355,80S,697,"$88,467.35","$70,485.67",
CARDIOVASCULAR,35355,OTHER,"2,248","$1,994,252.40","$1,585,407.63",
CARDIOVASCULAR,35361,TOTAL,29,"$39,262.48","$31,410.00",
CARDIOVASCULAR,35361,80S,N/A,"$1,115.35",$892.28,
CARDIOVASCULAR,35361,OTHER,29,"$38,147.13","$30,517.72",
CARDIOVASCULAR,35363,TOTAL,170,"$322,516.04","$257,882.58",
CARDIOVASCULAR,35363,80S,N/A,"$2,782.18","$2,225.76",
CARDIOVASCULAR,35363,OTHER,170,"$319,733.86","$255,656.82",
CARDIOVASCULAR,35371,TOTAL,"10,853","$5,726,055.29","$4,547,964.57",
CARDIOVASCULAR,35371,80S,"2,230","$205,075.60","$162,733.33",
CARDIOVASCULAR,35371,OTHER,"8,623","$5,520,979.69","$4,385,231.24",
CARDIOVASCULAR,35372,TOTAL,"5,111","$2,995,692.32","$2,382,660.45",
CARDIOVASCULAR,35372,80S,"1,091","$115,169.48","$91,706.03",
CARDIOVASCULAR,35372,OTHER,"4,020","$2,880,522.84","$2,290,954.42",
CARDIOVASCULAR,35390,TOTAL,"1,051","$136,600.78","$107,824.37",
CARDIOVASCULAR,35390,80S,253,"$6,054.71","$4,790.97",
CARDIOVASCULAR,35390,OTHER,798,"$130,546.07","$103,033.40",
CARDIOVASCULAR,35400,TOTAL,300,"$47,215.28","$37,446.62",
CARDIOVASCULAR,35400,80S,N/A,$201.26,$161.00,
CARDIOVASCULAR,35400,OTHER,300,"$47,014.02","$37,285.62",
CARDIOVASCULAR,35450,TOTAL,168,"$65,876.46","$51,908.57",
CARDIOVASCULAR,35450,80S,15,$828.48,$662.79,
CARDIOVASCULAR,35450,OTHER,153,"$65,047.98","$51,245.78",
CARDIOVASCULAR,35452,TOTAL,96,"$18,950.04","$15,127.65",
CARDIOVASCULAR,35452,80S,15,$568.69,$454.96,
CARDIOVASCULAR,35452,OTHER,81,"$18,381.35","$14,672.69",
CARDIOVASCULAR,35458,TOTAL,956,"$359,689.39","$285,657.68",
CARDIOVASCULAR,35458,80S,54,"$3,011.87","$2,409.51",
CARDIOVASCULAR,35458,OTHER,902,"$356,677.52","$283,248.17",
CARDIOVASCULAR,35460,TOTAL,"4,545","$1,028,750.80","$818,769.97",
CARDIOVASCULAR,35460,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,35460,OTHER,"4,545","$1,028,750.80","$818,769.97",
CARDIOVASCULAR,35471,TOTAL,"7,652","$5,004,576.65","$3,972,066.34",
CARDIOVASCULAR,35471,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,35471,OTHER,"7,652","$5,004,576.65","$3,972,066.34",
CARDIOVASCULAR,35472,TOTAL,680,"$290,057.69","$230,582.27",
CARDIOVASCULAR,35472,80S,N/A,$478.73,$382.98,
CARDIOVASCULAR,35472,OTHER,680,"$289,578.96","$230,199.29",
CARDIOVASCULAR,35473,TOTAL,N/A,$0.00,$0.00,
CARDIOVASCULAR,35473,OTHER,N/A,$0.00,$0.00,
CARDIOVASCULAR,35474,TOTAL,N/A,$0.00,$0.00,
CARDIOVASCULAR,35474,OTHER,N/A,$0.00,$0.00,
CARDIOVASCULAR,35475,TOTAL,"50,977","$79,340,464.66","$62,640,611.21",
CARDIOVASCULAR,35475,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,35475,SG,71,"$146,843.09","$117,230.20",
CARDIOVASCULAR,35475,OTHER,"50,906","$79,193,621.57","$62,523,381.01",
CARDIOVASCULAR,35476,TOTAL,"286,746","$283,405,913.91","$223,935,085.15",
CARDIOVASCULAR,35476,80S,N/A,$48.05,$38.44,
CARDIOVASCULAR,35476,SG,710,"$978,935.94","$776,449.32",
CARDIOVASCULAR,35476,OTHER,"286,036","$282,426,929.92","$223,158,597.39",
CARDIOVASCULAR,35500,TOTAL,660,"$177,723.93","$140,969.11",
CARDIOVASCULAR,35500,80S,151,"$7,550.50","$6,000.50",
CARDIOVASCULAR,35500,OTHER,509,"$170,173.43","$134,968.61",
CARDIOVASCULAR,35501,TOTAL,146,"$174,337.89","$139,246.35",
CARDIOVASCULAR,35501,80S,39,"$8,918.08","$7,134.47",
CARDIOVASCULAR,35501,OTHER,107,"$165,419.81","$132,111.88",
CARDIOVASCULAR,35506,TOTAL,86,"$92,706.08","$72,259.03",
CARDIOVASCULAR,35506,80S,18,"$3,417.02","$2,733.61",
CARDIOVASCULAR,35506,OTHER,68,"$89,289.06","$69,525.42",
CARDIOVASCULAR,35508,TOTAL,41,"$23,311.57","$18,649.20",
CARDIOVASCULAR,35508,80S,18,"$2,202.69","$1,762.15",
CARDIOVASCULAR,35508,OTHER,23,"$21,108.88","$16,887.05",
CARDIOVASCULAR,35509,TOTAL,22,"$32,997.18","$26,397.72",
CARDIOVASCULAR,35509,80S,N/A,"$1,427.82","$1,142.25",
CARDIOVASCULAR,35509,OTHER,22,"$31,569.36","$25,255.47",
CARDIOVASCULAR,35510,TOTAL,23,"$29,064.23","$23,251.39",
CARDIOVASCULAR,35510,80S,N/A,$688.40,$550.72,
CARDIOVASCULAR,35510,OTHER,23,"$28,375.83","$22,700.67",
CARDIOVASCULAR,35512,TOTAL,16,"$20,184.71","$16,147.75",
CARDIOVASCULAR,35512,80S,N/A,$330.59,$264.47,
CARDIOVASCULAR,35512,OTHER,16,"$19,854.12","$15,883.28",
CARDIOVASCULAR,35515,TOTAL,N/A,"$4,227.74","$3,382.20",
CARDIOVASCULAR,35515,OTHER,N/A,"$4,227.74","$3,382.20",
CARDIOVASCULAR,35516,TOTAL,N/A,"$11,206.52","$8,965.22",
CARDIOVASCULAR,35516,80S,N/A,$770.89,$616.71,
CARDIOVASCULAR,35516,OTHER,N/A,"$10,435.63","$8,348.51",
CARDIOVASCULAR,35518,TOTAL,N/A,"$7,084.61","$5,667.69",
CARDIOVASCULAR,35518,80S,N/A,$159.32,$127.46,
CARDIOVASCULAR,35518,OTHER,N/A,"$6,925.29","$5,540.23",
CARDIOVASCULAR,35521,TOTAL,36,"$45,406.81","$36,325.46",
CARDIOVASCULAR,35521,80S,N/A,"$1,829.57","$1,463.67",
CARDIOVASCULAR,35521,OTHER,36,"$43,577.24","$34,861.79",
CARDIOVASCULAR,35522,TOTAL,102,"$100,880.54","$79,320.90",
CARDIOVASCULAR,35522,80S,19,"$3,280.88","$2,473.70",
CARDIOVASCULAR,35522,OTHER,83,"$97,599.66","$76,847.20",
CARDIOVASCULAR,35523,TOTAL,165,"$190,678.18","$152,542.51",
CARDIOVASCULAR,35523,80S,25,"$4,850.69","$3,880.54",
CARDIOVASCULAR,35523,OTHER,140,"$185,827.49","$148,661.97",
CARDIOVASCULAR,35525,TOTAL,205,"$209,260.94","$165,785.70",
CARDIOVASCULAR,35525,80S,33,"$5,826.19","$4,660.96",
CARDIOVASCULAR,35525,OTHER,172,"$203,434.75","$161,124.74",
CARDIOVASCULAR,35526,TOTAL,19,"$30,317.92","$24,254.34",
CARDIOVASCULAR,35526,80S,N/A,"$2,288.40","$1,830.71",
CARDIOVASCULAR,35526,OTHER,19,"$28,029.52","$22,423.63",
CARDIOVASCULAR,35531,TOTAL,130,"$189,442.07","$151,522.31",
CARDIOVASCULAR,35531,80S,35,"$10,861.33","$8,689.03",
CARDIOVASCULAR,35531,OTHER,95,"$178,580.74","$142,833.28",
CARDIOVASCULAR,35533,TOTAL,64,"$67,108.21","$52,975.32",
CARDIOVASCULAR,35533,80S,25,"$5,581.98","$4,465.57",
CARDIOVASCULAR,35533,OTHER,39,"$61,526.23","$48,509.75",
CARDIOVASCULAR,35535,TOTAL,17,"$28,836.64","$21,258.82",
CARDIOVASCULAR,35535,80S,N/A,"$1,250.28",$814.95,
CARDIOVASCULAR,35535,OTHER,17,"$27,586.36","$20,443.87",
CARDIOVASCULAR,35536,TOTAL,N/A,"$10,605.90","$8,484.72",
CARDIOVASCULAR,35536,80S,N/A,$834.69,$667.75,
CARDIOVASCULAR,35536,OTHER,N/A,"$9,771.21","$7,816.97",
CARDIOVASCULAR,35537,TOTAL,14,"$28,209.59","$22,567.67",
CARDIOVASCULAR,35537,80S,N/A,"$1,639.84","$1,311.87",
CARDIOVASCULAR,35537,OTHER,14,"$26,569.75","$21,255.80",
CARDIOVASCULAR,35538,TOTAL,20,"$50,259.36","$40,166.45",
CARDIOVASCULAR,35538,80S,N/A,"$2,647.88","$2,118.30",
CARDIOVASCULAR,35538,OTHER,20,"$47,611.48","$38,048.15",
CARDIOVASCULAR,35539,TOTAL,15,"$34,408.32","$27,526.67",
CARDIOVASCULAR,35539,80S,N/A,"$1,439.41","$1,151.53",
CARDIOVASCULAR,35539,OTHER,15,"$32,968.91","$26,375.14",
CARDIOVASCULAR,35540,TOTAL,98,"$255,066.99","$203,941.58",
CARDIOVASCULAR,35540,80S,N/A,$0.00,$0.00,
CARDIOVASCULAR,35540,OTHER,98,"$255,066.99","$203,941.58",
CARDIOVASCULAR,35556,TOTAL,"5,294","$6,027,880.48","$4,775,595.74",
CARDIOVASCULAR,35556,80S,"1,296","$279,049.08","$221,450.22",
CARDIOVASCULAR,35556,OTHER,"3,998","$5,748,831.40","$4,554,145.52",
CARDIOVASCULAR,35558,TOTAL,481,"$452,041.12","$357,439.40",
CARDIOVASCULAR,35558,80S,114,"$20,548.92","$16,399.58",
CARDIOVASCULAR,35558,OTHER,367,"$431,492.20","$341,039.82",
CARDIOVASCULAR,35560,TOTAL,43,"$48,089.50","$38,452.70",
CARDIOVASCULAR,35560,80S,11,"$2,444.66","$1,955.73",
CARDIOVASCULAR,35560,OTHER,32,"$45,644.84","$36,496.97",
CARDIOVASCULAR,35563,TOTAL,33,"$35,217.34","$28,173.87",
CARDIOVASCULAR,35563,80S,11,"$2,673.05","$2,138.44",
CARDIOVASCULAR,35563,OTHER,22,"$32,544.29","$26,035.43",
CARDIOVASCULAR,35565,TOTAL,260,"$270,295.82","$215,094.30",
CARDIOVASCULAR,35565,80S,57,"$10,835.44","$8,525.67",
CARDIOVASCULAR,35565,OTHER,203,"$259,460.38","$206,568.63",
CARDIOVASCULAR,35566,TOTAL,"4,672","$6,461,211.08","$5,129,653.24",
CARDIOVASCULAR,35566,80S,"1,081","$280,726.66","$223,913.62",
CARDIOVASCULAR,35566,OTHER,"3,591","$6,180,484.42","$4,905,739.62",
CARDIOVASCULAR,35570,TOTAL,123,"$141,337.97","$111,798.86",
CARDIOVASCULAR,35570,80S,18,"$3,756.59","$3,005.28",
CARDIOVASCULAR,35570,OTHER,105,"$137,581.38","$108,793.58",
CARDIOVASCULAR,35571,TOTAL,"2,006","$2,273,635.37","$1,810,630.85",
CARDIOVASCULAR,35571,80S,419,"$86,036.78","$68,125.27",
CARDIOVASCULAR,35571,OTHER,"1,587","$2,187,598.59","$1,742,505.58",
CARDIOVASCULAR,35572,TOTAL,"1,132","$320,354.39","$255,941.95",
CARDIOVASCULAR,35572,80S,300,"$17,147.99","$13,684.30",
CARDIOVASCULAR,35572,OTHER,832,"$303,206.40","$242,257.65",
CARDIOVASCULAR,35583,TOTAL,"1,760","$2,090,010.93","$1,659,759.42",
CARDIOVASCULAR,35583,80S,412,"$91,869.80","$72,543.56",
CARDIOVASCULAR,35583,OTHER,"1,348","$1,998,141.13","$1,587,215.86",
CARDIOVASCULAR,35585,TOTAL,"1,944","$2,716,044.61","$2,162,636.17",
CARDIOVASCULAR,35585,80S,452,"$119,816.59","$95,311.80",
CARDIOVASCULAR,35585,OTHER,"1,492","$2,596,228.02","$2,067,324.37",
CARDIOVASCULAR,35587,TOTAL,237,"$270,088.36","$214,851.91",
CARDIOVASCULAR,35587,80S,53,"$10,900.16","$8,553.18",
CARDIOVASCULAR,35587,OTHER,184,"$259,188.20","$206,298.73",
CARDIOVASCULAR,35600,TOTAL,"2,718","$501,761.76","$397,475.85",
CARDIOVASCULAR,35600,80S,957,"$37,065.16","$29,401.08",
CARDIOVASCULAR,35600,OTHER,"1,761","$464,696.60","$368,074.77",
CARDIOVASCULAR,35601,TOTAL,206,"$240,611.56","$190,731.99",
CARDIOVASCULAR,35601,80S,45,"$9,304.06","$7,338.11",
CARDIOVASCULAR,35601,OTHER,161,"$231,307.50","$183,393.88",
CARDIOVASCULAR,35606,TOTAL,"1,035","$940,656.67","$743,314.10",
CARDIOVASCULAR,35606,80S,246,"$41,930.85","$32,908.36",
CARDIOVASCULAR,35606,OTHER,789,"$898,725.82","$710,405.74",
CARDIOVASCULAR,35612,TOTAL,23,"$20,893.50","$16,714.80",
CARDIOVASCULAR,35612,80S,N/A,$380.19,$304.16,
CARDIOVASCULAR,35612,OTHER,23,"$20,513.31","$16,410.64",
CARDIOVASCULAR,35616,TOTAL,83,"$64,711.00","$50,758.33",
CARDIOVASCULAR,35616,80S,11,"$1,393.52","$1,114.83",
CARDIOVASCULAR,35616,OTHER,72,"$63,317.48","$49,643.50",
CARDIOVASCULAR,35621,TOTAL,801,"$663,875.14","$527,437.02",
CARDIOVASCULAR,35621,80S,189,"$29,391.86","$23,398.92",
CARDIOVASCULAR,35621,OTHER,612,"$634,483.28","$504,038.10",
CARDIOVASCULAR,35623,TOTAL,80,"$86,717.82","$66,787.93",
CARDIOVASCULAR,35623,80S,14,"$2,902.28","$2,321.82",
CARDIOVASCULAR,35623,OTHER,66,"$83,815.54","$64,466.11",
CARDIOVASCULAR,35626,TOTAL,402,"$306,427.17","$240,178.80",
CARDIOVASCULAR,35626,80S,122,"$19,557.54","$15,645.96",
CARDIOVASCULAR,35626,OTHER,280,"$286,869.63","$224,532.84",
CARDIOVASCULAR,35631,TOTAL,889,"$1,034,052.04","$819,919.50",
CARDIOVASCULAR,35631,80S,231,"$54,969.46","$43,860.98",
CARDIOVASCULAR,35631,OTHER,658,"$979,082.58","$776,058.52",
CARDIOVASCULAR,35632,TOTAL,51,"$37,340.04","$29,872.08",
CARDIOVASCULAR,35632,80S,13,"$1,952.56","$1,562.05",
CARDIOVASCULAR,35632,OTHER,38,"$35,387.48","$28,310.03",
CARDIOVASCULAR,35633,TOTAL,167,"$229,731.08","$183,560.95",
CARDIOVASCULAR,35633,80S,38,"$10,660.98","$8,528.81",
CARDIOVASCULAR,35633,OTHER,129,"$219,070.10","$175,032.14",
CARDIOVASCULAR,35634,TOTAL,71,"$60,231.19","$47,946.14",
CARDIOVASCULAR,35634,80S,14,"$2,285.74","$1,589.70",
CARDIOVASCULAR,35634,OTHER,57,"$57,945.45","$46,356.44",
CARDIOVASCULAR,35636,TOTAL,N/A,"$11,275.21","$9,020.17",
CARDIOVASCULAR,35636,80S,N/A,$286.66,$229.33,
CARDIOVASCULAR,35636,OTHER,N/A,"$10,988.55","$8,790.84",
CARDIOVASCULAR,35637,TOTAL,108,"$129,695.49","$101,874.52",
CARDIOVASCULAR,35637,80S,27,"$6,786.72","$5,429.39",
CARDIOVASCULAR,35637,OTHER,81,"$122,908.77","$96,445.13",
CARDIOVASCULAR,35638,TOTAL,391,"$469,620.04","$371,547.28",
CARDIOVASCULAR,35638,80S,120,"$29,945.85","$23,574.51",
CARDIOVASCULAR,35638,OTHER,271,"$439,674.19","$347,972.77",
CARDIOVASCULAR,35642,TOTAL,N/A,"$6,247.95","$4,998.37",
CARDIOVASCULAR,35642,80S,N/A,$579.87,$463.90,
CARDIOVASCULAR,35642,OTHER,N/A,"$5,668.08","$4,534.47",
CARDIOVASCULAR,35645,TOTAL,N/A,"$1,327.69","$1,062.15",
CARDIOVASCULAR,35645,80S,N/A,$303.11,$242.49,
CARDIOVASCULAR,35645,OTHER,N/A,"$1,024.58",$819.66,
CARDIOVASCULAR,35646,TOTAL,"2,873","$3,615,274.87","$2,862,377.36",
CARDIOVASCULAR,35646,80S,863,"$223,142.96","$176,329.04",
CARDIOVASCULAR,35646,OTHER,"2,010","$3,392,131.91","$2,686,048.32",
CARDIOVASCULAR,35647,TOTAL,290,"$324,710.85","$256,995.65",
CARDIOVASCULAR,35647,80S,67,"$13,968.26","$11,174.62",
CARDIOVASCULAR,35647,OTHER,223,"$310,742.59","$245,821.03",
CARDIOVASCULAR,35650,TOTAL,130,"$97,941.50","$78,079.06",
CARDIOVASCULAR,35650,80S,31,"$3,934.57","$3,147.58",
CARDIOVASCULAR,35650,OTHER,99,"$94,006.93","$74,931.48",
CARDIOVASCULAR,35654,TOTAL,"1,125","$1,166,437.44","$929,532.40",
CARDIOVASCULAR,35654,80S,297,"$60,707.52","$48,135.92",
CARDIOVASCULAR,35654,OTHER,828,"$1,105,729.92","$881,396.48",
CARDIOVASCULAR,35656,TOTAL,"11,353","$9,476,190.38","$7,521,213.05",
CARDIOVASCULAR,35656,80S,"2,727","$425,024.34","$337,127.89",
CARDIOVASCULAR,35656,OTHER,"8,626","$9,051,166.04","$7,184,085.16",
CARDIOVASCULAR,35661,TOTAL,"4,590","$3,715,226.93","$2,952,558.03",
CARDIOVASCULAR,35661,80S,"1,083","$162,968.12","$129,210.56",
CARDIOVASCULAR,35661,OTHER,"3,507","$3,552,258.81","$2,823,347.47",
CARDIOVASCULAR,35663,TOTAL,103,"$80,875.83","$63,301.24",
CARDIOVASCULAR,35663,80S,29,"$5,015.46","$3,900.37",
CARDIOVASCULAR,35663,OTHER,74,"$75,860.37","$59,400.87",
CARDIOVASCULAR,35665,TOTAL,"1,752","$1,531,821.76","$1,218,243.43",
CARDIOVASCULAR,35665,80S,373,"$60,630.99","$48,399.82",
CARDIOVASCULAR,35665,OTHER,"1,379","$1,471,190.77","$1,169,843.61",
CARDIOVASCULAR,35666,TOTAL,"2,959","$3,104,380.24","$2,466,842.59",
CARDIOVASCULAR,35666,80S,675,"$133,837.22","$105,433.29",
CARDIOVASCULAR,35666,OTHER,"2,284","$2,970,543.02","$2,361,409.30",
CARDIOVASCULAR,35671,TOTAL,323,"$292,911.85","$232,473.25",
CARDIOVASCULAR,35671,80S,71,"$12,152.80","$9,697.23",
CARDIOVASCULAR,35671,OTHER,252,"$280,759.05","$222,776.02",
CARDIOVASCULAR,35681,TOTAL,689,"$42,721.95","$33,867.78",
CARDIOVASCULAR,35681,80S,214,"$2,729.68","$2,167.57",
CARDIOVASCULAR,35681,OTHER,475,"$39,992.27","$31,700.21",
CARDIOVASCULAR,35682,TOTAL,464,"$163,061.11","$129,822.18",
CARDIOVASCULAR,35682,80S,28,"$1,562.08","$1,230.17",
CARDIOVASCULAR,35682,OTHER,436,"$161,499.03","$128,592.01",
CARDIOVASCULAR,35683,TOTAL,38,"$16,039.79","$12,831.79",
CARDIOVASCULAR,35683,80S,N/A,$111.13,$88.90,
