"CPT only copyright 2019 American Medical Association. All rights reserved.					",,,,,,
,,,,,,
"2019 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-17844,,,,,,
DIGESTIVE SYSTEM,45108,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45108,OTHER,20 ,"$7,885.32 ","$6,214.32 ",
DIGESTIVE SYSTEM,45108,TOTAL,20 ,"$7,885.32 ","$6,214.32 ",
DIGESTIVE SYSTEM,45110,80S,248 ,"$71,995.63 ","$56,616.49 ",
DIGESTIVE SYSTEM,45110,OTHER,963 ,"$1,773,209.72 ","$1,394,611.61 ",
DIGESTIVE SYSTEM,45110,TOTAL,"1,211 ","$1,845,205.35 ","$1,451,228.10 ",
DIGESTIVE SYSTEM,45111,80S,70 ,"$9,178.37 ","$7,220.11 ",
DIGESTIVE SYSTEM,45111,OTHER,325 ,"$260,785.19 ","$204,553.60 ",
DIGESTIVE SYSTEM,45111,TOTAL,395 ,"$269,963.56 ","$211,773.71 ",
DIGESTIVE SYSTEM,45112,80S,19 ,"$5,542.78 ","$4,229.51 ",
DIGESTIVE SYSTEM,45112,OTHER,95 ,"$173,633.28 ","$137,139.47 ",
DIGESTIVE SYSTEM,45112,TOTAL,114 ,"$179,176.06 ","$141,368.98 ",
DIGESTIVE SYSTEM,45113,80S,N/A,"$1,873.87 ","$1,485.48 ",
DIGESTIVE SYSTEM,45113,OTHER,54 ,"$105,396.08 ","$83,090.29 ",
DIGESTIVE SYSTEM,45113,TOTAL,60 ,"$107,269.95 ","$84,575.77 ",
DIGESTIVE SYSTEM,45114,80S,N/A,"$1,000.26 ",$789.44 ,
DIGESTIVE SYSTEM,45114,OTHER,14 ,"$23,620.91 ","$18,647.07 ",
DIGESTIVE SYSTEM,45114,TOTAL,18 ,"$24,621.17 ","$19,436.51 ",
DIGESTIVE SYSTEM,45116,80S,N/A,$517.52 ,$412.44 ,
DIGESTIVE SYSTEM,45116,OTHER,N/A,"$9,809.44 ","$7,694.95 ",
DIGESTIVE SYSTEM,45116,TOTAL,N/A,"$10,326.96 ","$8,107.39 ",
DIGESTIVE SYSTEM,45119,80S,18 ,"$5,015.04 ","$3,969.32 ",
DIGESTIVE SYSTEM,45119,OTHER,64 ,"$124,273.14 ","$97,183.44 ",
DIGESTIVE SYSTEM,45119,TOTAL,82 ,"$129,288.18 ","$101,152.76 ",
DIGESTIVE SYSTEM,45120,80S,N/A,"$1,144.10 ",$907.46 ,
DIGESTIVE SYSTEM,45120,OTHER,15 ,"$24,318.99 ","$18,038.40 ",
DIGESTIVE SYSTEM,45120,TOTAL,20 ,"$25,463.09 ","$18,945.86 ",
DIGESTIVE SYSTEM,45121,80S,N/A,"$1,763.79 ","$1,391.30 ",
DIGESTIVE SYSTEM,45121,OTHER,12 ,"$20,421.48 ","$16,096.22 ",
DIGESTIVE SYSTEM,45121,TOTAL,18 ,"$22,185.27 ","$17,487.52 ",
DIGESTIVE SYSTEM,45123,80S,56 ,"$10,136.58 ","$7,832.03 ",
DIGESTIVE SYSTEM,45123,OTHER,258 ,"$294,528.74 ","$229,511.87 ",
DIGESTIVE SYSTEM,45123,TOTAL,314 ,"$304,665.32 ","$237,343.90 ",
DIGESTIVE SYSTEM,45126,80S,N/A,"$3,688.08 ","$2,567.97 ",
DIGESTIVE SYSTEM,45126,OTHER,130 ,"$268,951.76 ","$213,387.22 ",
DIGESTIVE SYSTEM,45126,TOTAL,138 ,"$272,639.84 ","$215,955.19 ",
DIGESTIVE SYSTEM,45130,80S,371 ,"$61,636.67 ","$48,385.21 ",
DIGESTIVE SYSTEM,45130,OTHER,"1,974 ","$2,232,327.14 ","$1,749,386.22 ",
DIGESTIVE SYSTEM,45130,TOTAL,"2,345 ","$2,293,963.81 ","$1,797,771.43 ",
DIGESTIVE SYSTEM,45135,80S,N/A,$183.01 ,$143.48 ,
DIGESTIVE SYSTEM,45135,OTHER,19 ,"$25,479.66 ","$19,029.95 ",
DIGESTIVE SYSTEM,45135,TOTAL,20 ,"$25,662.67 ","$19,173.43 ",
DIGESTIVE SYSTEM,45136,80S,N/A,"$2,875.41 ","$1,964.68 ",
DIGESTIVE SYSTEM,45136,OTHER,77 ,"$143,134.40 ","$109,930.06 ",
DIGESTIVE SYSTEM,45136,TOTAL,87 ,"$146,009.81 ","$111,894.74 ",
DIGESTIVE SYSTEM,45150,OTHER,55 ,"$21,695.78 ","$15,705.90 ",
DIGESTIVE SYSTEM,45150,TOTAL,55 ,"$21,695.78 ","$15,705.90 ",
DIGESTIVE SYSTEM,45160,80S,N/A,$493.58 ,$386.97 ,
DIGESTIVE SYSTEM,45160,OTHER,16 ,"$16,918.23 ","$13,287.91 ",
DIGESTIVE SYSTEM,45160,TOTAL,19 ,"$17,411.81 ","$13,674.88 ",
DIGESTIVE SYSTEM,45171,80S,137 ,"$11,838.59 ","$9,263.55 ",
DIGESTIVE SYSTEM,45171,SG,15 ,"$17,143.82 ","$12,048.30 ",
DIGESTIVE SYSTEM,45171,OTHER,"2,829 ","$1,914,447.38 ","$1,492,566.95 ",
DIGESTIVE SYSTEM,45171,TOTAL,"2,981 ","$1,943,429.79 ","$1,513,878.80 ",
DIGESTIVE SYSTEM,45172,80S,206 ,"$23,824.48 ","$18,624.37 ",
DIGESTIVE SYSTEM,45172,SG,N/A,"$10,183.95 ","$7,984.22 ",
DIGESTIVE SYSTEM,45172,OTHER,"2,036 ","$1,732,772.34 ","$1,356,623.11 ",
DIGESTIVE SYSTEM,45172,TOTAL,"2,251 ","$1,766,780.77 ","$1,383,231.70 ",
DIGESTIVE SYSTEM,45190,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45190,OTHER,363 ,"$281,807.89 ","$218,149.48 ",
DIGESTIVE SYSTEM,45190,TOTAL,363 ,"$281,807.89 ","$218,149.48 ",
DIGESTIVE SYSTEM,45300,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45300,SG,N/A,$296.36 ,$232.35 ,
DIGESTIVE SYSTEM,45300,OTHER,"23,296 ","$2,419,745.57 ","$1,801,295.35 ",
DIGESTIVE SYSTEM,45300,TOTAL,"23,301 ","$2,420,041.93 ","$1,801,527.70 ",
DIGESTIVE SYSTEM,45303,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45303,SG,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45303,OTHER,658 ,"$533,662.47 ","$412,925.24 ",
DIGESTIVE SYSTEM,45303,TOTAL,658 ,"$533,662.47 ","$412,925.24 ",
DIGESTIVE SYSTEM,45305,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45305,OTHER,704 ,"$77,789.47 ","$59,745.69 ",
DIGESTIVE SYSTEM,45305,TOTAL,704 ,"$77,789.47 ","$59,745.69 ",
DIGESTIVE SYSTEM,45307,80S,N/A,$6.67 ,$5.23 ,
DIGESTIVE SYSTEM,45307,OTHER,67 ,"$9,125.49 ","$6,761.32 ",
DIGESTIVE SYSTEM,45307,TOTAL,68 ,"$9,132.16 ","$6,766.55 ",
DIGESTIVE SYSTEM,45308,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45308,OTHER,48 ,"$7,419.22 ","$5,769.58 ",
DIGESTIVE SYSTEM,45308,TOTAL,48 ,"$7,419.22 ","$5,769.58 ",
DIGESTIVE SYSTEM,45309,OTHER,42 ,"$5,393.99 ","$4,161.47 ",
DIGESTIVE SYSTEM,45309,TOTAL,42 ,"$5,393.99 ","$4,161.47 ",
DIGESTIVE SYSTEM,45315,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45315,OTHER,16 ,"$2,168.47 ","$1,710.33 ",
DIGESTIVE SYSTEM,45315,TOTAL,16 ,"$2,168.47 ","$1,710.33 ",
DIGESTIVE SYSTEM,45317,SG,11 ,"$5,127.32 ","$3,778.92 ",
DIGESTIVE SYSTEM,45317,OTHER,390 ,"$59,440.85 ","$45,458.52 ",
DIGESTIVE SYSTEM,45317,TOTAL,401 ,"$64,568.17 ","$49,237.44 ",
DIGESTIVE SYSTEM,45320,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45320,OTHER,25 ,"$3,868.28 ","$3,049.21 ",
DIGESTIVE SYSTEM,45320,TOTAL,25 ,"$3,868.28 ","$3,049.21 ",
DIGESTIVE SYSTEM,45321,OTHER,53 ,"$6,978.41 ","$5,490.75 ",
DIGESTIVE SYSTEM,45321,TOTAL,53 ,"$6,978.41 ","$5,490.75 ",
DIGESTIVE SYSTEM,45327,OTHER,N/A,$873.59 ,$686.91 ,
DIGESTIVE SYSTEM,45327,TOTAL,N/A,$873.59 ,$686.91 ,
DIGESTIVE SYSTEM,45330,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45330,SG,639 ,"$80,295.83 ","$59,887.91 ",
DIGESTIVE SYSTEM,45330,OTHER,"59,471 ","$4,608,709.12 ","$3,458,652.65 ",
DIGESTIVE SYSTEM,45330,TOTAL,"60,110 ","$4,689,004.95 ","$3,518,540.56 ",
DIGESTIVE SYSTEM,45331,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45331,SG,772 ,"$258,035.85 ","$196,835.74 ",
DIGESTIVE SYSTEM,45331,OTHER,"45,542 ","$5,970,507.57 ","$4,558,143.89 ",
DIGESTIVE SYSTEM,45331,TOTAL,"46,314 ","$6,228,543.42 ","$4,754,979.63 ",
DIGESTIVE SYSTEM,45332,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45332,SG,N/A,$730.03 ,$572.35 ,
DIGESTIVE SYSTEM,45332,OTHER,379 ,"$44,449.99 ","$33,965.88 ",
DIGESTIVE SYSTEM,45332,TOTAL,381 ,"$45,180.02 ","$34,538.23 ",
DIGESTIVE SYSTEM,45333,SG,16 ,"$5,222.63 ","$3,982.94 ",
DIGESTIVE SYSTEM,45333,OTHER,883 ,"$127,421.74 ","$96,431.45 ",
DIGESTIVE SYSTEM,45333,TOTAL,899 ,"$132,644.37 ","$100,414.39 ",
DIGESTIVE SYSTEM,45334,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45334,SG,28 ,"$13,688.89 ","$10,587.06 ",
DIGESTIVE SYSTEM,45334,OTHER,"3,718 ","$599,700.04 ","$461,904.33 ",
DIGESTIVE SYSTEM,45334,TOTAL,"3,746 ","$613,388.93 ","$472,491.39 ",
DIGESTIVE SYSTEM,45335,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45335,SG,62 ,"$18,952.40 ","$14,688.69 ",
DIGESTIVE SYSTEM,45335,OTHER,"3,806 ","$319,613.83 ","$247,248.10 ",
DIGESTIVE SYSTEM,45335,TOTAL,"3,868 ","$338,566.23 ","$261,936.79 ",
DIGESTIVE SYSTEM,45337,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45337,OTHER,"1,707 ","$204,772.21 ","$159,030.68 ",
DIGESTIVE SYSTEM,45337,TOTAL,"1,707 ","$204,772.21 ","$159,030.68 ",
DIGESTIVE SYSTEM,45338,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45338,SG,176 ,"$85,988.04 ","$65,435.80 ",
DIGESTIVE SYSTEM,45338,OTHER,"6,943 ","$1,419,680.22 ","$1,083,934.32 ",
DIGESTIVE SYSTEM,45338,TOTAL,"7,119 ","$1,505,668.26 ","$1,149,370.12 ",
DIGESTIVE SYSTEM,45340,SG,21 ,"$10,496.01 ","$7,493.94 ",
DIGESTIVE SYSTEM,45340,OTHER,"1,509 ","$194,628.69 ","$147,262.02 ",
DIGESTIVE SYSTEM,45340,TOTAL,"1,530 ","$205,124.70 ","$154,755.96 ",
DIGESTIVE SYSTEM,45341,SG,17 ,"$8,179.91 ","$5,935.92 ",
DIGESTIVE SYSTEM,45341,OTHER,"2,861 ","$424,083.63 ","$324,390.68 ",
DIGESTIVE SYSTEM,45341,TOTAL,"2,878 ","$432,263.54 ","$330,326.60 ",
DIGESTIVE SYSTEM,45342,SG,N/A,$475.73 ,$372.97 ,
DIGESTIVE SYSTEM,45342,OTHER,384 ,"$70,497.67 ","$54,146.54 ",
DIGESTIVE SYSTEM,45342,TOTAL,385 ,"$70,973.40 ","$54,519.51 ",
DIGESTIVE SYSTEM,45346,SG,18 ,"$8,926.88 ","$6,948.95 ",
DIGESTIVE SYSTEM,45346,OTHER,"1,367 ","$468,105.90 ","$361,232.34 ",
DIGESTIVE SYSTEM,45346,TOTAL,"1,385 ","$477,032.78 ","$368,181.29 ",
DIGESTIVE SYSTEM,45347,OTHER,655 ,"$105,279.23 ","$81,883.92 ",
DIGESTIVE SYSTEM,45347,TOTAL,655 ,"$105,279.23 ","$81,883.92 ",
DIGESTIVE SYSTEM,45349,SG,N/A,"$1,403.04 ",$954.94 ,
DIGESTIVE SYSTEM,45349,OTHER,661 ,"$146,869.06 ","$111,521.74 ",
DIGESTIVE SYSTEM,45349,TOTAL,664 ,"$148,272.10 ","$112,476.68 ",
DIGESTIVE SYSTEM,45350,SG,63 ,"$30,115.95 ","$23,119.14 ",
DIGESTIVE SYSTEM,45350,OTHER,"1,607 ","$371,708.22 ","$282,619.69 ",
DIGESTIVE SYSTEM,45350,TOTAL,"1,670 ","$401,824.17 ","$305,738.83 ",
DIGESTIVE SYSTEM,45378,53,"20,726 ","$1,757,540.57 ","$1,326,220.84 ",
DIGESTIVE SYSTEM,45378,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45378,SG,"8,680 ","$2,915,591.55 ","$2,213,278.18 ",
DIGESTIVE SYSTEM,45378,OTHER,"456,008 ","$105,068,459.54 ","$79,539,891.24 ",
DIGESTIVE SYSTEM,45378,TOTAL,"485,414 ","$109,741,591.66 ","$83,079,390.26 ",
DIGESTIVE SYSTEM,45379,SG,12 ,"$4,160.31 ","$3,261.68 ",
DIGESTIVE SYSTEM,45379,OTHER,"1,078 ","$221,268.58 ","$171,374.53 ",
DIGESTIVE SYSTEM,45379,TOTAL,"1,090 ","$225,428.89 ","$174,636.21 ",
DIGESTIVE SYSTEM,45380,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45380,SG,"35,972 ","$15,029,991.21 ","$11,589,872.71 ",
DIGESTIVE SYSTEM,45380,OTHER,"1,497,586 ","$344,933,448.10 ","$266,389,908.51 ",
DIGESTIVE SYSTEM,45380,TOTAL,"1,533,558 ","$359,963,439.31 ","$277,979,781.22 ",
DIGESTIVE SYSTEM,45381,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45381,SG,"2,081 ","$603,134.87 ","$468,704.36 ",
DIGESTIVE SYSTEM,45381,OTHER,"112,034 ","$11,193,612.79 ","$8,720,782.26 ",
DIGESTIVE SYSTEM,45381,TOTAL,"114,115 ","$11,796,747.66 ","$9,189,486.62 ",
DIGESTIVE SYSTEM,45382,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45382,SG,164 ,"$60,802.43 ","$46,943.84 ",
DIGESTIVE SYSTEM,45382,OTHER,"27,306 ","$7,679,193.05 ","$5,988,191.54 ",
DIGESTIVE SYSTEM,45382,TOTAL,"27,470 ","$7,739,995.48 ","$6,035,135.38 ",
DIGESTIVE SYSTEM,45384,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45384,SG,"1,724 ","$733,937.43 ","$564,445.34 ",
DIGESTIVE SYSTEM,45384,OTHER,"106,508 ","$27,320,014.00 ","$21,040,564.46 ",
DIGESTIVE SYSTEM,45384,TOTAL,"108,232 ","$28,053,951.43 ","$21,605,009.80 ",
DIGESTIVE SYSTEM,45385,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45385,SG,"43,086 ","$21,386,391.01 ","$16,550,861.91 ",
DIGESTIVE SYSTEM,45385,OTHER,"1,373,387 ","$460,531,035.49 ","$356,956,506.21 ",
DIGESTIVE SYSTEM,45385,TOTAL,"1,416,473 ","$481,917,426.50 ","$373,507,368.12 ",
DIGESTIVE SYSTEM,45386,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45386,SG,37 ,"$18,824.87 ","$14,368.46 ",
DIGESTIVE SYSTEM,45386,OTHER,"2,816 ","$682,735.79 ","$522,799.93 ",
DIGESTIVE SYSTEM,45386,TOTAL,"2,853 ","$701,560.66 ","$537,168.39 ",
DIGESTIVE SYSTEM,45388,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45388,SG,681 ,"$327,600.37 ","$253,380.41 ",
DIGESTIVE SYSTEM,45388,OTHER,"36,114 ","$15,167,076.08 ","$11,742,712.87 ",
DIGESTIVE SYSTEM,45388,TOTAL,"36,795 ","$15,494,676.45 ","$11,996,093.28 ",
DIGESTIVE SYSTEM,45389,SG,N/A,"$4,500.00 ","$3,528.00 ",
DIGESTIVE SYSTEM,45389,OTHER,444 ,"$138,315.00 ","$108,101.99 ",
DIGESTIVE SYSTEM,45389,TOTAL,446 ,"$142,815.00 ","$111,629.99 ",
DIGESTIVE SYSTEM,45390,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45390,SG,571 ,"$285,940.33 ","$220,252.75 ",
DIGESTIVE SYSTEM,45390,OTHER,"26,219 ","$9,596,929.78 ","$7,461,556.74 ",
DIGESTIVE SYSTEM,45390,TOTAL,"26,790 ","$9,882,870.11 ","$7,681,809.49 ",
DIGESTIVE SYSTEM,45391,OTHER,970 ,"$230,752.15 ","$178,792.05 ",
DIGESTIVE SYSTEM,45391,TOTAL,970 ,"$230,752.15 ","$178,792.05 ",
DIGESTIVE SYSTEM,45392,OTHER,91 ,"$30,920.01 ","$23,974.13 ",
DIGESTIVE SYSTEM,45392,TOTAL,91 ,"$30,920.01 ","$23,974.13 ",
DIGESTIVE SYSTEM,45393,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45393,OTHER,"2,275 ","$566,737.77 ","$445,185.98 ",
DIGESTIVE SYSTEM,45393,TOTAL,"2,275 ","$566,737.77 ","$445,185.98 ",
DIGESTIVE SYSTEM,45395,80S,327 ,"$100,544.81 ","$79,372.63 ",
DIGESTIVE SYSTEM,45395,OTHER,"1,004 ","$2,020,716.29 ","$1,589,650.98 ",
DIGESTIVE SYSTEM,45395,TOTAL,"1,331 ","$2,121,261.10 ","$1,669,023.61 ",
DIGESTIVE SYSTEM,45397,80S,50 ,"$16,617.30 ","$12,975.38 ",
DIGESTIVE SYSTEM,45397,OTHER,204 ,"$435,877.20 ","$338,238.06 ",
DIGESTIVE SYSTEM,45397,TOTAL,254 ,"$452,494.50 ","$351,213.44 ",
DIGESTIVE SYSTEM,45398,SG,112 ,"$50,633.26 ","$39,085.68 ",
DIGESTIVE SYSTEM,45398,OTHER,"4,708 ","$1,410,908.99 ","$1,091,597.25 ",
DIGESTIVE SYSTEM,45398,TOTAL,"4,820 ","$1,461,542.25 ","$1,130,682.93 ",
DIGESTIVE SYSTEM,45399,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45399,SG,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45399,OTHER,683 ,"$354,521.55 ","$278,716.15 ",
DIGESTIVE SYSTEM,45399,TOTAL,683 ,"$354,521.55 ","$278,716.15 ",
DIGESTIVE SYSTEM,45400,80S,319 ,"$53,778.78 ","$42,062.22 ",
DIGESTIVE SYSTEM,45400,OTHER,"1,251 ","$1,451,648.31 ","$1,139,418.65 ",
DIGESTIVE SYSTEM,45400,TOTAL,"1,570 ","$1,505,427.09 ","$1,181,480.87 ",
DIGESTIVE SYSTEM,45402,80S,84 ,"$19,331.07 ","$15,264.36 ",
DIGESTIVE SYSTEM,45402,OTHER,245 ,"$386,030.61 ","$304,350.33 ",
DIGESTIVE SYSTEM,45402,TOTAL,329 ,"$405,361.68 ","$319,614.69 ",
DIGESTIVE SYSTEM,45499,80S,11 ,"$1,829.20 ","$1,447.01 ",
DIGESTIVE SYSTEM,45499,OTHER,103 ,"$96,619.69 ","$76,014.51 ",
DIGESTIVE SYSTEM,45499,TOTAL,114 ,"$98,448.89 ","$77,461.52 ",
DIGESTIVE SYSTEM,45500,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45500,SG,N/A,"$8,146.40 ","$6,359.37 ",
DIGESTIVE SYSTEM,45500,OTHER,46 ,"$26,850.87 ","$20,699.67 ",
DIGESTIVE SYSTEM,45500,TOTAL,54 ,"$34,997.27 ","$27,059.04 ",
DIGESTIVE SYSTEM,45505,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45505,SG,N/A,"$1,240.56 ",$972.60 ,
DIGESTIVE SYSTEM,45505,OTHER,957 ,"$582,887.09 ","$453,269.25 ",
DIGESTIVE SYSTEM,45505,TOTAL,959 ,"$584,127.65 ","$454,241.85 ",
DIGESTIVE SYSTEM,45520,OTHER,541 ,"$43,644.05 ","$33,948.95 ",
DIGESTIVE SYSTEM,45520,TOTAL,541 ,"$43,644.05 ","$33,948.95 ",
DIGESTIVE SYSTEM,45540,80S,55 ,"$8,797.12 ","$6,813.86 ",
DIGESTIVE SYSTEM,45540,OTHER,357 ,"$376,017.46 ","$294,982.26 ",
DIGESTIVE SYSTEM,45540,TOTAL,412 ,"$384,814.58 ","$301,796.12 ",
DIGESTIVE SYSTEM,45541,80S,40 ,"$5,038.56 ","$3,966.52 ",
DIGESTIVE SYSTEM,45541,OTHER,322 ,"$291,594.86 ","$228,399.73 ",
DIGESTIVE SYSTEM,45541,TOTAL,362 ,"$296,633.42 ","$232,366.25 ",
DIGESTIVE SYSTEM,45550,80S,65 ,"$14,271.20 ","$11,064.25 ",
DIGESTIVE SYSTEM,45550,OTHER,184 ,"$274,493.68 ","$213,915.49 ",
DIGESTIVE SYSTEM,45550,TOTAL,249 ,"$288,764.88 ","$224,979.74 ",
DIGESTIVE SYSTEM,45560,80S,256 ,"$16,317.78 ","$12,788.72 ",
DIGESTIVE SYSTEM,45560,SG,N/A,"$1,095.80 ",$859.11 ,
DIGESTIVE SYSTEM,45560,OTHER,"1,314 ","$659,206.89 ","$514,532.14 ",
DIGESTIVE SYSTEM,45560,TOTAL,"1,571 ","$676,620.47 ","$528,179.97 ",
DIGESTIVE SYSTEM,45562,80S,N/A,"$1,052.54 ",$832.70 ,
DIGESTIVE SYSTEM,45562,OTHER,109 ,"$109,963.92 ","$85,132.89 ",
DIGESTIVE SYSTEM,45562,TOTAL,117 ,"$111,016.46 ","$85,965.59 ",
DIGESTIVE SYSTEM,45563,80S,N/A,"$1,065.62 ",$842.51 ,
DIGESTIVE SYSTEM,45563,OTHER,23 ,"$35,870.31 ","$28,478.08 ",
DIGESTIVE SYSTEM,45563,TOTAL,27 ,"$36,935.93 ","$29,320.59 ",
DIGESTIVE SYSTEM,45800,80S,15 ,"$1,624.29 ","$1,281.80 ",
DIGESTIVE SYSTEM,45800,OTHER,59 ,"$47,513.90 ","$37,487.94 ",
DIGESTIVE SYSTEM,45800,TOTAL,74 ,"$49,138.19 ","$38,769.74 ",
DIGESTIVE SYSTEM,45805,80S,N/A,$139.67 ,$109.51 ,
DIGESTIVE SYSTEM,45805,OTHER,N/A,"$7,074.27 ","$5,596.56 ",
DIGESTIVE SYSTEM,45805,TOTAL,N/A,"$7,213.94 ","$5,706.07 ",
DIGESTIVE SYSTEM,45820,80S,N/A,"$1,211.00 ",$954.70 ,
DIGESTIVE SYSTEM,45820,OTHER,63 ,"$60,421.19 ","$46,496.36 ",
DIGESTIVE SYSTEM,45820,TOTAL,69 ,"$61,632.19 ","$47,451.06 ",
DIGESTIVE SYSTEM,45825,OTHER,N/A,"$2,316.48 ","$1,824.69 ",
DIGESTIVE SYSTEM,45825,TOTAL,N/A,"$2,316.48 ","$1,824.69 ",
DIGESTIVE SYSTEM,45900,80S,N/A,$27.61 ,$21.65 ,
DIGESTIVE SYSTEM,45900,OTHER,79 ,"$15,700.28 ","$12,056.46 ",
DIGESTIVE SYSTEM,45900,TOTAL,80 ,"$15,727.89 ","$12,078.11 ",
DIGESTIVE SYSTEM,45905,SG,N/A,"$2,345.69 ","$1,833.00 ",
DIGESTIVE SYSTEM,45905,OTHER,489 ,"$96,074.18 ","$74,176.67 ",
DIGESTIVE SYSTEM,45905,TOTAL,494 ,"$98,419.87 ","$76,009.67 ",
DIGESTIVE SYSTEM,45910,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45910,SG,N/A,"$1,540.73 ","$1,207.93 ",
DIGESTIVE SYSTEM,45910,OTHER,394 ,"$82,202.74 ","$62,525.85 ",
DIGESTIVE SYSTEM,45910,TOTAL,397 ,"$83,743.47 ","$63,733.78 ",
DIGESTIVE SYSTEM,45915,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45915,SG,N/A,"$2,361.65 ","$1,851.51 ",
DIGESTIVE SYSTEM,45915,OTHER,"2,136 ","$535,194.16 ","$413,617.68 ",
DIGESTIVE SYSTEM,45915,TOTAL,"2,141 ","$537,555.81 ","$415,469.19 ",
DIGESTIVE SYSTEM,45990,80S,29 ,$388.25 ,$306.78 ,
DIGESTIVE SYSTEM,45990,SG,42 ,"$39,462.85 ","$30,924.08 ",
DIGESTIVE SYSTEM,45990,OTHER,"4,926 ","$817,799.77 ","$630,063.76 ",
DIGESTIVE SYSTEM,45990,TOTAL,"4,997 ","$857,650.87 ","$661,294.62 ",
DIGESTIVE SYSTEM,45999,80S,N/A,$34.14 ,$27.03 ,
DIGESTIVE SYSTEM,45999,SG,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,45999,OTHER,173 ,"$62,977.19 ","$49,854.22 ",
DIGESTIVE SYSTEM,45999,TOTAL,174 ,"$63,011.33 ","$49,881.25 ",
DIGESTIVE SYSTEM,46020,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,46020,SG,N/A,"$5,295.86 ","$4,151.96 ",
DIGESTIVE SYSTEM,46020,OTHER,"1,507 ","$430,946.79 ","$330,203.29 ",
DIGESTIVE SYSTEM,46020,TOTAL,"1,512 ","$436,242.65 ","$334,355.25 ",
DIGESTIVE SYSTEM,46030,80S,N/A,$6.33 ,$5.04 ,
DIGESTIVE SYSTEM,46030,OTHER,372 ,"$38,395.29 ","$29,300.56 ",
DIGESTIVE SYSTEM,46030,TOTAL,373 ,"$38,401.62 ","$29,305.60 ",
DIGESTIVE SYSTEM,46040,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,46040,SG,N/A,"$2,566.19 ","$2,007.32 ",
DIGESTIVE SYSTEM,46040,OTHER,"5,284 ","$2,349,914.69 ","$1,815,436.57 ",
DIGESTIVE SYSTEM,46040,TOTAL,"5,289 ","$2,352,480.88 ","$1,817,443.89 ",
DIGESTIVE SYSTEM,46045,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,46045,SG,N/A,"$1,240.55 ",$972.59 ,
DIGESTIVE SYSTEM,46045,OTHER,230 ,"$106,172.01 ","$82,789.28 ",
DIGESTIVE SYSTEM,46045,TOTAL,231 ,"$107,412.56 ","$83,761.87 ",
DIGESTIVE SYSTEM,46050,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,46050,OTHER,"3,984 ","$549,264.52 ","$409,452.54 ",
DIGESTIVE SYSTEM,46050,TOTAL,"3,984 ","$549,264.52 ","$409,452.54 ",
DIGESTIVE SYSTEM,46060,80S,N/A,$0.00 ,$0.00 ,
DIGESTIVE SYSTEM,46060,SG,N/A,"$2,460.87 ","$1,929.32 ",
