CPT only copyright 2014 American Medical Association. All rights reserved.,,,,,,,,
,,,,,,,,
"""2014 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)"" ",,,,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18000,,,,,,,,
CARDIOVASCULAR,37660,80S,N/A,"$1,193.76",$935.90,,,
CARDIOVASCULAR,37660,OTHER,43,"$43,791.95","$34,332.92",,,
CARDIOVASCULAR,37660,TOTAL,50,"$44,985.71","$35,268.82",,,
CARDIOVASCULAR,37700,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37700,SG,N/A,"$1,127.18",$883.71,,,
CARDIOVASCULAR,37700,OTHER,895,"$188,914.49","$146,186.93",,,
CARDIOVASCULAR,37700,TOTAL,897,"$190,041.67","$147,070.64",,,
CARDIOVASCULAR,37718,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37718,SG,N/A,"$1,093.82",$857.56,,,
CARDIOVASCULAR,37718,OTHER,192,"$78,469.19","$60,841.22",,,
CARDIOVASCULAR,37718,TOTAL,193,"$79,563.01","$61,698.78",,,
CARDIOVASCULAR,37722,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37722,SG,N/A,"$1,286.02",$484.93,,,
CARDIOVASCULAR,37722,OTHER,788,"$399,648.05","$307,870.50",,,
CARDIOVASCULAR,37722,TOTAL,789,"$400,934.07","$308,355.43",,,
CARDIOVASCULAR,37735,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37735,OTHER,77,"$54,643.10","$42,052.89",,,
CARDIOVASCULAR,37735,TOTAL,77,"$54,643.10","$42,052.89",,,
CARDIOVASCULAR,37760,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37760,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37760,OTHER,350,"$179,409.99","$139,140.58",,,
CARDIOVASCULAR,37760,TOTAL,350,"$179,409.99","$139,140.58",,,
CARDIOVASCULAR,37761,80S,12,"$1,019.06",$798.92,,,
CARDIOVASCULAR,37761,SG,34,"$34,528.41","$27,070.17",,,
CARDIOVASCULAR,37761,OTHER,694,"$333,842.04","$260,777.85",,,
CARDIOVASCULAR,37761,TOTAL,740,"$369,389.51","$288,646.94",,,
CARDIOVASCULAR,37765,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37765,SG,12,"$3,046.00","$2,278.62",,,
CARDIOVASCULAR,37765,OTHER,15561,"$7,382,612.18","$5,690,793.46",,,
CARDIOVASCULAR,37765,TOTAL,15573,"$7,385,658.18","$5,693,072.08",,,
CARDIOVASCULAR,37766,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37766,SG,42,"$13,174.28","$10,328.66",,,
CARDIOVASCULAR,37766,OTHER,12172,"$7,513,490.07","$5,809,468.44",,,
CARDIOVASCULAR,37766,TOTAL,12214,"$7,526,664.35","$5,819,797.10",,,
CARDIOVASCULAR,37780,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37780,OTHER,120,"$25,006.37","$19,226.91",,,
CARDIOVASCULAR,37780,TOTAL,120,"$25,006.37","$19,226.91",,,
CARDIOVASCULAR,37785,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37785,SG,20,"$15,200.81","$11,917.39",,,
CARDIOVASCULAR,37785,OTHER,1982,"$543,423.61","$417,481.44",,,
CARDIOVASCULAR,37785,TOTAL,2002,"$558,624.42","$429,398.83",,,
CARDIOVASCULAR,37788,OTHER,N/A,"$1,368.43","$1,072.85",,,
CARDIOVASCULAR,37788,TOTAL,N/A,"$1,368.43","$1,072.85",,,
CARDIOVASCULAR,37790,80S,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37790,OTHER,N/A,"$1,964.79","$1,540.40",,,
CARDIOVASCULAR,37790,TOTAL,N/A,"$1,964.79","$1,540.40",,,
CARDIOVASCULAR,37799,80S,124,"$17,287.38","$13,428.94",,,
CARDIOVASCULAR,37799,SG,N/A,$0.00,$0.00,,,
CARDIOVASCULAR,37799,OTHER,5385,"$2,244,800.24","$1,751,576.66",,,
CARDIOVASCULAR,37799,TOTAL,5509,"$2,262,087.62","$1,765,005.60",,,
DIGESTIVE SYSTEM,40490,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40490,SG,N/A,$42.29,$33.15,,,
DIGESTIVE SYSTEM,40490,OTHER,34055,"$4,034,762.00","$2,989,146.15",,,
DIGESTIVE SYSTEM,40490,TOTAL,34056,"$4,034,804.29","$2,989,179.30",,,
DIGESTIVE SYSTEM,40500,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40500,SG,N/A,"$1,646.30","$1,290.70",,,
DIGESTIVE SYSTEM,40500,OTHER,363,"$155,403.52","$118,527.83",,,
DIGESTIVE SYSTEM,40500,TOTAL,366,"$157,049.82","$119,818.53",,,
DIGESTIVE SYSTEM,40510,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40510,SG,15,"$13,993.70","$10,960.70",,,
DIGESTIVE SYSTEM,40510,OTHER,1117,"$498,368.86","$385,092.29",,,
DIGESTIVE SYSTEM,40510,TOTAL,1132,"$512,362.56","$396,052.99",,,
DIGESTIVE SYSTEM,40520,80S,N/A,$33.21,$26.04,,,
DIGESTIVE SYSTEM,40520,SG,14,"$8,429.85","$6,608.98",,,
DIGESTIVE SYSTEM,40520,OTHER,1089,"$448,463.31","$345,694.25",,,
DIGESTIVE SYSTEM,40520,TOTAL,1104,"$456,926.37","$352,329.27",,,
DIGESTIVE SYSTEM,40525,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40525,SG,N/A,"$2,518.97","$1,154.19",,,
DIGESTIVE SYSTEM,40525,OTHER,315,"$189,863.53","$147,684.08",,,
DIGESTIVE SYSTEM,40525,TOTAL,318,"$192,382.50","$148,838.27",,,
DIGESTIVE SYSTEM,40527,80S,N/A,$110.02,$86.26,,,
DIGESTIVE SYSTEM,40527,OTHER,77,"$54,110.14","$42,332.33",,,
DIGESTIVE SYSTEM,40527,TOTAL,78,"$54,220.16","$42,418.59",,,
DIGESTIVE SYSTEM,40530,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40530,SG,N/A,"$4,175.87","$3,273.88",,,
DIGESTIVE SYSTEM,40530,OTHER,189,"$72,281.29","$56,522.97",,,
DIGESTIVE SYSTEM,40530,TOTAL,193,"$76,457.16","$59,796.85",,,
DIGESTIVE SYSTEM,40650,OTHER,370,"$109,459.92","$83,973.70",,,
DIGESTIVE SYSTEM,40650,TOTAL,370,"$109,459.92","$83,973.70",,,
DIGESTIVE SYSTEM,40652,SG,N/A,$423.02,$331.64,,,
DIGESTIVE SYSTEM,40652,OTHER,236,"$79,383.43","$61,128.99",,,
DIGESTIVE SYSTEM,40652,TOTAL,238,"$79,806.45","$61,460.63",,,
DIGESTIVE SYSTEM,40654,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40654,SG,N/A,$929.04,$728.37,,,
DIGESTIVE SYSTEM,40654,OTHER,694,"$255,467.18","$197,318.77",,,
DIGESTIVE SYSTEM,40654,TOTAL,698,"$256,396.22","$198,047.14",,,
DIGESTIVE SYSTEM,40700,OTHER,N/A,"$3,171.56","$2,486.49",,,
DIGESTIVE SYSTEM,40700,TOTAL,N/A,"$3,171.56","$2,486.49",,,
DIGESTIVE SYSTEM,40701,OTHER,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40701,TOTAL,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40702,OTHER,N/A,$879.78,$689.74,,,
DIGESTIVE SYSTEM,40702,TOTAL,N/A,$879.78,$689.74,,,
DIGESTIVE SYSTEM,40720,OTHER,N/A,"$5,584.67","$4,378.38",,,
DIGESTIVE SYSTEM,40720,TOTAL,N/A,"$5,584.67","$4,378.38",,,
DIGESTIVE SYSTEM,40761,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40761,OTHER,12,"$16,029.00","$12,566.75",,,
DIGESTIVE SYSTEM,40761,TOTAL,12,"$16,029.00","$12,566.75",,,
DIGESTIVE SYSTEM,40799,OTHER,N/A,"$3,896.56","$3,054.90",,,
DIGESTIVE SYSTEM,40799,TOTAL,N/A,"$3,896.56","$3,054.90",,,
DIGESTIVE SYSTEM,40800,OTHER,1351,"$247,808.26","$182,568.62",,,
DIGESTIVE SYSTEM,40800,TOTAL,1351,"$247,808.26","$182,568.62",,,
DIGESTIVE SYSTEM,40801,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40801,OTHER,761,"$194,309.91","$149,239.97",,,
DIGESTIVE SYSTEM,40801,TOTAL,761,"$194,309.91","$149,239.97",,,
DIGESTIVE SYSTEM,40804,OTHER,104,"$19,599.96","$14,990.95",,,
DIGESTIVE SYSTEM,40804,TOTAL,104,"$19,599.96","$14,990.95",,,
DIGESTIVE SYSTEM,40805,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40805,OTHER,69,"$21,548.56","$16,208.85",,,
DIGESTIVE SYSTEM,40805,TOTAL,69,"$21,548.56","$16,208.85",,,
DIGESTIVE SYSTEM,40806,OTHER,15,"$1,466.45","$1,149.70",,,
DIGESTIVE SYSTEM,40806,TOTAL,15,"$1,466.45","$1,149.70",,,
DIGESTIVE SYSTEM,40808,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40808,SG,N/A,$649.13,$508.92,,,
DIGESTIVE SYSTEM,40808,OTHER,10672,"$1,874,427.93","$1,408,585.81",,,
DIGESTIVE SYSTEM,40808,TOTAL,10677,"$1,875,077.06","$1,409,094.73",,,
DIGESTIVE SYSTEM,40810,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40810,OTHER,2309,"$420,976.15","$316,471.47",,,
DIGESTIVE SYSTEM,40810,TOTAL,2309,"$420,976.15","$316,471.47",,,
DIGESTIVE SYSTEM,40812,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40812,SG,11,"$1,894.22","$1,485.08",,,
DIGESTIVE SYSTEM,40812,OTHER,6747,"$1,800,774.88","$1,365,210.22",,,
DIGESTIVE SYSTEM,40812,TOTAL,6758,"$1,802,669.10","$1,366,695.30",,,
DIGESTIVE SYSTEM,40814,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40814,SG,N/A,"$7,480.58","$5,864.75",,,
DIGESTIVE SYSTEM,40814,OTHER,1372,"$546,288.65","$420,417.65",,,
DIGESTIVE SYSTEM,40814,TOTAL,1379,"$553,769.23","$426,282.40",,,
DIGESTIVE SYSTEM,40816,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40816,SG,N/A,"$1,116.11",$875.03,,,
DIGESTIVE SYSTEM,40816,OTHER,737,"$258,682.28","$199,924.84",,,
DIGESTIVE SYSTEM,40816,TOTAL,738,"$259,798.39","$200,799.87",,,
DIGESTIVE SYSTEM,40818,80S,N/A,$20.54,$16.10,,,
DIGESTIVE SYSTEM,40818,SG,N/A,$388.59,$304.68,,,
DIGESTIVE SYSTEM,40818,OTHER,268,"$48,398.49","$37,560.48",,,
DIGESTIVE SYSTEM,40818,TOTAL,274,"$48,807.62","$37,881.26",,,
DIGESTIVE SYSTEM,40819,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40819,OTHER,104,"$26,288.90","$19,829.46",,,
DIGESTIVE SYSTEM,40819,TOTAL,104,"$26,288.90","$19,829.46",,,
DIGESTIVE SYSTEM,40820,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,40820,OTHER,1023,"$235,552.62","$178,785.51",,,
DIGESTIVE SYSTEM,40820,TOTAL,1023,"$235,552.62","$178,785.51",,,
DIGESTIVE SYSTEM,40830,OTHER,313,"$53,461.07","$40,836.21",,,
DIGESTIVE SYSTEM,40830,TOTAL,313,"$53,461.07","$40,836.21",,,
DIGESTIVE SYSTEM,40831,80S,N/A,$30.66,$24.04,,,
DIGESTIVE SYSTEM,40831,OTHER,196,"$36,609.09","$28,212.93",,,
DIGESTIVE SYSTEM,40831,TOTAL,197,"$36,639.75","$28,236.97",,,
DIGESTIVE SYSTEM,40840,80S,N/A,$55.69,$43.66,,,
DIGESTIVE SYSTEM,40840,OTHER,101,"$49,803.00","$38,930.39",,,
DIGESTIVE SYSTEM,40840,TOTAL,102,"$49,858.69","$38,974.05",,,
DIGESTIVE SYSTEM,40842,OTHER,91,"$38,343.95","$30,061.57",,,
DIGESTIVE SYSTEM,40842,TOTAL,91,"$38,343.95","$30,061.57",,,
DIGESTIVE SYSTEM,40843,80S,N/A,$221.58,$173.72,,,
DIGESTIVE SYSTEM,40843,OTHER,51,"$31,007.82","$24,194.85",,,
DIGESTIVE SYSTEM,40843,TOTAL,53,"$31,229.40","$24,368.57",,,
DIGESTIVE SYSTEM,40844,80S,N/A,$270.19,$211.83,,,
DIGESTIVE SYSTEM,40844,OTHER,29,"$22,668.91","$17,772.42",,,
DIGESTIVE SYSTEM,40844,TOTAL,32,"$22,939.10","$17,984.25",,,
DIGESTIVE SYSTEM,40845,80S,N/A,$108.21,$84.84,,,
DIGESTIVE SYSTEM,40845,OTHER,199,"$166,374.63","$130,322.44",,,
DIGESTIVE SYSTEM,40845,TOTAL,200,"$166,482.84","$130,407.28",,,
DIGESTIVE SYSTEM,40899,OTHER,18,"$4,388.37","$3,240.50",,,
DIGESTIVE SYSTEM,40899,TOTAL,18,"$4,388.37","$3,240.50",,,
DIGESTIVE SYSTEM,41000,OTHER,137,"$17,899.17","$13,492.28",,,
DIGESTIVE SYSTEM,41000,TOTAL,137,"$17,899.17","$13,492.28",,,
DIGESTIVE SYSTEM,41005,OTHER,48,"$7,466.83","$5,853.94",,,
DIGESTIVE SYSTEM,41005,TOTAL,48,"$7,466.83","$5,853.94",,,
DIGESTIVE SYSTEM,41006,80S,N/A,$20.62,$16.17,,,
DIGESTIVE SYSTEM,41006,OTHER,60,"$14,360.04","$11,043.95",,,
DIGESTIVE SYSTEM,41006,TOTAL,61,"$14,380.66","$11,060.12",,,
DIGESTIVE SYSTEM,41007,OTHER,53,"$11,699.34","$8,883.88",,,
DIGESTIVE SYSTEM,41007,TOTAL,53,"$11,699.34","$8,883.88",,,
DIGESTIVE SYSTEM,41008,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41008,OTHER,199,"$53,726.68","$41,281.26",,,
DIGESTIVE SYSTEM,41008,TOTAL,199,"$53,726.68","$41,281.26",,,
DIGESTIVE SYSTEM,41009,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41009,OTHER,169,"$49,194.33","$37,637.89",,,
DIGESTIVE SYSTEM,41009,TOTAL,169,"$49,194.33","$37,637.89",,,
DIGESTIVE SYSTEM,41010,OTHER,36,"$4,791.66","$3,689.63",,,
DIGESTIVE SYSTEM,41010,TOTAL,36,"$4,791.66","$3,689.63",,,
DIGESTIVE SYSTEM,41015,OTHER,72,"$15,966.92","$12,312.90",,,
DIGESTIVE SYSTEM,41015,TOTAL,72,"$15,966.92","$12,312.90",,,
DIGESTIVE SYSTEM,41016,80S,N/A,$56.71,$44.46,,,
DIGESTIVE SYSTEM,41016,OTHER,145,"$40,016.51","$31,082.67",,,
DIGESTIVE SYSTEM,41016,TOTAL,147,"$40,073.22","$31,127.13",,,
DIGESTIVE SYSTEM,41017,80S,N/A,$115.00,$90.16,,,
DIGESTIVE SYSTEM,41017,OTHER,332,"$105,512.57","$81,624.28",,,
DIGESTIVE SYSTEM,41017,TOTAL,334,"$105,627.57","$81,714.44",,,
DIGESTIVE SYSTEM,41018,80S,N/A,$67.04,$52.56,,,
DIGESTIVE SYSTEM,41018,OTHER,103,"$39,614.72","$30,390.13",,,
DIGESTIVE SYSTEM,41018,TOTAL,104,"$39,681.76","$30,442.69",,,
DIGESTIVE SYSTEM,41019,80S,N/A,$73.45,$57.58,,,
DIGESTIVE SYSTEM,41019,OTHER,26,"$13,761.72","$10,789.17",,,
DIGESTIVE SYSTEM,41019,TOTAL,27,"$13,835.17","$10,846.75",,,
DIGESTIVE SYSTEM,41100,SG,N/A,$56.49,$44.29,,,
DIGESTIVE SYSTEM,41100,OTHER,7644,"$1,177,847.91","$882,142.83",,,
DIGESTIVE SYSTEM,41100,TOTAL,7645,"$1,177,904.40","$882,187.12",,,
DIGESTIVE SYSTEM,41105,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41105,SG,N/A,$609.05,$477.49,,,
DIGESTIVE SYSTEM,41105,OTHER,1947,"$262,818.95","$198,297.50",,,
DIGESTIVE SYSTEM,41105,TOTAL,1955,"$263,428.00","$198,774.99",,,
DIGESTIVE SYSTEM,41108,SG,N/A,$312.58,$245.07,,,
DIGESTIVE SYSTEM,41108,OTHER,1837,"$233,551.84","$174,882.95",,,
DIGESTIVE SYSTEM,41108,TOTAL,1841,"$233,864.42","$175,128.02",,,
DIGESTIVE SYSTEM,41110,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41110,SG,N/A,$913.59,$716.25,,,
DIGESTIVE SYSTEM,41110,OTHER,1631,"$291,684.52","$220,372.99",,,
DIGESTIVE SYSTEM,41110,TOTAL,1637,"$292,598.11","$221,089.24",,,
DIGESTIVE SYSTEM,41112,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41112,SG,19,"$12,042.86","$9,441.60",,,
DIGESTIVE SYSTEM,41112,OTHER,4184,"$1,364,974.97","$1,044,743.33",,,
DIGESTIVE SYSTEM,41112,TOTAL,4203,"$1,377,017.83","$1,054,184.93",,,
DIGESTIVE SYSTEM,41113,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41113,SG,N/A,"$5,096.96","$3,996.01",,,
DIGESTIVE SYSTEM,41113,OTHER,1030,"$361,236.08","$277,611.82",,,
DIGESTIVE SYSTEM,41113,TOTAL,1038,"$366,333.04","$281,607.83",,,
DIGESTIVE SYSTEM,41114,80S,N/A,$123.11,$96.52,,,
DIGESTIVE SYSTEM,41114,OTHER,198,"$128,811.89","$100,086.40",,,
DIGESTIVE SYSTEM,41114,TOTAL,200,"$128,935.00","$100,182.92",,,
DIGESTIVE SYSTEM,41115,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41115,OTHER,45,"$7,088.54","$5,364.01",,,
DIGESTIVE SYSTEM,41115,TOTAL,45,"$7,088.54","$5,364.01",,,
DIGESTIVE SYSTEM,41116,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41116,SG,N/A,"$1,630.11",$402.98,,,
DIGESTIVE SYSTEM,41116,OTHER,1225,"$326,123.75","$250,452.06",,,
DIGESTIVE SYSTEM,41116,TOTAL,1227,"$327,753.86","$250,855.04",,,
DIGESTIVE SYSTEM,41120,80S,117,"$15,667.95","$12,168.46",,,
DIGESTIVE SYSTEM,41120,SG,N/A,"$21,558.91","$16,786.89",,,
DIGESTIVE SYSTEM,41120,OTHER,1947,"$1,876,834.78","$1,455,652.10",,,
DIGESTIVE SYSTEM,41120,TOTAL,2074,"$1,914,061.64","$1,484,607.45",,,
DIGESTIVE SYSTEM,41130,80S,47,"$7,419.41","$5,816.86",,,
DIGESTIVE SYSTEM,41130,OTHER,434,"$409,068.33","$319,375.98",,,
DIGESTIVE SYSTEM,41130,TOTAL,481,"$416,487.74","$325,192.84",,,
DIGESTIVE SYSTEM,41135,80S,42,"$13,671.14","$10,655.55",,,
DIGESTIVE SYSTEM,41135,OTHER,262,"$549,844.93","$426,440.86",,,
DIGESTIVE SYSTEM,41135,TOTAL,304,"$563,516.07","$437,096.41",,,
DIGESTIVE SYSTEM,41140,80S,N/A,$652.67,$511.69,,,
DIGESTIVE SYSTEM,41140,OTHER,51,"$94,738.89","$74,275.26",,,
DIGESTIVE SYSTEM,41140,TOTAL,53,"$95,391.56","$74,786.95",,,
DIGESTIVE SYSTEM,41145,80S,N/A,"$1,281.13","$1,004.40",,,
DIGESTIVE SYSTEM,41145,OTHER,25,"$64,112.56","$50,264.25",,,
DIGESTIVE SYSTEM,41145,TOTAL,28,"$65,393.69","$51,268.65",,,
DIGESTIVE SYSTEM,41150,80S,28,"$8,611.63","$6,751.54",,,
DIGESTIVE SYSTEM,41150,OTHER,399,"$817,601.43","$640,733.41",,,
DIGESTIVE SYSTEM,41150,TOTAL,427,"$826,213.06","$647,484.95",,,
DIGESTIVE SYSTEM,41153,80S,17,"$6,254.51","$4,903.57",,,
DIGESTIVE SYSTEM,41153,OTHER,108,"$264,702.47","$203,131.76",,,
DIGESTIVE SYSTEM,41153,TOTAL,125,"$270,956.98","$208,035.33",,,
DIGESTIVE SYSTEM,41155,80S,28,"$12,343.74","$9,362.63",,,
DIGESTIVE SYSTEM,41155,OTHER,269,"$811,477.25","$627,091.07",,,
DIGESTIVE SYSTEM,41155,TOTAL,297,"$823,820.99","$636,453.70",,,
DIGESTIVE SYSTEM,41250,OTHER,701,"$112,646.88","$86,098.33",,,
DIGESTIVE SYSTEM,41250,TOTAL,701,"$112,646.88","$86,098.33",,,
DIGESTIVE SYSTEM,41251,OTHER,34,"$6,310.40","$4,947.39",,,
DIGESTIVE SYSTEM,41251,TOTAL,34,"$6,310.40","$4,947.39",,,
DIGESTIVE SYSTEM,41252,80S,N/A,$49.56,$38.87,,,
DIGESTIVE SYSTEM,41252,SG,N/A,$168.77,$132.32,,,
DIGESTIVE SYSTEM,41252,OTHER,222,"$36,908.70","$28,449.46",,,
DIGESTIVE SYSTEM,41252,TOTAL,226,"$37,127.03","$28,620.65",,,
DIGESTIVE SYSTEM,41500,OTHER,N/A,"$2,857.63","$2,228.35",,,
DIGESTIVE SYSTEM,41500,TOTAL,N/A,"$2,857.63","$2,228.35",,,
DIGESTIVE SYSTEM,41512,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41512,OTHER,43,"$18,641.35","$14,614.87",,,
DIGESTIVE SYSTEM,41512,TOTAL,43,"$18,641.35","$14,614.87",,,
DIGESTIVE SYSTEM,41520,SG,N/A,"$1,025.00",$803.60,,,
DIGESTIVE SYSTEM,41520,OTHER,45,"$17,727.67","$12,155.05",,,
DIGESTIVE SYSTEM,41520,TOTAL,46,"$18,752.67","$12,958.65",,,
DIGESTIVE SYSTEM,41530,80S,N/A,$246.98,$193.61,,,
DIGESTIVE SYSTEM,41530,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41530,OTHER,2962,"$8,813,492.32","$6,865,385.31",,,
DIGESTIVE SYSTEM,41530,TOTAL,2968,"$8,813,739.30","$6,865,578.92",,,
DIGESTIVE SYSTEM,41599,80S,N/A,$107.70,$84.44,,,
DIGESTIVE SYSTEM,41599,OTHER,90,"$30,108.01","$23,485.34",,,
DIGESTIVE SYSTEM,41599,TOTAL,91,"$30,215.71","$23,569.78",,,
DIGESTIVE SYSTEM,41800,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41800,OTHER,707,"$106,166.77","$79,041.80",,,
DIGESTIVE SYSTEM,41800,TOTAL,707,"$106,166.77","$79,041.80",,,
DIGESTIVE SYSTEM,41805,OTHER,47,"$9,197.31","$6,906.58",,,
DIGESTIVE SYSTEM,41805,TOTAL,47,"$9,197.31","$6,906.58",,,
DIGESTIVE SYSTEM,41806,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41806,OTHER,62,"$17,718.13","$13,418.00",,,
DIGESTIVE SYSTEM,41806,TOTAL,62,"$17,718.13","$13,418.00",,,
DIGESTIVE SYSTEM,41820,OTHER,36,"$3,166.11","$2,266.79",,,
DIGESTIVE SYSTEM,41820,TOTAL,36,"$3,166.11","$2,266.79",,,
DIGESTIVE SYSTEM,41821,OTHER,N/A,$437.55,$343.04,,,
DIGESTIVE SYSTEM,41821,TOTAL,N/A,$437.55,$343.04,,,
DIGESTIVE SYSTEM,41822,OTHER,12,"$2,624.43","$2,057.55",,,
DIGESTIVE SYSTEM,41822,TOTAL,12,"$2,624.43","$2,057.55",,,
DIGESTIVE SYSTEM,41823,OTHER,41,"$14,884.19","$11,461.77",,,
DIGESTIVE SYSTEM,41823,TOTAL,41,"$14,884.19","$11,461.77",,,
DIGESTIVE SYSTEM,41825,SG,N/A,$88.37,$69.29,,,
DIGESTIVE SYSTEM,41825,OTHER,544,"$97,969.48","$73,930.10",,,
DIGESTIVE SYSTEM,41825,TOTAL,545,"$98,057.85","$73,999.39",,,
DIGESTIVE SYSTEM,41826,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41826,SG,N/A,$115.99,$90.93,,,
DIGESTIVE SYSTEM,41826,OTHER,478,"$132,816.71","$100,551.65",,,
DIGESTIVE SYSTEM,41826,TOTAL,479,"$132,932.70","$100,642.58",,,
DIGESTIVE SYSTEM,41827,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41827,SG,N/A,"$5,590.60","$4,383.03",,,
DIGESTIVE SYSTEM,41827,OTHER,206,"$70,395.36","$54,502.93",,,
DIGESTIVE SYSTEM,41827,TOTAL,209,"$75,985.96","$58,885.96",,,
DIGESTIVE SYSTEM,41828,OTHER,23,"$6,031.55","$4,637.28",,,
DIGESTIVE SYSTEM,41828,TOTAL,23,"$6,031.55","$4,637.28",,,
DIGESTIVE SYSTEM,41830,80S,N/A,$40.45,$31.71,,,
DIGESTIVE SYSTEM,41830,OTHER,74,"$21,080.76","$16,386.37",,,
DIGESTIVE SYSTEM,41830,TOTAL,75,"$21,121.21","$16,418.08",,,
DIGESTIVE SYSTEM,41850,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41850,OTHER,12,"$2,012.83","$1,462.78",,,
DIGESTIVE SYSTEM,41850,TOTAL,12,"$2,012.83","$1,462.78",,,
DIGESTIVE SYSTEM,41870,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41870,OTHER,N/A,$37.50,$29.40,,,
DIGESTIVE SYSTEM,41870,TOTAL,N/A,$37.50,$29.40,,,
DIGESTIVE SYSTEM,41872,OTHER,N/A,$270.17,$211.82,,,
DIGESTIVE SYSTEM,41872,TOTAL,N/A,$270.17,$211.82,,,
DIGESTIVE SYSTEM,41874,80S,N/A,$38.90,$30.50,,,
DIGESTIVE SYSTEM,41874,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41874,OTHER,551,"$113,109.39","$87,339.96",,,
DIGESTIVE SYSTEM,41874,TOTAL,552,"$113,148.29","$87,370.46",,,
DIGESTIVE SYSTEM,41899,80S,N/A,$25.00,$19.60,,,
DIGESTIVE SYSTEM,41899,SG,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,41899,OTHER,1535,"$99,926.62","$78,050.69",,,
DIGESTIVE SYSTEM,41899,TOTAL,1536,"$99,951.62","$78,070.29",,,
DIGESTIVE SYSTEM,42000,SG,N/A,$73.62,$57.72,,,
DIGESTIVE SYSTEM,42000,OTHER,76,"$8,646.82","$6,216.58",,,
DIGESTIVE SYSTEM,42000,TOTAL,77,"$8,720.44","$6,274.30",,,
DIGESTIVE SYSTEM,42100,80S,N/A,$0.00,$0.00,,,
DIGESTIVE SYSTEM,42100,SG,N/A,$164.67,$129.09,,,
DIGESTIVE SYSTEM,42100,OTHER,3177,"$435,932.53","$324,686.99",,,
DIGESTIVE SYSTEM,42100,TOTAL,3180,"$436,097.20","$324,816.08",,,
DIGESTIVE SYSTEM,42104,SG,N/A,"$1,340.73","$1,051.15",,,
DIGESTIVE SYSTEM,42104,OTHER,1745,"$302,902.49","$228,803.85",,,
DIGESTIVE SYSTEM,42104,TOTAL,1755,"$304,243.22","$229,855.00",,,
DIGESTIVE SYSTEM,42106,80S,N/A,$0.00,$0.00,,,
