CPT only copyright 2010 American Medical Association. All rights reserved.,,,,,,
,,,,,,
"2010 Part B National Summary Data File
Code Range: 02) Surgery (10000 - 69999)",,,,,,
This data table begins with column headers on row 5 and data cells are A-6 through F-18050,,,,,,
DIGESTIVE SYSTEM,44661,TOTAL,930,"$971,449.25","$773,237.12",
DIGESTIVE SYSTEM,44661,80S,230,"$47,865.97","$38,292.62",
DIGESTIVE SYSTEM,44661,OTHER,700,"$923,583.28","$734,944.50",
DIGESTIVE SYSTEM,44680,TOTAL,93,"$60,169.98","$46,680.90",
DIGESTIVE SYSTEM,44680,80S,15,"$1,497.13","$1,134.04",
DIGESTIVE SYSTEM,44680,OTHER,78,"$58,672.85","$45,546.86",
DIGESTIVE SYSTEM,44700,TOTAL,733,"$313,327.11","$249,696.70",
DIGESTIVE SYSTEM,44700,80S,191,"$16,049.74","$12,799.76",
DIGESTIVE SYSTEM,44700,OTHER,542,"$297,277.37","$236,896.94",
DIGESTIVE SYSTEM,44701,TOTAL,205,"$29,868.48","$23,749.07",
DIGESTIVE SYSTEM,44701,80S,30,$753.27,$602.60,
DIGESTIVE SYSTEM,44701,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,44701,OTHER,175,"$29,115.21","$23,146.47",
DIGESTIVE SYSTEM,44715,TOTAL,N/A,"$2,974.02","$2,379.22",
DIGESTIVE SYSTEM,44715,80S,N/A,$256.47,$205.17,
DIGESTIVE SYSTEM,44715,OTHER,N/A,"$2,717.55","$2,174.05",
DIGESTIVE SYSTEM,44720,TOTAL,N/A,$20.29,$16.23,
DIGESTIVE SYSTEM,44720,80S,N/A,$20.29,$16.23,
DIGESTIVE SYSTEM,44799,TOTAL,"1,305","$427,562.00","$339,441.11",
DIGESTIVE SYSTEM,44799,80S,N/A,$876.14,$700.93,
DIGESTIVE SYSTEM,44799,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,44799,OTHER,"1,305","$426,685.86","$338,740.18",
DIGESTIVE SYSTEM,44800,TOTAL,758,"$310,332.49","$246,796.94",
DIGESTIVE SYSTEM,44800,80S,127,"$8,828.25","$7,062.59",
DIGESTIVE SYSTEM,44800,OTHER,631,"$301,504.24","$239,734.35",
DIGESTIVE SYSTEM,44820,TOTAL,182,"$105,553.66","$84,268.09",
DIGESTIVE SYSTEM,44820,80S,39,"$4,103.10","$3,282.48",
DIGESTIVE SYSTEM,44820,OTHER,143,"$101,450.56","$80,985.61",
DIGESTIVE SYSTEM,44850,TOTAL,305,"$129,436.21","$102,452.36",
DIGESTIVE SYSTEM,44850,80S,47,"$3,373.17","$2,698.48",
DIGESTIVE SYSTEM,44850,OTHER,258,"$126,063.04","$99,753.88",
DIGESTIVE SYSTEM,44899,TOTAL,53,"$26,523.00","$21,218.37",
DIGESTIVE SYSTEM,44899,80S,12,"$1,232.24",$985.80,
DIGESTIVE SYSTEM,44899,OTHER,41,"$25,290.76","$20,232.57",
DIGESTIVE SYSTEM,44900,TOTAL,185,"$101,166.35","$80,921.42",
DIGESTIVE SYSTEM,44900,80S,15,"$1,232.14",$985.70,
DIGESTIVE SYSTEM,44900,OTHER,170,"$99,934.21","$79,935.72",
DIGESTIVE SYSTEM,44901,TOTAL,232,"$40,740.79","$32,118.64",
DIGESTIVE SYSTEM,44901,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,44901,OTHER,232,"$40,740.79","$32,118.64",
DIGESTIVE SYSTEM,44950,TOTAL,"3,701","$2,082,353.63","$1,643,495.71",
DIGESTIVE SYSTEM,44950,80S,292,"$26,243.18","$20,551.15",
DIGESTIVE SYSTEM,44950,OTHER,"3,409","$2,056,110.45","$1,622,944.56",
DIGESTIVE SYSTEM,44955,TOTAL,"5,381","$380,013.60","$301,557.81",
DIGESTIVE SYSTEM,44955,80S,898,"$11,380.96","$9,079.57",
DIGESTIVE SYSTEM,44955,OTHER,"4,483","$368,632.64","$292,478.24",
DIGESTIVE SYSTEM,44960,TOTAL,"3,312","$2,474,384.01","$1,955,780.79",
DIGESTIVE SYSTEM,44960,80S,286,"$34,661.13","$26,969.23",
DIGESTIVE SYSTEM,44960,OTHER,"3,026","$2,439,722.88","$1,928,811.56",
DIGESTIVE SYSTEM,44970,TOTAL,"18,013","$9,318,744.38","$7,335,658.84",
DIGESTIVE SYSTEM,44970,80S,"1,203","$95,354.65","$74,728.08",
DIGESTIVE SYSTEM,44970,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,44970,OTHER,"16,810","$9,223,389.73","$7,260,930.76",
DIGESTIVE SYSTEM,44979,TOTAL,88,"$63,588.64","$50,870.90",
DIGESTIVE SYSTEM,44979,80S,N/A,$351.13,$280.90,
DIGESTIVE SYSTEM,44979,OTHER,88,"$63,237.51","$50,590.00",
DIGESTIVE SYSTEM,45000,TOTAL,203,"$69,999.36","$55,919.04",
DIGESTIVE SYSTEM,45000,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45000,OTHER,203,"$69,999.36","$55,919.04",
DIGESTIVE SYSTEM,45005,TOTAL,299,"$48,266.00","$37,519.18",
DIGESTIVE SYSTEM,45005,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45005,SG,N/A,$800.51,$296.03,
DIGESTIVE SYSTEM,45005,OTHER,299,"$47,465.49","$37,223.15",
DIGESTIVE SYSTEM,45020,TOTAL,440,"$218,537.30","$172,277.61",
DIGESTIVE SYSTEM,45020,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45020,SG,N/A,$584.17,$467.34,
DIGESTIVE SYSTEM,45020,OTHER,440,"$217,953.13","$171,810.27",
DIGESTIVE SYSTEM,45100,TOTAL,"1,604","$482,011.63","$378,506.49",
DIGESTIVE SYSTEM,45100,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45100,SG,26,"$18,011.73","$14,409.37",
DIGESTIVE SYSTEM,45100,OTHER,"1,578","$463,999.90","$364,097.12",
DIGESTIVE SYSTEM,45108,TOTAL,52,"$16,573.86","$12,935.68",
DIGESTIVE SYSTEM,45108,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45108,OTHER,52,"$16,573.86","$12,935.68",
DIGESTIVE SYSTEM,45110,TOTAL,"2,838","$3,713,771.30","$2,945,140.43",
DIGESTIVE SYSTEM,45110,80S,788,"$215,903.20","$171,179.38",
DIGESTIVE SYSTEM,45110,OTHER,"2,050","$3,497,868.10","$2,773,961.05",
DIGESTIVE SYSTEM,45111,TOTAL,567,"$366,939.88","$290,790.35",
DIGESTIVE SYSTEM,45111,80S,144,"$18,068.90","$14,238.31",
DIGESTIVE SYSTEM,45111,OTHER,423,"$348,870.98","$276,552.04",
DIGESTIVE SYSTEM,45112,TOTAL,320,"$475,347.63","$373,240.12",
DIGESTIVE SYSTEM,45112,80S,70,"$20,233.83","$16,028.74",
DIGESTIVE SYSTEM,45112,OTHER,250,"$455,113.80","$357,211.38",
DIGESTIVE SYSTEM,45113,TOTAL,95,"$163,061.75","$126,615.63",
DIGESTIVE SYSTEM,45113,80S,12,"$3,612.29","$2,765.83",
DIGESTIVE SYSTEM,45113,OTHER,83,"$159,449.46","$123,849.80",
DIGESTIVE SYSTEM,45114,TOTAL,37,"$41,272.57","$32,970.16",
DIGESTIVE SYSTEM,45114,80S,13,"$3,195.01","$2,508.08",
DIGESTIVE SYSTEM,45114,OTHER,24,"$38,077.56","$30,462.08",
DIGESTIVE SYSTEM,45116,TOTAL,16,"$26,636.00","$21,308.81",
DIGESTIVE SYSTEM,45116,80S,N/A,"$1,470.57","$1,176.46",
DIGESTIVE SYSTEM,45116,OTHER,16,"$25,165.43","$20,132.35",
DIGESTIVE SYSTEM,45119,TOTAL,217,"$314,462.36","$249,110.37",
DIGESTIVE SYSTEM,45119,80S,53,"$14,922.22","$11,937.78",
DIGESTIVE SYSTEM,45119,OTHER,164,"$299,540.14","$237,172.59",
DIGESTIVE SYSTEM,45120,TOTAL,15,"$22,811.58","$18,249.24",
DIGESTIVE SYSTEM,45120,80S,N/A,$248.80,$199.04,
DIGESTIVE SYSTEM,45120,OTHER,15,"$22,562.78","$18,050.20",
DIGESTIVE SYSTEM,45121,TOTAL,19,"$30,145.37","$24,116.29",
DIGESTIVE SYSTEM,45121,80S,N/A,$267.10,$213.68,
DIGESTIVE SYSTEM,45121,OTHER,19,"$29,878.27","$23,902.61",
DIGESTIVE SYSTEM,45123,TOTAL,456,"$406,657.64","$319,986.77",
DIGESTIVE SYSTEM,45123,80S,75,"$12,090.87","$9,564.67",
DIGESTIVE SYSTEM,45123,OTHER,381,"$394,566.77","$310,422.10",
DIGESTIVE SYSTEM,45126,TOTAL,132,"$268,811.83","$214,925.31",
DIGESTIVE SYSTEM,45126,80S,18,"$8,232.75","$6,586.19",
DIGESTIVE SYSTEM,45126,OTHER,114,"$260,579.08","$208,339.12",
DIGESTIVE SYSTEM,45130,TOTAL,"2,516","$2,259,293.27","$1,798,519.40",
DIGESTIVE SYSTEM,45130,80S,399,"$63,754.37","$50,348.07",
DIGESTIVE SYSTEM,45130,OTHER,"2,117","$2,195,538.90","$1,748,171.33",
DIGESTIVE SYSTEM,45135,TOTAL,29,"$36,195.45","$28,790.47",
DIGESTIVE SYSTEM,45135,80S,N/A,$620.89,$454.81,
DIGESTIVE SYSTEM,45135,OTHER,29,"$35,574.56","$28,335.66",
DIGESTIVE SYSTEM,45136,TOTAL,58,"$78,565.95","$62,692.77",
DIGESTIVE SYSTEM,45136,80S,13,"$3,371.50","$2,697.19",
DIGESTIVE SYSTEM,45136,OTHER,45,"$75,194.45","$59,995.58",
DIGESTIVE SYSTEM,45150,TOTAL,66,"$21,398.21","$17,118.55",
DIGESTIVE SYSTEM,45150,80S,N/A,$100.85,$80.68,
DIGESTIVE SYSTEM,45150,SG,N/A,$409.67,$327.74,
DIGESTIVE SYSTEM,45150,OTHER,66,"$20,887.69","$16,710.13",
DIGESTIVE SYSTEM,45160,TOTAL,112,"$97,496.79","$76,697.31",
DIGESTIVE SYSTEM,45160,80S,N/A,"$1,392.48","$1,113.98",
DIGESTIVE SYSTEM,45160,OTHER,112,"$96,104.31","$75,583.33",
DIGESTIVE SYSTEM,45170,TOTAL,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45170,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45170,OTHER,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45171,TOTAL,"4,049","$2,203,055.29","$1,739,858.93",
DIGESTIVE SYSTEM,45171,80S,186,"$15,523.23","$12,207.29",
DIGESTIVE SYSTEM,45171,SG,53,"$26,737.30","$21,350.91",
DIGESTIVE SYSTEM,45171,OTHER,"3,810","$2,160,794.76","$1,706,300.73",
DIGESTIVE SYSTEM,45172,TOTAL,"2,389","$1,806,663.64","$1,429,718.49",
DIGESTIVE SYSTEM,45172,80S,183,"$21,751.46","$17,111.48",
DIGESTIVE SYSTEM,45172,SG,13,"$12,609.71","$10,087.78",
DIGESTIVE SYSTEM,45172,OTHER,"2,193","$1,772,302.47","$1,402,519.23",
DIGESTIVE SYSTEM,45190,TOTAL,411,"$271,232.12","$215,253.54",
DIGESTIVE SYSTEM,45190,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45190,SG,N/A,"$4,089.10","$3,271.29",
DIGESTIVE SYSTEM,45190,OTHER,411,"$267,143.02","$211,982.25",
DIGESTIVE SYSTEM,45300,TOTAL,"42,232","$3,782,564.51","$2,846,792.60",
DIGESTIVE SYSTEM,45300,80S,N/A,$8.33,$6.66,
DIGESTIVE SYSTEM,45300,SG,32,"$1,343.87","$1,022.52",
DIGESTIVE SYSTEM,45300,OTHER,"42,200","$3,781,212.31","$2,845,763.42",
DIGESTIVE SYSTEM,45303,TOTAL,973,"$640,062.40","$508,586.47",
DIGESTIVE SYSTEM,45303,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45303,SG,N/A,$705.49,$564.39,
DIGESTIVE SYSTEM,45303,OTHER,973,"$639,356.91","$508,022.08",
DIGESTIVE SYSTEM,45305,TOTAL,"1,268","$135,949.37","$104,586.77",
DIGESTIVE SYSTEM,45305,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45305,SG,N/A,"$1,473.70","$1,110.47",
DIGESTIVE SYSTEM,45305,OTHER,"1,268","$134,475.67","$103,476.30",
DIGESTIVE SYSTEM,45307,TOTAL,91,"$10,632.15","$8,104.52",
DIGESTIVE SYSTEM,45307,80S,N/A,$8.29,$6.63,
DIGESTIVE SYSTEM,45307,OTHER,91,"$10,623.86","$8,097.89",
DIGESTIVE SYSTEM,45308,TOTAL,125,"$13,357.07","$10,180.12",
DIGESTIVE SYSTEM,45308,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45308,OTHER,125,"$13,357.07","$10,180.12",
DIGESTIVE SYSTEM,45309,TOTAL,103,"$12,034.99","$9,366.78",
DIGESTIVE SYSTEM,45309,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45309,OTHER,103,"$12,034.99","$9,366.78",
DIGESTIVE SYSTEM,45315,TOTAL,226,"$44,353.08","$35,146.29",
DIGESTIVE SYSTEM,45315,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45315,SG,N/A,$314.82,$251.86,
DIGESTIVE SYSTEM,45315,OTHER,226,"$44,038.26","$34,894.43",
DIGESTIVE SYSTEM,45317,TOTAL,601,"$98,774.23","$76,559.83",
DIGESTIVE SYSTEM,45317,SG,N/A,$365.41,$292.33,
DIGESTIVE SYSTEM,45317,OTHER,601,"$98,408.82","$76,267.50",
DIGESTIVE SYSTEM,45320,TOTAL,94,"$15,602.76","$12,210.85",
DIGESTIVE SYSTEM,45320,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45320,SG,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45320,OTHER,94,"$15,602.76","$12,210.85",
DIGESTIVE SYSTEM,45321,TOTAL,197,"$19,086.75","$15,073.99",
DIGESTIVE SYSTEM,45321,OTHER,197,"$19,086.75","$15,073.99",
DIGESTIVE SYSTEM,45327,TOTAL,26,"$2,919.57","$2,335.66",
DIGESTIVE SYSTEM,45327,OTHER,26,"$2,919.57","$2,335.66",
DIGESTIVE SYSTEM,45330,TOTAL,"76,768","$5,904,319.68","$4,471,493.40",
DIGESTIVE SYSTEM,45330,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45330,SG,"1,936","$152,893.38","$113,961.45",
DIGESTIVE SYSTEM,45330,OTHER,"74,832","$5,751,426.30","$4,357,531.95",
DIGESTIVE SYSTEM,45331,TOTAL,"45,532","$4,606,659.52","$3,559,144.13",
DIGESTIVE SYSTEM,45331,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45331,SG,"2,127","$457,867.01","$352,710.34",
DIGESTIVE SYSTEM,45331,OTHER,"43,405","$4,148,792.51","$3,206,433.79",
DIGESTIVE SYSTEM,45332,TOTAL,300,"$40,154.52","$31,414.53",
DIGESTIVE SYSTEM,45332,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45332,SG,N/A,$939.26,$732.35,
DIGESTIVE SYSTEM,45332,OTHER,300,"$39,215.26","$30,682.18",
DIGESTIVE SYSTEM,45333,TOTAL,"2,475","$367,679.45","$282,760.02",
DIGESTIVE SYSTEM,45333,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45333,SG,97,"$30,861.42","$23,965.43",
DIGESTIVE SYSTEM,45333,OTHER,"2,378","$336,818.03","$258,794.59",
DIGESTIVE SYSTEM,45334,TOTAL,"3,684","$655,618.51","$512,528.47",
DIGESTIVE SYSTEM,45334,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45334,SG,107,"$36,339.83","$28,648.31",
DIGESTIVE SYSTEM,45334,OTHER,"3,577","$619,278.68","$483,880.16",
DIGESTIVE SYSTEM,45335,TOTAL,"2,970","$268,237.92","$210,262.93",
DIGESTIVE SYSTEM,45335,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45335,SG,143,"$25,215.04","$19,945.30",
DIGESTIVE SYSTEM,45335,OTHER,"2,827","$243,022.88","$190,317.63",
DIGESTIVE SYSTEM,45337,TOTAL,946,"$130,455.35","$103,055.69",
DIGESTIVE SYSTEM,45337,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45337,OTHER,946,"$130,455.35","$103,055.69",
DIGESTIVE SYSTEM,45338,TOTAL,"5,846","$1,056,489.44","$814,013.90",
DIGESTIVE SYSTEM,45338,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45338,SG,357,"$118,898.14","$92,314.86",
DIGESTIVE SYSTEM,45338,OTHER,"5,489","$937,591.30","$721,699.04",
DIGESTIVE SYSTEM,45339,TOTAL,"1,866","$387,883.38","$300,263.34",
DIGESTIVE SYSTEM,45339,SG,67,"$22,191.35","$17,703.59",
DIGESTIVE SYSTEM,45339,OTHER,"1,799","$365,692.03","$282,559.75",
DIGESTIVE SYSTEM,45340,TOTAL,"1,174","$166,732.76","$129,001.78",
DIGESTIVE SYSTEM,45340,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45340,SG,41,"$13,635.43","$10,588.01",
DIGESTIVE SYSTEM,45340,OTHER,"1,133","$153,097.33","$118,413.77",
DIGESTIVE SYSTEM,45341,TOTAL,"3,595","$597,566.49","$465,108.53",
DIGESTIVE SYSTEM,45341,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45341,SG,60,"$21,253.45","$16,658.82",
DIGESTIVE SYSTEM,45341,OTHER,"3,535","$576,313.04","$448,449.71",
DIGESTIVE SYSTEM,45342,TOTAL,344,"$85,249.91","$66,316.93",
DIGESTIVE SYSTEM,45342,SG,N/A,"$1,022.13",$817.71,
DIGESTIVE SYSTEM,45342,OTHER,344,"$84,227.78","$65,499.22",
DIGESTIVE SYSTEM,45345,TOTAL,470,"$82,487.30","$65,561.81",
DIGESTIVE SYSTEM,45345,SG,N/A,$851.06,$680.85,
DIGESTIVE SYSTEM,45345,OTHER,470,"$81,636.24","$64,880.96",
DIGESTIVE SYSTEM,45355,TOTAL,823,"$158,874.52","$124,359.80",
DIGESTIVE SYSTEM,45355,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45355,SG,14,"$4,520.65","$3,467.92",
DIGESTIVE SYSTEM,45355,OTHER,809,"$154,353.87","$120,891.88",
DIGESTIVE SYSTEM,45378,TOTAL,"1,056,914","$276,458,830.37","$213,831,028.12",
DIGESTIVE SYSTEM,45378,53,"22,882","$1,301,717.86","$1,003,094.43",
DIGESTIVE SYSTEM,45378,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45378,SG,"65,607","$24,494,848.10","$18,958,748.62",
DIGESTIVE SYSTEM,45378,OTHER,"968,425","$250,662,264.41","$193,869,185.07",
DIGESTIVE SYSTEM,45379,TOTAL,"1,042","$264,949.09","$207,399.91",
DIGESTIVE SYSTEM,45379,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45379,SG,45,"$13,735.59","$10,695.45",
DIGESTIVE SYSTEM,45379,OTHER,997,"$251,213.50","$196,704.46",
DIGESTIVE SYSTEM,45380,TOTAL,"1,199,531","$311,980,022.89","$242,694,740.17",
DIGESTIVE SYSTEM,45380,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45380,SG,"89,502","$30,768,392.93","$23,920,587.89",
DIGESTIVE SYSTEM,45380,OTHER,"1,110,029","$281,211,629.96","$218,774,152.28",
DIGESTIVE SYSTEM,45381,TOTAL,"77,305","$7,326,168.51","$5,790,760.16",
DIGESTIVE SYSTEM,45381,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45381,SG,"5,027","$1,128,496.74","$891,284.12",
DIGESTIVE SYSTEM,45381,OTHER,"72,278","$6,197,671.77","$4,899,476.04",
DIGESTIVE SYSTEM,45382,TOTAL,"24,036","$7,695,570.21","$6,087,183.66",
DIGESTIVE SYSTEM,45382,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45382,SG,864,"$254,930.54","$200,667.92",
DIGESTIVE SYSTEM,45382,OTHER,"23,172","$7,440,639.67","$5,886,515.74",
DIGESTIVE SYSTEM,45383,TOTAL,"74,214","$26,150,511.85","$20,385,104.61",
DIGESTIVE SYSTEM,45383,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45383,SG,"4,758","$1,701,691.64","$1,322,117.79",
DIGESTIVE SYSTEM,45383,OTHER,"69,456","$24,448,820.21","$19,062,986.82",
DIGESTIVE SYSTEM,45384,TOTAL,"253,856","$66,118,995.43","$51,340,671.55",
DIGESTIVE SYSTEM,45384,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45384,SG,"15,107","$4,976,932.11","$3,871,773.35",
DIGESTIVE SYSTEM,45384,OTHER,"238,749","$61,142,063.32","$47,468,898.20",
DIGESTIVE SYSTEM,45385,TOTAL,"921,003","$304,142,209.85","$236,136,114.54",
DIGESTIVE SYSTEM,45385,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45385,SG,"72,003","$26,706,126.56","$20,675,446.63",
DIGESTIVE SYSTEM,45385,OTHER,"849,000","$277,436,083.29","$215,460,667.91",
DIGESTIVE SYSTEM,45386,TOTAL,"2,694","$710,596.36","$552,613.31",
DIGESTIVE SYSTEM,45386,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45386,SG,143,"$49,974.14","$39,090.62",
DIGESTIVE SYSTEM,45386,OTHER,"2,551","$660,622.22","$513,522.69",
DIGESTIVE SYSTEM,45387,TOTAL,670,"$236,512.34","$188,366.59",
DIGESTIVE SYSTEM,45387,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45387,SG,N/A,"$3,574.92","$2,859.93",
DIGESTIVE SYSTEM,45387,OTHER,670,"$232,937.42","$185,506.66",
DIGESTIVE SYSTEM,45391,TOTAL,599,"$153,280.21","$119,854.47",
DIGESTIVE SYSTEM,45391,SG,N/A,"$1,507.98","$1,206.38",
DIGESTIVE SYSTEM,45391,OTHER,599,"$151,772.23","$118,648.09",
DIGESTIVE SYSTEM,45392,TOTAL,140,"$55,199.06","$43,527.46",
DIGESTIVE SYSTEM,45392,SG,N/A,$565.89,$452.71,
DIGESTIVE SYSTEM,45392,OTHER,140,"$54,633.17","$43,074.75",
DIGESTIVE SYSTEM,45395,TOTAL,591,"$844,424.35","$669,011.35",
DIGESTIVE SYSTEM,45395,80S,161,"$47,179.56","$37,495.51",
DIGESTIVE SYSTEM,45395,OTHER,430,"$797,244.79","$631,515.84",
DIGESTIVE SYSTEM,45397,TOTAL,211,"$339,514.03","$268,404.88",
DIGESTIVE SYSTEM,45397,80S,54,"$17,064.59","$13,651.71",
DIGESTIVE SYSTEM,45397,OTHER,157,"$322,449.44","$254,753.17",
DIGESTIVE SYSTEM,45400,TOTAL,341,"$282,579.23","$222,647.11",
DIGESTIVE SYSTEM,45400,80S,86,"$13,718.05","$10,603.99",
DIGESTIVE SYSTEM,45400,OTHER,255,"$268,861.18","$212,043.12",
DIGESTIVE SYSTEM,45402,TOTAL,298,"$332,596.66","$263,142.30",
DIGESTIVE SYSTEM,45402,80S,82,"$18,239.55","$14,301.08",
DIGESTIVE SYSTEM,45402,OTHER,216,"$314,357.11","$248,841.22",
DIGESTIVE SYSTEM,45499,TOTAL,40,"$32,234.90","$25,787.91",
DIGESTIVE SYSTEM,45499,80S,N/A,$915.71,$732.56,
DIGESTIVE SYSTEM,45499,OTHER,40,"$31,319.19","$25,055.35",
DIGESTIVE SYSTEM,45500,TOTAL,102,"$48,270.15","$37,922.54",
DIGESTIVE SYSTEM,45500,80S,N/A,$123.73,$98.98,
DIGESTIVE SYSTEM,45500,SG,12,"$9,424.07","$7,539.23",
DIGESTIVE SYSTEM,45500,OTHER,90,"$38,722.35","$30,284.33",
DIGESTIVE SYSTEM,45505,TOTAL,716,"$399,491.24","$314,949.01",
DIGESTIVE SYSTEM,45505,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45505,SG,N/A,"$2,047.49",$915.90,
DIGESTIVE SYSTEM,45505,OTHER,716,"$397,443.75","$314,033.11",
DIGESTIVE SYSTEM,45520,TOTAL,238,"$14,899.79","$11,681.28",
DIGESTIVE SYSTEM,45520,OTHER,238,"$14,899.79","$11,681.28",
DIGESTIVE SYSTEM,45540,TOTAL,553,"$411,730.69","$325,521.12",
DIGESTIVE SYSTEM,45540,80S,122,"$17,169.10","$13,735.23",
DIGESTIVE SYSTEM,45540,OTHER,431,"$394,561.59","$311,785.89",
DIGESTIVE SYSTEM,45541,TOTAL,552,"$411,590.24","$323,512.48",
DIGESTIVE SYSTEM,45541,80S,68,"$8,059.26","$6,447.39",
DIGESTIVE SYSTEM,45541,SG,N/A,"$1,389.24","$1,111.39",
DIGESTIVE SYSTEM,45541,OTHER,484,"$402,141.74","$315,953.70",
DIGESTIVE SYSTEM,45550,TOTAL,565,"$584,837.47","$464,145.15",
DIGESTIVE SYSTEM,45550,80S,158,"$33,503.73","$26,505.89",
DIGESTIVE SYSTEM,45550,OTHER,407,"$551,333.74","$437,639.26",
DIGESTIVE SYSTEM,45560,TOTAL,"2,526","$1,094,304.34","$864,694.90",
DIGESTIVE SYSTEM,45560,80S,436,"$32,079.36","$25,408.63",
DIGESTIVE SYSTEM,45560,SG,N/A,"$2,735.83","$2,188.66",
DIGESTIVE SYSTEM,45560,OTHER,"2,090","$1,059,489.15","$837,097.61",
DIGESTIVE SYSTEM,45562,TOTAL,123,"$103,046.05","$80,556.14",
DIGESTIVE SYSTEM,45562,80S,12,"$1,324.93","$1,059.94",
DIGESTIVE SYSTEM,45562,OTHER,111,"$101,721.12","$79,496.20",
DIGESTIVE SYSTEM,45563,TOTAL,42,"$63,669.93","$50,935.93",
DIGESTIVE SYSTEM,45563,80S,N/A,"$1,050.16",$840.12,
DIGESTIVE SYSTEM,45563,OTHER,42,"$62,619.77","$50,095.81",
DIGESTIVE SYSTEM,45800,TOTAL,143,"$96,585.71","$76,909.83",
DIGESTIVE SYSTEM,45800,80S,29,"$4,007.64","$3,206.11",
DIGESTIVE SYSTEM,45800,OTHER,114,"$92,578.07","$73,703.72",
DIGESTIVE SYSTEM,45805,TOTAL,13,"$15,550.02","$12,440.03",
DIGESTIVE SYSTEM,45805,80S,N/A,$309.86,$247.89,
DIGESTIVE SYSTEM,45805,OTHER,13,"$15,240.16","$12,192.14",
DIGESTIVE SYSTEM,45820,TOTAL,67,"$47,398.76","$36,808.96",
DIGESTIVE SYSTEM,45820,80S,12,"$1,928.74","$1,543.01",
DIGESTIVE SYSTEM,45820,OTHER,55,"$45,470.02","$35,265.95",
DIGESTIVE SYSTEM,45825,TOTAL,N/A,"$4,986.18","$3,988.94",
DIGESTIVE SYSTEM,45825,OTHER,N/A,"$4,986.18","$3,988.94",
DIGESTIVE SYSTEM,45900,TOTAL,181,"$33,474.22","$26,316.74",
DIGESTIVE SYSTEM,45900,80S,N/A,$57.85,$46.28,
DIGESTIVE SYSTEM,45900,OTHER,181,"$33,416.37","$26,270.46",
DIGESTIVE SYSTEM,45905,TOTAL,548,"$130,699.21","$102,950.69",
DIGESTIVE SYSTEM,45905,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45905,SG,16,"$12,056.24","$9,520.97",
DIGESTIVE SYSTEM,45905,OTHER,532,"$118,642.97","$93,429.72",
DIGESTIVE SYSTEM,45910,TOTAL,434,"$120,697.89","$94,000.28",
DIGESTIVE SYSTEM,45910,80S,N/A,$0.00,$0.00,
DIGESTIVE SYSTEM,45910,SG,N/A,"$6,318.64","$4,054.53",
